CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,
,,,,,
"2010 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18050,,,,,
CARDIOVASCULAR,33305,OTHER,201,802883.57,639521.78
CARDIOVASCULAR,33310,TOTAL,98,72507.09,57881.68
CARDIOVASCULAR,33310,80S,23,3435.8,2624.63
CARDIOVASCULAR,33310,OTHER,75,69071.29,55257.05
CARDIOVASCULAR,33315,TOTAL,429,283526.58,226694.53
CARDIOVASCULAR,33315,80S,150,22151.32,17719.18
CARDIOVASCULAR,33315,OTHER,279,261375.26,208975.35
CARDIOVASCULAR,33320,TOTAL,167,99393.19,79056.71
CARDIOVASCULAR,33320,80S,50,5852.77,4682.2
CARDIOVASCULAR,33320,OTHER,117,93540.42,74374.51
CARDIOVASCULAR,33321,TOTAL,25,9260.79,7408.66
CARDIOVASCULAR,33321,80S,12,982.48,786
CARDIOVASCULAR,33321,OTHER,13,8278.31,6622.66
CARDIOVASCULAR,33322,TOTAL,234,135030.39,107220.7
CARDIOVASCULAR,33322,80S,88,10452.51,8362.1
CARDIOVASCULAR,33322,OTHER,146,124577.88,98858.6
CARDIOVASCULAR,33330,TOTAL,29,34975.24,27235.92
CARDIOVASCULAR,33330,80S,N/A,1594.32,1275.47
CARDIOVASCULAR,33330,OTHER,29,33380.92,25960.45
CARDIOVASCULAR,33332,TOTAL,N/A,4227.8,3382.25
CARDIOVASCULAR,33332,80S,N/A,216.52,173.22
CARDIOVASCULAR,33332,OTHER,N/A,4011.28,3209.03
CARDIOVASCULAR,33335,TOTAL,125,104346.85,83477.45
CARDIOVASCULAR,33335,80S,47,8377.07,6701.66
CARDIOVASCULAR,33335,OTHER,78,95969.78,76775.79
CARDIOVASCULAR,33400,TOTAL,509,548001.04,437516.97
CARDIOVASCULAR,33400,80S,192,48152.13,38397.67
CARDIOVASCULAR,33400,OTHER,317,499848.91,399119.3
CARDIOVASCULAR,33401,TOTAL,N/A,7365.87,5892.69
CARDIOVASCULAR,33401,80S,N/A,687.09,549.67
CARDIOVASCULAR,33401,OTHER,N/A,6678.78,5343.02
CARDIOVASCULAR,33403,TOTAL,12,12137.32,9585.87
CARDIOVASCULAR,33403,80S,N/A,603.24,482.6
CARDIOVASCULAR,33403,OTHER,12,11534.08,9103.27
CARDIOVASCULAR,33404,TOTAL,135,151395.13,120020.75
CARDIOVASCULAR,33404,80S,47,12007.43,9497.87
CARDIOVASCULAR,33404,OTHER,88,139387.7,110522.88
CARDIOVASCULAR,33405,TOTAL,51748,74619526.94,59414649.45
CARDIOVASCULAR,33405,80S,20559,6583789.39,5244851.44
CARDIOVASCULAR,33405,OTHER,31189,68035737.55,54169798.01
CARDIOVASCULAR,33406,TOTAL,765,1372773.24,1097751.27
CARDIOVASCULAR,33406,80S,330,142253.08,113632.65
CARDIOVASCULAR,33406,OTHER,435,1230520.16,984118.62
CARDIOVASCULAR,33410,TOTAL,2100,3518162.7,2800456.36
CARDIOVASCULAR,33410,80S,797,284064.47,226070.37
CARDIOVASCULAR,33410,OTHER,1303,3234098.23,2574385.99
CARDIOVASCULAR,33411,TOTAL,1413,3171137.42,2524708.78
CARDIOVASCULAR,33411,80S,589,303388.72,241885.53
CARDIOVASCULAR,33411,OTHER,824,2867748.7,2282823.25
CARDIOVASCULAR,33412,TOTAL,29,39387.44,31509.97
CARDIOVASCULAR,33412,80S,13,4155.12,3324.11
CARDIOVASCULAR,33412,OTHER,16,35232.32,28185.86
CARDIOVASCULAR,33413,TOTAL,11,41233.46,32986.76
CARDIOVASCULAR,33413,80S,N/A,4263.29,3410.64
CARDIOVASCULAR,33413,OTHER,11,36970.17,29576.12
CARDIOVASCULAR,33414,TOTAL,113,99358.15,79749.79
CARDIOVASCULAR,33414,80S,42,8288.72,6667.28
CARDIOVASCULAR,33414,OTHER,71,91069.43,73082.51
CARDIOVASCULAR,33415,TOTAL,226,166487.32,132975.45
CARDIOVASCULAR,33415,80S,50,8589.01,6871.27
CARDIOVASCULAR,33415,OTHER,176,157898.31,126104.18
CARDIOVASCULAR,33416,TOTAL,1095,966930.48,768159.77
CARDIOVASCULAR,33416,80S,397,72458.6,57858.87
CARDIOVASCULAR,33416,OTHER,698,894471.88,710300.9
CARDIOVASCULAR,33417,TOTAL,244,173184.57,138547.6
CARDIOVASCULAR,33417,80S,66,8825.14,7060.12
CARDIOVASCULAR,33417,OTHER,178,164359.43,131487.48
CARDIOVASCULAR,33420,TOTAL,72,7797.05,6189.99
CARDIOVASCULAR,33420,80S,N/A,0,0
CARDIOVASCULAR,33420,OTHER,72,7797.05,6189.99
CARDIOVASCULAR,33422,TOTAL,116,79293.7,61681.56
CARDIOVASCULAR,33422,80S,37,5317.26,4281.89
CARDIOVASCULAR,33422,OTHER,79,73976.44,57399.67
CARDIOVASCULAR,33425,TOTAL,899,1638734.32,1307302.3
CARDIOVASCULAR,33425,80S,336,133818.12,106745.91
CARDIOVASCULAR,33425,OTHER,563,1504916.2,1200556.39
CARDIOVASCULAR,33426,TOTAL,10479,15170923.34,12085073.04
CARDIOVASCULAR,33426,80S,4199,1360540.29,1082592.61
CARDIOVASCULAR,33426,OTHER,6280,13810383.05,11002480.43
CARDIOVASCULAR,33427,TOTAL,5078,8611318.28,6835086.09
CARDIOVASCULAR,33427,80S,1972,734839.81,584720.68
CARDIOVASCULAR,33427,OTHER,3106,7876478.47,6250365.41
CARDIOVASCULAR,33430,TOTAL,13744,25821730.22,20553531.86
CARDIOVASCULAR,33430,80S,5410,2258395.09,1798644.88
CARDIOVASCULAR,33430,OTHER,8334,23563335.13,18754886.98
CARDIOVASCULAR,33460,TOTAL,63,75186.31,60149.03
CARDIOVASCULAR,33460,80S,28,8193.14,6554.47
CARDIOVASCULAR,33460,OTHER,35,66993.17,53594.56
CARDIOVASCULAR,33463,TOTAL,973,2021395.3,1609378.08
CARDIOVASCULAR,33463,80S,356,155068.94,123891
CARDIOVASCULAR,33463,OTHER,617,1866326.36,1485487.08
CARDIOVASCULAR,33464,TOTAL,4917,6196827.8,4931715.92
CARDIOVASCULAR,33464,80S,1901,525570.28,420267.15
CARDIOVASCULAR,33464,OTHER,3016,5671257.52,4511448.77
CARDIOVASCULAR,33465,TOTAL,584,977204.09,778192.31
CARDIOVASCULAR,33465,80S,210,75857.66,60511.49
CARDIOVASCULAR,33465,OTHER,374,901346.43,717680.82
CARDIOVASCULAR,33468,TOTAL,16,19303.49,13734.05
CARDIOVASCULAR,33468,80S,N/A,521.33,417.06
CARDIOVASCULAR,33468,OTHER,16,18782.16,13316.99
CARDIOVASCULAR,33470,TOTAL,N/A,701.26,561
CARDIOVASCULAR,33470,80S,N/A,96.73,77.38
CARDIOVASCULAR,33470,OTHER,N/A,604.53,483.62
CARDIOVASCULAR,33471,TOTAL,N/A,701.85,561.48
CARDIOVASCULAR,33471,OTHER,N/A,701.85,561.48
CARDIOVASCULAR,33474,TOTAL,14,23660.07,18928.06
CARDIOVASCULAR,33474,80S,N/A,1277.39,1021.91
CARDIOVASCULAR,33474,OTHER,14,22382.68,17906.15
CARDIOVASCULAR,33475,TOTAL,135,181803.39,143795.38
CARDIOVASCULAR,33475,80S,44,12265.76,9740.33
CARDIOVASCULAR,33475,OTHER,91,169537.63,134055.05
CARDIOVASCULAR,33476,TOTAL,N/A,4280.46,3424.37
CARDIOVASCULAR,33476,80S,N/A,200.5,160.4
CARDIOVASCULAR,33476,OTHER,N/A,4079.96,3263.97
CARDIOVASCULAR,33478,TOTAL,29,23797.7,18631.79
CARDIOVASCULAR,33478,80S,N/A,848.97,679.18
CARDIOVASCULAR,33478,OTHER,29,22948.73,17952.61
CARDIOVASCULAR,33496,TOTAL,78,74971.54,59925.29
CARDIOVASCULAR,33496,80S,27,5388.2,4310.55
CARDIOVASCULAR,33496,OTHER,51,69583.34,55614.74
CARDIOVASCULAR,33500,TOTAL,53,32977.64,25690.75
CARDIOVASCULAR,33500,80S,21,2744.8,2195.82
CARDIOVASCULAR,33500,OTHER,32,30232.84,23494.93
CARDIOVASCULAR,33501,TOTAL,12,14650.89,11319.23
CARDIOVASCULAR,33501,80S,N/A,1318.21,1054.56
CARDIOVASCULAR,33501,OTHER,12,13332.68,10264.67
CARDIOVASCULAR,33502,TOTAL,109,53123.19,42498.55
CARDIOVASCULAR,33502,80S,41,4409.52,3527.6
CARDIOVASCULAR,33502,OTHER,68,48713.67,38970.95
CARDIOVASCULAR,33503,TOTAL,13,11993.82,9595.05
CARDIOVASCULAR,33503,80S,N/A,376.27,301.01
CARDIOVASCULAR,33503,OTHER,13,11617.55,9294.04
CARDIOVASCULAR,33504,TOTAL,30,14575.22,11660.19
CARDIOVASCULAR,33504,80S,12,1516.3,1213.05
CARDIOVASCULAR,33504,OTHER,18,13058.92,10447.14
CARDIOVASCULAR,33505,TOTAL,N/A,11097.64,8878.11
CARDIOVASCULAR,33505,80S,N/A,1789.9,1431.93
CARDIOVASCULAR,33505,OTHER,N/A,9307.74,7446.18
CARDIOVASCULAR,33506,TOTAL,N/A,4390.67,3512.53
CARDIOVASCULAR,33506,80S,N/A,285.08,228.06
CARDIOVASCULAR,33506,OTHER,N/A,4105.59,3284.47
CARDIOVASCULAR,33507,TOTAL,43,38993.75,30315.9
CARDIOVASCULAR,33507,80S,16,3229.09,2583.27
CARDIOVASCULAR,33507,OTHER,27,35764.66,27732.63
CARDIOVASCULAR,33508,TOTAL,79970,998579.19,794422.44
CARDIOVASCULAR,33508,80S,23497,56300.65,44973.86
CARDIOVASCULAR,33508,OTHER,56473,942278.54,749448.58
CARDIOVASCULAR,33510,TOTAL,10492,8230130.08,6556082.23
CARDIOVASCULAR,33510,80S,4240,751378.76,598869.71
CARDIOVASCULAR,33510,OTHER,6252,7478751.32,5957212.52
CARDIOVASCULAR,33511,TOTAL,7271,7803173.39,6222934.45
CARDIOVASCULAR,33511,80S,2902,684298.45,545175.95
CARDIOVASCULAR,33511,OTHER,4369,7118874.94,5677758.5
CARDIOVASCULAR,33512,TOTAL,4957,7753959.55,6160594.49
CARDIOVASCULAR,33512,80S,1985,687439.49,547457.79
CARDIOVASCULAR,33512,OTHER,2972,7066520.06,5613136.7
CARDIOVASCULAR,33513,TOTAL,1796,2914342.13,2321969.76
CARDIOVASCULAR,33513,80S,720,259054.2,206136.99
CARDIOVASCULAR,33513,OTHER,1076,2655287.93,2115832.77
CARDIOVASCULAR,33514,TOTAL,425,747752.58,593916.87
CARDIOVASCULAR,33514,80S,166,64536.96,50988.84
CARDIOVASCULAR,33514,OTHER,259,683215.62,542928.03
CARDIOVASCULAR,33516,TOTAL,68,128408.26,100268.74
CARDIOVASCULAR,33516,80S,21,8087.65,6051.54
CARDIOVASCULAR,33516,OTHER,47,120320.61,94217.2
CARDIOVASCULAR,33517,TOTAL,25229,3275104.81,2601325.36
CARDIOVASCULAR,33517,80S,9896,281207.24,223951.87
CARDIOVASCULAR,33517,OTHER,15333,2993897.57,2377373.49
CARDIOVASCULAR,33518,TOTAL,51209,14407362.94,11441130.16
CARDIOVASCULAR,33518,80S,20443,1269481.76,1010631.54
CARDIOVASCULAR,33518,OTHER,30766,13137881.18,10430498.62
CARDIOVASCULAR,33519,TOTAL,34644,12810701.52,10176073.23
CARDIOVASCULAR,33519,80S,13994,1146924.31,913680.05
CARDIOVASCULAR,33519,OTHER,20650,11663777.21,9262393.18
CARDIOVASCULAR,33521,TOTAL,9524,4186105.25,3318932.67
CARDIOVASCULAR,33521,80S,3891,380622.58,303170.27
CARDIOVASCULAR,33521,OTHER,5633,3805482.67,3015762.4
CARDIOVASCULAR,33522,TOTAL,1553,772741.45,611777.78
CARDIOVASCULAR,33522,80S,622,68298.31,54371.46
CARDIOVASCULAR,33522,OTHER,931,704443.14,557406.32
CARDIOVASCULAR,33523,TOTAL,289,168283.5,134626.69
CARDIOVASCULAR,33523,80S,110,14118.68,11294.91
CARDIOVASCULAR,33523,OTHER,179,154164.82,123331.78
CARDIOVASCULAR,33530,TOTAL,16724,6182679.75,4924497.15
CARDIOVASCULAR,33530,80S,6328,506014.96,403385.35
CARDIOVASCULAR,33530,OTHER,10396,5676664.79,4521111.8
CARDIOVASCULAR,33533,TOTAL,124355,146667015.21,116462229.31
CARDIOVASCULAR,33533,80S,49756,12959104.38,10301004.25
CARDIOVASCULAR,33533,OTHER,74599,133707910.83,106161225.06
CARDIOVASCULAR,33534,TOTAL,8521,12277417.03,9740861.39
CARDIOVASCULAR,33534,80S,3367,1057485.3,840502.28
CARDIOVASCULAR,33534,OTHER,5154,11219931.73,8900359.11
CARDIOVASCULAR,33535,TOTAL,1670,2781270.19,2201535.76
CARDIOVASCULAR,33535,80S,668,244687.04,194376.05
CARDIOVASCULAR,33535,OTHER,1002,2536583.15,2007159.71
CARDIOVASCULAR,33536,TOTAL,586,1049588.48,830169.06
CARDIOVASCULAR,33536,80S,230,88454.81,70744.64
CARDIOVASCULAR,33536,OTHER,356,961133.67,759424.42
CARDIOVASCULAR,33542,TOTAL,516,851090.44,674883.13
CARDIOVASCULAR,33542,80S,206,75022.92,59243.3
CARDIOVASCULAR,33542,OTHER,310,776067.52,615639.83
CARDIOVASCULAR,33545,TOTAL,146,311907.89,246380.07
CARDIOVASCULAR,33545,80S,55,26006.58,20805.29
CARDIOVASCULAR,33545,OTHER,91,285901.31,225574.78
CARDIOVASCULAR,33548,TOTAL,184,375930.5,296356.33
CARDIOVASCULAR,33548,80S,69,30382.44,24306
CARDIOVASCULAR,33548,OTHER,115,345548.06,272050.33
CARDIOVASCULAR,33572,TOTAL,3229,540179.84,430231.28
CARDIOVASCULAR,33572,80S,1172,41242.71,32907.42
CARDIOVASCULAR,33572,OTHER,2057,498937.13,397323.86
CARDIOVASCULAR,33600,TOTAL,22,22682.03,18145.62
CARDIOVASCULAR,33600,80S,N/A,1001.08,800.86
CARDIOVASCULAR,33600,OTHER,22,21680.95,17344.76
CARDIOVASCULAR,33602,TOTAL,30,18820.7,15056.52
CARDIOVASCULAR,33602,80S,13,1770.55,1416.41
CARDIOVASCULAR,33602,OTHER,17,17050.15,13640.11
CARDIOVASCULAR,33606,TOTAL,N/A,4557.94,3646.35
CARDIOVASCULAR,33606,80S,N/A,630.01,504
CARDIOVASCULAR,33606,OTHER,N/A,3927.93,3142.35
CARDIOVASCULAR,33608,TOTAL,N/A,11716.7,9373.37
CARDIOVASCULAR,33608,80S,N/A,1116.85,893.49
CARDIOVASCULAR,33608,OTHER,N/A,10599.85,8479.88
CARDIOVASCULAR,33610,TOTAL,N/A,5967.68,4774.13
CARDIOVASCULAR,33610,80S,N/A,116.54,93.23
CARDIOVASCULAR,33610,OTHER,N/A,5851.14,4680.9
CARDIOVASCULAR,33612,TOTAL,N/A,3099.95,2479.96
CARDIOVASCULAR,33612,OTHER,N/A,3099.95,2479.96
CARDIOVASCULAR,33615,TOTAL,13,21145.21,16049.11
CARDIOVASCULAR,33615,80S,N/A,1838.25,1470.61
CARDIOVASCULAR,33615,OTHER,13,19306.96,14578.5
CARDIOVASCULAR,33617,TOTAL,N/A,10598.92,8479.12
CARDIOVASCULAR,33617,80S,N/A,1207.29,965.82
CARDIOVASCULAR,33617,OTHER,N/A,9391.63,7513.3
CARDIOVASCULAR,33619,TOTAL,N/A,3279.74,2623.79
CARDIOVASCULAR,33619,80S,N/A,452.38,361.9
CARDIOVASCULAR,33619,OTHER,N/A,2827.36,2261.89
CARDIOVASCULAR,33641,TOTAL,3375,2124941.15,1684894.25
CARDIOVASCULAR,33641,80S,1279,174701.69,139193.22
CARDIOVASCULAR,33641,OTHER,2096,1950239.46,1545701.03
CARDIOVASCULAR,33645,TOTAL,67,55118.17,44094.55
CARDIOVASCULAR,33645,80S,23,3790.13,3032.11
CARDIOVASCULAR,33645,OTHER,44,51328.04,41062.44
CARDIOVASCULAR,33647,TOTAL,64,53153.15,41552.03
CARDIOVASCULAR,33647,80S,19,2939.57,2346.81
CARDIOVASCULAR,33647,OTHER,45,50213.58,39205.22
CARDIOVASCULAR,33660,TOTAL,15,18253.67,14602.94
CARDIOVASCULAR,33660,80S,N/A,1057.88,846.31
