CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,
,,,,,
"2010 Part B National Summary Data File
Code Range: 01) Anesthesia (00000 - 09999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1609,,,,,
ANESTHESIA,00140,AD,378,30645.6,24151.88
ANESTHESIA,00140,QK,25172,2647952.61,2080370.09
ANESTHESIA,00140,QZ,32874,5679843.21,4470755.54
ANESTHESIA,00140,OTHER,32181,3375403.05,2668705.44
ANESTHESIA,00142,TOTAL,2060360,212141838.11,167602515.66
ANESTHESIA,00142,AA,582033,77290150.49,61080248.32
ANESTHESIA,00142,AD,7717,627781.82,499261.64
ANESTHESIA,00142,QK,373467,25531540.07,20164787.88
ANESTHESIA,00142,QZ,614684,75806775.27,59822015.41
ANESTHESIA,00142,OTHER,482459,32885590.46,26036202.41
ANESTHESIA,00144,TOTAL,26070,4599796.48,3616715.33
ANESTHESIA,00144,AA,6072,1540222.92,1217052.83
ANESTHESIA,00144,AD,87,6989.79,5591.82
ANESTHESIA,00144,QK,6671,857774.57,668985.37
ANESTHESIA,00144,QZ,5233,1181773.23,924274.75
ANESTHESIA,00144,OTHER,8007,1013035.97,800810.56
ANESTHESIA,00145,TOTAL,129787,22514519.79,17787422.25
ANESTHESIA,00145,AA,38611,9244031.8,7306567.72
ANESTHESIA,00145,AD,536,44544.51,35265.98
ANESTHESIA,00145,QK,33048,4153473.04,3271581.42
ANESTHESIA,00145,QZ,18520,4171386.23,3292550.45
ANESTHESIA,00145,OTHER,39072,4901084.21,3881456.68
ANESTHESIA,00147,TOTAL,817,110083.42,87182.07
ANESTHESIA,00147,AA,324,59044.21,47033.37
ANESTHESIA,00147,AD,N/A,82.64,66.11
ANESTHESIA,00147,QK,177,14989.31,11643.39
ANESTHESIA,00147,QZ,107,16964.36,13454.75
ANESTHESIA,00147,OTHER,209,19002.9,14984.45
ANESTHESIA,00148,TOTAL,1043,102511.48,79106.68
ANESTHESIA,00148,AA,207,33362.37,25889.97
ANESTHESIA,00148,AD,N/A,167.12,0
ANESTHESIA,00148,QK,318,23845.19,18459.26
ANESTHESIA,00148,QZ,102,14040.58,10719.93
ANESTHESIA,00148,OTHER,416,31096.22,24037.52
ANESTHESIA,00160,TOTAL,70845,11913329.52,9386694.96
ANESTHESIA,00160,AA,20560,4858111.87,3827771.24
ANESTHESIA,00160,AD,244,23624.08,18609.74
ANESTHESIA,00160,QK,18626,2265196.79,1781413.8
ANESTHESIA,00160,QZ,9362,2129062.43,1675779.41
ANESTHESIA,00160,OTHER,22053,2637334.35,2083120.77
ANESTHESIA,00162,TOTAL,1184,413137.7,328180.36
ANESTHESIA,00162,AA,339,160400.57,127796.37
ANESTHESIA,00162,AD,N/A,422.47,337.97
ANESTHESIA,00162,QK,371,107919.34,85781.72
ANESTHESIA,00162,QZ,113,49182.9,38416.99
ANESTHESIA,00162,OTHER,361,95212.42,75847.31
ANESTHESIA,00164,TOTAL,492,59678.33,47088.31
ANESTHESIA,00164,AA,104,18911.18,15004.93
ANESTHESIA,00164,AD,N/A,152.6,122.08
ANESTHESIA,00164,QK,77,6732.71,5334.13
ANESTHESIA,00164,QZ,103,16669.62,13305.89
ANESTHESIA,00164,OTHER,208,17212.22,13321.28
ANESTHESIA,00170,TOTAL,35196,5520290.38,4270423.97
ANESTHESIA,00170,AA,8821,2011255.47,1561279.25
ANESTHESIA,00170,AD,117,10794.09,8472.67
ANESTHESIA,00170,QK,10106,1202568.22,921199.63
ANESTHESIA,00170,QZ,4409,934532.2,720502.68
ANESTHESIA,00170,OTHER,11743,1361140.4,1058969.74
ANESTHESIA,00172,TOTAL,92,21209.22,16554.81
ANESTHESIA,00172,AA,23,8473.28,6668.23
ANESTHESIA,00172,QK,19,4127.53,3219.79
ANESTHESIA,00172,QZ,16,3184.55,2327.68
ANESTHESIA,00172,OTHER,34,5423.86,4339.11
ANESTHESIA,00174,TOTAL,33,10157.32,7921.85
ANESTHESIA,00174,AA,N/A,3466.3,2773.05
ANESTHESIA,00174,QK,13,1938.24,1550.61
ANESTHESIA,00174,QZ,N/A,2420.19,1745.38
ANESTHESIA,00174,OTHER,20,2332.59,1852.81
ANESTHESIA,00176,TOTAL,1814,868970.82,690885.92
ANESTHESIA,00176,AA,534,371003.73,295504.93
ANESTHESIA,00176,AD,N/A,879.58,703.66
ANESTHESIA,00176,QK,591,229796.08,181713.46
ANESTHESIA,00176,QZ,77,48535.23,38828.19
ANESTHESIA,00176,OTHER,612,218756.2,174135.68
ANESTHESIA,00190,TOTAL,12364,2464608.51,1940524.1
ANESTHESIA,00190,AA,3632,1017726.32,800968.12
ANESTHESIA,00190,AD,48,4960.4,3902.95
ANESTHESIA,00190,QK,3532,542129.95,425834.98
ANESTHESIA,00190,QZ,1144,310075.04,244549.41
ANESTHESIA,00190,OTHER,4008,589716.8,465268.64
ANESTHESIA,00192,TOTAL,2259,717234.52,567964.42
ANESTHESIA,00192,AA,648,292055.01,230967.27
ANESTHESIA,00192,AD,13,1066.57,846.95
ANESTHESIA,00192,QK,691,182437.15,143926.52
ANESTHESIA,00192,QZ,178,63941.8,50898.47
ANESTHESIA,00192,OTHER,729,177733.99,141325.21
ANESTHESIA,00210,TOTAL,32216,13310076.67,10552477.7
ANESTHESIA,00210,AA,11511,6772076.35,5366897.6
ANESTHESIA,00210,AD,122,12024.35,9560.64
ANESTHESIA,00210,QK,8826,2609113.09,2064065.81
ANESTHESIA,00210,QZ,2273,1226789.24,974801.77
ANESTHESIA,00210,OTHER,9484,2690073.64,2137151.88
ANESTHESIA,00211,TOTAL,14396,4613624.71,3662699.71
ANESTHESIA,00211,AA,5165,2297799.83,1824438.49
ANESTHESIA,00211,AD,41,3611.61,2858.6
ANESTHESIA,00211,QK,3498,785122.84,621528.17
ANESTHESIA,00211,QZ,1271,549021.66,436292.5
ANESTHESIA,00211,OTHER,4421,978068.77,777581.95
ANESTHESIA,00212,TOTAL,140,22673.96,17723.67
ANESTHESIA,00212,AA,39,8721.5,6689.83
ANESTHESIA,00212,QK,34,4109.53,3225.59
ANESTHESIA,00212,QZ,12,2666.2,2066.87
ANESTHESIA,00212,OTHER,55,7176.73,5741.38
ANESTHESIA,00214,TOTAL,10444,2591633.48,2057213.74
ANESTHESIA,00214,AA,3430,1217055.14,966721.18
ANESTHESIA,00214,AD,29,2340.58,1872.45
ANESTHESIA,00214,QK,2666,468339.6,371148.24
ANESTHESIA,00214,QZ,954,321133.66,254830.8
ANESTHESIA,00214,OTHER,3365,582764.5,462641.07
ANESTHESIA,00215,TOTAL,1600,497948.9,394366.67
ANESTHESIA,00215,AA,528,236847.99,187021.06
ANESTHESIA,00215,AD,N/A,225.34,137.08
ANESTHESIA,00215,QK,473,108168.67,85836.39
ANESTHESIA,00215,QZ,90,40243.05,32194.45
ANESTHESIA,00215,OTHER,509,112463.85,89177.69
ANESTHESIA,00216,TOTAL,3193,1791336.77,1422256.72
ANESTHESIA,00216,AA,1258,991178.88,787542.48
ANESTHESIA,00216,AD,N/A,723.9,579.13
ANESTHESIA,00216,QK,848,323437.85,255755.6
ANESTHESIA,00216,QZ,254,174767.9,138284.2
ANESTHESIA,00216,OTHER,833,301228.24,240095.31
ANESTHESIA,00218,TOTAL,1094,516359.82,411799.09
ANESTHESIA,00218,AA,391,270241.08,215358.86
ANESTHESIA,00218,AD,N/A,61.47,49.18
ANESTHESIA,00218,QK,297,108054.57,86191.56
ANESTHESIA,00218,QZ,44,25411.69,20185
ANESTHESIA,00218,OTHER,362,112591.01,90014.49
ANESTHESIA,00220,TOTAL,14280,3970186.79,3149350.42
ANESTHESIA,00220,AA,4509,1827530.41,1451485.27
ANESTHESIA,00220,AD,48,4343.09,3153.05
ANESTHESIA,00220,QK,3987,797549.27,630478.17
ANESTHESIA,00220,QZ,1147,437231.88,348097.82
ANESTHESIA,00220,OTHER,4589,903532.14,716136.11
ANESTHESIA,00222,TOTAL,773,126494.01,99667.68
ANESTHESIA,00222,AA,254,60443.88,47907.8
ANESTHESIA,00222,QK,176,19951.03,15418.64
ANESTHESIA,00222,QZ,23,5775.18,4557.32
ANESTHESIA,00222,OTHER,320,40323.92,31783.92
ANESTHESIA,00300,TOTAL,251962,40466015.17,31868381.83
ANESTHESIA,00300,AA,64708,14962541.26,11794197.36
ANESTHESIA,00300,AD,967,85709.85,66651.82
ANESTHESIA,00300,QK,66326,7746258.07,6083730.71
ANESTHESIA,00300,QZ,41524,8661843.25,6813179.61
ANESTHESIA,00300,OTHER,78437,9009662.74,7110622.33
ANESTHESIA,00320,TOTAL,172721,34200143.3,27085178.83
ANESTHESIA,00320,AA,50181,14099873.48,11165123.77
ANESTHESIA,00320,AD,624,55661.93,43978.73
ANESTHESIA,00320,QK,47394,7037807.48,5564197.02
ANESTHESIA,00320,QZ,18615,4949203.77,3915967.43
ANESTHESIA,00320,OTHER,55907,8057596.64,6395911.88
ANESTHESIA,00322,TOTAL,150,18057.18,14252.28
ANESTHESIA,00322,AA,33,5601.12,4480.88
ANESTHESIA,00322,AD,N/A,170.4,136.32
ANESTHESIA,00322,QK,34,2857.68,2248.41
ANESTHESIA,00322,QZ,37,5668.25,4378.88
ANESTHESIA,00322,OTHER,46,3759.73,3007.79
ANESTHESIA,00326,TOTAL,N/A,944.08,755.27
ANESTHESIA,00326,AA,N/A,599.04,479.24
ANESTHESIA,00326,AD,N/A,0,0
ANESTHESIA,00326,QK,N/A,114.83,91.86
ANESTHESIA,00326,QZ,N/A,230.21,184.17
ANESTHESIA,00326,OTHER,N/A,0,0
ANESTHESIA,00350,TOTAL,83031,26051418.38,20679212.45
ANESTHESIA,00350,AA,27390,12044605.66,9558761.9
ANESTHESIA,00350,AD,370,33455.94,25893.54
ANESTHESIA,00350,QK,21965,4936651.99,3914523.52
ANESTHESIA,00350,QZ,8330,3515400.18,2794391.55
ANESTHESIA,00350,OTHER,24976,5521304.61,4385641.94
ANESTHESIA,00352,TOTAL,13505,1910066.12,1516721.37
ANESTHESIA,00352,AA,3415,703071.15,558022.5
ANESTHESIA,00352,AD,57,4905.25,3804.42
ANESTHESIA,00352,QK,3699,378910.32,300951.37
ANESTHESIA,00352,QZ,1880,370184.49,293885.31
ANESTHESIA,00352,OTHER,4454,452994.91,360057.77
ANESTHESIA,00400,TOTAL,437339,50040852.11,39408923.79
ANESTHESIA,00400,AA,110585,18544835.49,14621327.33
ANESTHESIA,00400,AD,1963,164974.88,127859.56
ANESTHESIA,00400,QK,118963,9984970.96,7844847.76
ANESTHESIA,00400,QZ,58912,9146548.04,7186726.93
ANESTHESIA,00400,OTHER,146916,12199522.74,9628162.21
ANESTHESIA,00402,TOTAL,27202,6482793.67,5074295.76
ANESTHESIA,00402,AA,8015,2750698.33,2151696.47
ANESTHESIA,00402,AD,119,10985.07,8591.07
ANESTHESIA,00402,QK,7722,1362637.94,1063379.64
ANESTHESIA,00402,QZ,2654,856232.17,671742.41
ANESTHESIA,00402,OTHER,8692,1502240.16,1178886.17
ANESTHESIA,00404,TOTAL,32327,6920365.53,5483941.81
ANESTHESIA,00404,AA,9701,2891677.37,2291652.16
ANESTHESIA,00404,AD,174,14690.9,11628
ANESTHESIA,00404,QK,8349,1280042.79,1013562.32
ANESTHESIA,00404,QZ,4412,1268536.46,1004703.69
ANESTHESIA,00404,OTHER,9691,1465418.01,1162395.64
ANESTHESIA,00406,TOTAL,718,239534.06,187858.96
ANESTHESIA,00406,AA,144,79503.64,60978.24
ANESTHESIA,00406,AD,12,990.01,792
ANESTHESIA,00406,QK,129,32275.24,25685.94
ANESTHESIA,00406,QZ,113,52341.37,41513.29
ANESTHESIA,00406,OTHER,320,74423.8,58889.49
ANESTHESIA,00410,TOTAL,74352,6416450.37,5040526.22
ANESTHESIA,00410,AA,25868,3075374.88,2417514.12
ANESTHESIA,00410,AD,225,17636.8,13767.08
ANESTHESIA,00410,QK,16457,973923.57,763042.99
ANESTHESIA,00410,QZ,8267,942898.49,738621.89
ANESTHESIA,00410,OTHER,23535,1406616.63,1107580.14
ANESTHESIA,00450,TOTAL,4136,785182.86,620939.15
ANESTHESIA,00450,AA,1103,299345.13,236163.64
ANESTHESIA,00450,AD,16,1314.95,994.26
ANESTHESIA,00450,QK,1135,158763.22,125758.8
ANESTHESIA,00450,QZ,554,144192.87,114161.87
ANESTHESIA,00450,OTHER,1328,181566.69,143860.58
ANESTHESIA,00452,TOTAL,74,23885.37,18575.93
ANESTHESIA,00452,AA,33,14138.76,11186.97
ANESTHESIA,00452,AD,N/A,84.68,67.74
ANESTHESIA,00452,QK,16,2856.5,2009.93
ANESTHESIA,00452,QZ,N/A,2223.72,1654.98
ANESTHESIA,00452,OTHER,25,4581.71,3656.31
ANESTHESIA,00454,TOTAL,162,18524.53,14708.86
ANESTHESIA,00454,AA,38,7032.37,5582.95
ANESTHESIA,00454,QK,48,4101.94,3281.53
ANESTHESIA,00454,QZ,18,2350.23,1880.18
ANESTHESIA,00454,OTHER,58,5039.99,3964.2
ANESTHESIA,00470,TOTAL,2233,458956.14,363111.69
ANESTHESIA,00470,AA,795,226811.5,180156.16
ANESTHESIA,00470,AD,13,1192.35,953.89
ANESTHESIA,00470,QK,579,86558.27,68070.87
ANESTHESIA,00470,QZ,220,53971.48,42491.09
ANESTHESIA,00470,OTHER,626,90422.54,71439.68
ANESTHESIA,00472,TOTAL,296,107935.02,85673.78
ANESTHESIA,00472,AA,111,54886.14,43385.95
ANESTHESIA,00472,AD,N/A,83.96,67.17
ANESTHESIA,00472,QK,77,21863.78,17458.84
ANESTHESIA,00472,QZ,21,9523.67,7618.93
ANESTHESIA,00472,OTHER,87,21577.47,17142.89
ANESTHESIA,00474,TOTAL,199,86791.3,69048.34
ANESTHESIA,00474,AA,75,43993.64,35070.9
ANESTHESIA,00474,QK,51,16076.8,12861.43
ANESTHESIA,00474,QZ,N/A,5397.88,4318.3
ANESTHESIA,00474,OTHER,73,21322.98,16797.71
ANESTHESIA,00500,TOTAL,3858,2198548.67,1746279.01
ANESTHESIA,00500,AA,1607,1245455.3,988492.93
ANESTHESIA,00500,AD,22,1881.26,1504.99
ANESTHESIA,00500,QK,941,403039.48,319469.39
ANESTHESIA,00500,QZ,223,144221.43,115184.34
ANESTHESIA,00500,OTHER,1065,403951.2,321627.36
ANESTHESIA,00520,TOTAL,78679,11936566.89,9456965.28
ANESTHESIA,00520,AA,22137,4891990.54,3878118.72
ANESTHESIA,00520,AD,241,19644.95,15301.94
ANESTHESIA,00520,QK,19616,2122750.39,1681086.77
ANESTHESIA,00520,QZ,10836,2127329.48,1680424.78
ANESTHESIA,00520,OTHER,25849,2774851.53,2202033.07
ANESTHESIA,00522,TOTAL,1092,149125.72,118265.05
ANESTHESIA,00522,AA,249,49961.13,39731.14
ANESTHESIA,00522,AD,N/A,608.64,486.91
ANESTHESIA,00522,QK,264,26914.54,21425.05
ANESTHESIA,00522,QZ,184,32803.45,25904.37
ANESTHESIA,00522,OTHER,395,38837.96,30717.58
ANESTHESIA,00524,TOTAL,957,129403.34,102462.14
ANESTHESIA,00524,AA,276,52044.09,41099.62
ANESTHESIA,00524,AD,N/A,82.6,66.08
ANESTHESIA,00524,QK,191,17543.4,14034.76
ANESTHESIA,00524,QZ,200,32900.15,25891.43
ANESTHESIA,00524,OTHER,290,26833.1,21370.25
ANESTHESIA,00528,TOTAL,14467,3403873.35,2703489.31
ANESTHESIA,00528,AA,5101,1700525.92,1350858.71
ANESTHESIA,00528,AD,49,4164.71,3331.77
ANESTHESIA,00528,QK,3712,610146.47,483172.75
ANESTHESIA,00528,QZ,1099,349065.55,276738.2
ANESTHESIA,00528,OTHER,4506,739970.7,589387.88
ANESTHESIA,00529,TOTAL,5042,1586722.96,1259453.9
ANESTHESIA,00529,AA,1886,827180.78,657757.91
ANESTHESIA,00529,AD,16,1301.32,991.73
ANESTHESIA,00529,QK,1350,297791.68,235559.59
ANESTHESIA,00529,QZ,350,149929.48,118648.12
ANESTHESIA,00529,OTHER,1440,310519.7,246496.55
ANESTHESIA,00530,TOTAL,73593,11745218.82,9318101.08
ANESTHESIA,00530,AA,22471,5196041.22,4128228.31
ANESTHESIA,00530,AD,207,17104.63,13529.15
ANESTHESIA,00530,QK,18227,2091440.22,1653358.31
ANESTHESIA,00530,QZ,7297,1566930.66,1243242.17
ANESTHESIA,00530,OTHER,25391,2873702.09,2279743.14
ANESTHESIA,00532,TOTAL,172365,21769226.65,17248438.39
ANESTHESIA,00532,AA,45345,8236299.46,6527570.22
ANESTHESIA,00532,AD,767,64696.1,50893.81
ANESTHESIA,00532,QK,43908,3908419.8,3092831.15
ANESTHESIA,00532,QZ,27200,4651732.92,3685512.64
ANESTHESIA,00532,OTHER,55145,4908078.37,3891630.57
ANESTHESIA,00534,TOTAL,25543,5992361.68,4743426.2
ANESTHESIA,00534,AA,8155,2736034.81,2167216.27
ANESTHESIA,00534,AD,50,4553.63,3642.93
ANESTHESIA,00534,QK,5793,948162.14,746788.51
ANESTHESIA,00534,QZ,2924,890652.8,706478.46
ANESTHESIA,00534,OTHER,8621,1412958.3,1119300.03
ANESTHESIA,00537,TOTAL,72804,19355491.33,15349523.33
ANESTHESIA,00537,AA,23105,8698635.7,6901597.41
ANESTHESIA,00537,AD,243,19318.14,15337.12
ANESTHESIA,00537,QK,19767,3856176.12,3049765.18
ANESTHESIA,00537,QZ,6911,2422084.77,1921957.65
ANESTHESIA,00537,OTHER,22778,4359276.6,3460865.97
ANESTHESIA,00539,TOTAL,178,112298.24,89830.16
ANESTHESIA,00539,AA,84,73148.56,58510.4
ANESTHESIA,00539,QK,44,18352.09,14681.67
ANESTHESIA,00539,QZ,N/A,2861.22,2288.97
ANESTHESIA,00539,OTHER,50,17936.37,14349.12
ANESTHESIA,00540,TOTAL,17695,6388921.88,5079418.36
ANESTHESIA,00540,AA,6437,3239521.1,2573375.33
ANESTHESIA,00540,AD,75,6782.87,5293.1
ANESTHESIA,00540,QK,4067,1042641.91,828405.12
ANESTHESIA,00540,QZ,1374,660795.73,525539.89
ANESTHESIA,00540,OTHER,5742,1439180.27,1146804.92
ANESTHESIA,00541,TOTAL,46068,20608937.81,16384815.47
ANESTHESIA,00541,AA,19832,11907394.72,9469305.49
ANESTHESIA,00541,AD,172,14546.63,11570.54
ANESTHESIA,00541,QK,11228,3451681.11,2741004.4
ANESTHESIA,00541,QZ,2843,1640448.34,1305968.44
ANESTHESIA,00541,OTHER,11993,3594867.01,2856966.6
ANESTHESIA,00542,TOTAL,6758,2899660.93,2308685.39
ANESTHESIA,00542,AA,2816,1628376.71,1296751.62
ANESTHESIA,00542,AD,16,1473.46,1178.76
ANESTHESIA,00542,QK,1649,486671.67,385905.53
ANESTHESIA,00542,QZ,474,262306.11,209494.4
ANESTHESIA,00542,OTHER,1803,520832.98,415355.08
ANESTHESIA,00546,TOTAL,163,83870.35,67091.81
ANESTHESIA,00546,AA,88,56142.7,44909.66
ANESTHESIA,00546,AD,N/A,87.76,70.21
ANESTHESIA,00546,QK,30,10009.36,8007.49
ANESTHESIA,00546,QZ,11,6465.51,5172.41
ANESTHESIA,00546,OTHER,34,11165.02,8932.04
ANESTHESIA,00548,TOTAL,336,157359.93,125426.42
ANESTHESIA,00548,AA,116,79430.72,63318.32
ANESTHESIA,00548,AD,N/A,84.48,67.58
ANESTHESIA,00548,QK,64,22662.4,17894.66
ANESTHESIA,00548,QZ,22,12618.19,10094.56
ANESTHESIA,00548,OTHER,134,42564.14,34051.3
ANESTHESIA,00550,TOTAL,5813,1801617.39,1434538.98
ANESTHESIA,00550,AA,2652,1081349.05,861577.43
ANESTHESIA,00550,AD,13,1069.74,855.78
ANESTHESIA,00550,QK,1247,257161.91,204242.07
ANESTHESIA,00550,QZ,366,148938.74,119017.97
ANESTHESIA,00550,OTHER,1535,313097.95,248845.73
ANESTHESIA,00560,TOTAL,18345,7688045.15,6111282.15
ANESTHESIA,00560,AA,8715,4822775.19,3835632.11
ANESTHESIA,00560,AD,40,3346.65,2597.92
ANESTHESIA,00560,QK,3361,905524.98,717189.21
ANESTHESIA,00560,QZ,1184,621028.53,495102.9
ANESTHESIA,00560,OTHER,5045,1335369.8,1060760.01
ANESTHESIA,00561,TOTAL,63,49810.28,39841.14
ANESTHESIA,00561,AA,24,24480.95,19584.75
ANESTHESIA,00561,AD,N/A,62.85,50.28
ANESTHESIA,00561,QK,13,6035.39,4828.31
ANESTHESIA,00561,QZ,N/A,6824.32,5459.45
ANESTHESIA,00561,OTHER,26,12406.77,9918.35
ANESTHESIA,00562,TOTAL,71085,53254701.57,42407101.91
ANESTHESIA,00562,AA,39935,37520237.81,29893537.9
ANESTHESIA,00562,AD,149,14284.05,11149.06
ANESTHESIA,00562,QK,12221,5750587.63,4566340.52
ANESTHESIA,00562,QZ,3078,2798051.52,2228377.39
ANESTHESIA,00562,OTHER,15702,7171540.56,5707697.04
ANESTHESIA,00563,TOTAL,6819,5915167.17,4717425.22
ANESTHESIA,00563,AA,3662,4145236.32,3306252.98
ANESTHESIA,00563,AD,18,2676.67,2074.74
ANESTHESIA,00563,QK,1193,613242.56,487980.09
ANESTHESIA,00563,QZ,274,313022.88,249091.59
ANESTHESIA,00563,OTHER,1672,840988.74,672025.82
ANESTHESIA,00566,TOTAL,17424,13249767.45,10550275.5
ANESTHESIA,00566,AA,9334,8841230.34,7040831.34
ANESTHESIA,00566,AD,15,1847.6,1478.07
ANESTHESIA,00566,QK,2897,1404104.51,1116248.34
ANESTHESIA,00566,QZ,1177,1083692.52,864383.98
ANESTHESIA,00566,OTHER,4001,1918892.48,1527333.77
ANESTHESIA,00567,TOTAL,65307,43447252.32,34558908.91
ANESTHESIA,00567,AA,33523,28261007.12,22494184.49
ANESTHESIA,00567,AD,189,18554.93,14776.81
ANESTHESIA,00567,QK,12407,5302094.84,4204285.6
ANESTHESIA,00567,QZ,4377,3571881.6,2838226.43
ANESTHESIA,00567,OTHER,14811,6293713.83,5007435.58
ANESTHESIA,00580,TOTAL,1390,1321078.64,1051474.53
ANESTHESIA,00580,AA,924,1045397.8,833857.91
ANESTHESIA,00580,AD,N/A,64.83,51.86
ANESTHESIA,00580,QK,164,94903.93,74120.82
ANESTHESIA,00580,QZ,49,50679.76,40455.17
ANESTHESIA,00580,OTHER,253,130032.32,102988.77
ANESTHESIA,00600,TOTAL,28582,9007642.61,7101812.79
ANESTHESIA,00600,AA,7375,3301921.59,2598052.42
ANESTHESIA,00600,AD,188,17855.62,13477.27
ANESTHESIA,00600,QK,7483,1783814.11,1405442.13
ANESTHESIA,00600,QZ,4264,1708786.19,1345823.13
ANESTHESIA,00600,OTHER,9272,2195265.1,1739017.84
ANESTHESIA,00604,TOTAL,594,207395.54,163649.26
ANESTHESIA,00604,AA,193,91129.4,72343.48
ANESTHESIA,00604,AD,N/A,396.34,317.07
ANESTHESIA,00604,QK,161,42209.93,33017.63
ANESTHESIA,00604,QZ,48,24070.72,19074.27
ANESTHESIA,00604,OTHER,192,49589.15,38896.81
ANESTHESIA,00620,TOTAL,11543,3568856.31,2823727.54
ANESTHESIA,00620,AA,3510,1538929.72,1215435.75
ANESTHESIA,00620,AD,54,4412.08,3493.3
ANESTHESIA,00620,QK,2897,666488.27,525987.17
ANESTHESIA,00620,QZ,1366,525905.94,416561.5
ANESTHESIA,00620,OTHER,3716,833120.3,662249.82
ANESTHESIA,00622,TOTAL,N/A,6786.42,5429.13
ANESTHESIA,00622,AA,N/A,3766.84,3013.46
ANESTHESIA,00622,QK,N/A,672.67,538.14
ANESTHESIA,00622,QZ,N/A,691.7,553.36
ANESTHESIA,00622,OTHER,N/A,1655.21,1324.17
ANESTHESIA,00625,TOTAL,694,321656.89,255199.04
ANESTHESIA,00625,AA,144,114748.03,91208.76
ANESTHESIA,00625,AD,N/A,735.7,588.57
ANESTHESIA,00625,QK,242,85194.2,67244.7
ANESTHESIA,00625,QZ,48,30918.54,24486.86
ANESTHESIA,00625,OTHER,260,90060.42,71670.15
ANESTHESIA,00626,TOTAL,328,207941.91,164713.31
ANESTHESIA,00626,AA,143,126514.98,99907.5
ANESTHESIA,00626,AD,N/A,86.04,68.83
ANESTHESIA,00626,QK,86,36158.04,28669.54
ANESTHESIA,00626,QZ,13,10661.49,8529.19
ANESTHESIA,00626,OTHER,86,34521.36,27538.25
ANESTHESIA,00630,TOTAL,158155,41516806.61,32797087.93
ANESTHESIA,00630,AA,46308,16629103.93,13129803.04
ANESTHESIA,00630,AD,770,67636.21,51521.09
ANESTHESIA,00630,QK,40155,7839007.15,6187889.76
ANESTHESIA,00630,QZ,23468,7764216.15,6123581.26
ANESTHESIA,00630,OTHER,47454,9216843.17,7304292.78
ANESTHESIA,00632,TOTAL,107,24877.74,19731.49
ANESTHESIA,00632,AA,45,12841.24,10102.27
ANESTHESIA,00632,QK,16,2699.6,2159.68
ANESTHESIA,00632,QZ,17,4817.62,3854.11
ANESTHESIA,00632,OTHER,29,4519.28,3615.43
