CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,
,,,,,
"2010 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1165,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
PROCEDURES/PROFESSIONAL SERVICES,G0405,GLOBL,8212,71375.18,31134.94
PROCEDURES/PROFESSIONAL SERVICES,G0406,TOTAL,786,29383.15,23069.33
PROCEDURES/PROFESSIONAL SERVICES,G0406,GLOBL,786,29383.15,23069.33
PROCEDURES/PROFESSIONAL SERVICES,G0407,TOTAL,495,34433.72,27193.98
PROCEDURES/PROFESSIONAL SERVICES,G0407,GLOBL,495,34433.72,27193.98
PROCEDURES/PROFESSIONAL SERVICES,G0408,TOTAL,336,32575.4,25828.72
PROCEDURES/PROFESSIONAL SERVICES,G0408,GLOBL,336,32575.4,25828.72
PROCEDURES/PROFESSIONAL SERVICES,G0409,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0409,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0410,TOTAL,N/A,294.57,235.62
PROCEDURES/PROFESSIONAL SERVICES,G0410,GLOBL,N/A,294.57,235.62
PROCEDURES/PROFESSIONAL SERVICES,G0411,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0411,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0412,TOTAL,42,18448.66,14758.91
PROCEDURES/PROFESSIONAL SERVICES,G0412,GLOBL,42,18448.66,14758.91
PROCEDURES/PROFESSIONAL SERVICES,G0413,TOTAL,315,239352.36,191344.31
PROCEDURES/PROFESSIONAL SERVICES,G0413,GLOBL,315,239352.36,191344.31
PROCEDURES/PROFESSIONAL SERVICES,G0414,TOTAL,216,122364.11,97015.15
PROCEDURES/PROFESSIONAL SERVICES,G0414,GLOBL,216,122364.11,97015.15
PROCEDURES/PROFESSIONAL SERVICES,G0415,TOTAL,174,153139.41,121155.24
PROCEDURES/PROFESSIONAL SERVICES,G0415,GLOBL,174,153139.41,121155.24
PROCEDURES/PROFESSIONAL SERVICES,G0416,TOTAL,457,151430.46,122403.06
PROCEDURES/PROFESSIONAL SERVICES,G0416,26,281,51584.49,40799.36
PROCEDURES/PROFESSIONAL SERVICES,G0416,TC,19,8312.78,6650.19
PROCEDURES/PROFESSIONAL SERVICES,G0416,GLOBL,157,91533.19,74953.51
PROCEDURES/PROFESSIONAL SERVICES,G0417,TOTAL,453,288495.54,229691.24
PROCEDURES/PROFESSIONAL SERVICES,G0417,26,288,101969.75,81526.61
PROCEDURES/PROFESSIONAL SERVICES,G0417,TC,54,46787.62,37430.06
PROCEDURES/PROFESSIONAL SERVICES,G0417,GLOBL,111,139738.17,110734.57
PROCEDURES/PROFESSIONAL SERVICES,G0418,TOTAL,98,105529.82,83006.69
PROCEDURES/PROFESSIONAL SERVICES,G0418,26,61,36863.38,29490.74
PROCEDURES/PROFESSIONAL SERVICES,G0418,TC,13,18391.87,14713.47
PROCEDURES/PROFESSIONAL SERVICES,G0418,GLOBL,24,50274.57,38802.48
PROCEDURES/PROFESSIONAL SERVICES,G0419,TOTAL,26,40624.14,31003.86
PROCEDURES/PROFESSIONAL SERVICES,G0419,26,14,9663.17,7730.56
PROCEDURES/PROFESSIONAL SERVICES,G0419,GLOBL,12,30960.97,23273.3
PROCEDURES/PROFESSIONAL SERVICES,G0420,TOTAL,3920,420704.53,332729.28
PROCEDURES/PROFESSIONAL SERVICES,G0420,GLOBL,3920,420704.53,332729.28
PROCEDURES/PROFESSIONAL SERVICES,G0421,TOTAL,1370,32112.67,25390.89
PROCEDURES/PROFESSIONAL SERVICES,G0421,GLOBL,1370,32112.67,25390.89
PROCEDURES/PROFESSIONAL SERVICES,G0422,TOTAL,N/A,104.73,45.4
PROCEDURES/PROFESSIONAL SERVICES,G0422,GLOBL,N/A,104.73,45.4
PROCEDURES/PROFESSIONAL SERVICES,G0423,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0423,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0424,TOTAL,38827,899107,709212.72
PROCEDURES/PROFESSIONAL SERVICES,G0424,GLOBL,38827,899107,709212.72
PROCEDURES/PROFESSIONAL SERVICES,G0425,TOTAL,582,59209.79,46393.87
PROCEDURES/PROFESSIONAL SERVICES,G0425,GLOBL,582,59209.79,46393.87
PROCEDURES/PROFESSIONAL SERVICES,G0426,TOTAL,1412,197294.88,156136.67
PROCEDURES/PROFESSIONAL SERVICES,G0426,GLOBL,1412,197294.88,156136.67
PROCEDURES/PROFESSIONAL SERVICES,G0427,TOTAL,767,149418.85,118407.98
PROCEDURES/PROFESSIONAL SERVICES,G0427,GLOBL,767,149418.85,118407.98
PROCEDURES/PROFESSIONAL SERVICES,G0429,TOTAL,433,43609.01,34592.52
PROCEDURES/PROFESSIONAL SERVICES,G0429,GLOBL,433,43609.01,34592.52
PROCEDURES/PROFESSIONAL SERVICES,G0430,TOTAL,126441.7,2464602.32,2402505.56
PROCEDURES/PROFESSIONAL SERVICES,G0430,GLOBL,126441.7,2464602.32,2402505.56
PROCEDURES/PROFESSIONAL SERVICES,G0431,TOTAL,5951890,115091961.96,114579914.48
PROCEDURES/PROFESSIONAL SERVICES,G0431,GLOBL,5951890,115091961.96,114579914.48
PROCEDURES/PROFESSIONAL SERVICES,G0432,TOTAL,1934,38820.48,33144.19
PROCEDURES/PROFESSIONAL SERVICES,G0432,GLOBL,1934,38820.48,33144.19
PROCEDURES/PROFESSIONAL SERVICES,G0433,TOTAL,476,6327.81,6322.73
PROCEDURES/PROFESSIONAL SERVICES,G0433,GLOBL,476,6327.81,6322.73
PROCEDURES/PROFESSIONAL SERVICES,G0435,TOTAL,N/A,170.21,156.18
PROCEDURES/PROFESSIONAL SERVICES,G0435,GLOBL,N/A,170.21,156.18
PROCEDURES/PROFESSIONAL SERVICES,G3001,TOTAL,N/A,20361.88,16289.5
PROCEDURES/PROFESSIONAL SERVICES,G3001,GLOBL,N/A,20361.88,16289.5
PROCEDURES/PROFESSIONAL SERVICES,G8006,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8006,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8007,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8007,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8008,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8008,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8009,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8009,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8010,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8010,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8011,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8011,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8012,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8012,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8013,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8013,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8015,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8015,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8016,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8016,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8017,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8017,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8018,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8018,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8019,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8019,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8020,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8020,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8021,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8021,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8022,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8022,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8023,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8023,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8024,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8024,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8025,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8025,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8026,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8026,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8027,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8027,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8028,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8028,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8029,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8029,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8030,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8030,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8031,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8031,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8032,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8032,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8033,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8033,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8034,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8034,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8035,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8035,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8036,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8036,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8037,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8037,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8038,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8038,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8039,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8039,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8040,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8040,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8041,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8041,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8051,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8051,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8052,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8052,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8053,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8053,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8054,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8054,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8055,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8055,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8056,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8056,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8057,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8057,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8058,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8058,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8059,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8059,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8060,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8060,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8061,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8061,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8062,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8062,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8075,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8075,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8076,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8076,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8077,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8077,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8078,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8078,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8079,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8079,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8080,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8080,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8081,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8081,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8082,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8082,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8085,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8085,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8093,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8093,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8099,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8099,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8100,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8100,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8103,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8103,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8104,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8104,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8106,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8106,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8107,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8107,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8108,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8108,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8109,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8109,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8110,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8110,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8111,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8111,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8112,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8112,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8113,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8113,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8114,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8114,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8115,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8115,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8116,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8116,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8117,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8117,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8126,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8126,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8127,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8127,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8128,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8128,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8129,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8129,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8152,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8152,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8154,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8154,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8155,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8155,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8156,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8156,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8157,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8157,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8162,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8162,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8182,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8182,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8183,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8183,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8184,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8184,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8185,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8185,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8200,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8200,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8209,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8209,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8211,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8211,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8217,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8217,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8223,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8223,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8239,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8239,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8240,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8240,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8241,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8241,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8243,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8243,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8247,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8247,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8248,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8248,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8257,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8257,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8260,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8260,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8262,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8262,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8270,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8270,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8271,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8271,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8272,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8272,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8282,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8282,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8283,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8283,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8289,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8289,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8290,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8290,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8293,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8293,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8296,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8296,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8297,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8297,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8298,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8298,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8299,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8299,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8302,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8302,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8305,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8305,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8307,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8307,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8309,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8309,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8314,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8314,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8330,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8330,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8334,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8334,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8339,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8339,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8341,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8341,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8342,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8342,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8344,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8344,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8345,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8345,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8351,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8351,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8353,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8353,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8354,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8354,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8357,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8357,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8360,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8360,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8362,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8362,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8367,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8367,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G8370,TOTAL,N/A,0,0
