CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,
"""2014 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1817,,,,,,
PROCEDURES/PROFESSIONAL SERVICES,G0118,TOTAL,N/A,413.23,261.55,
PROCEDURES/PROFESSIONAL SERVICES,G0120,26,34,1642.86,1287.9000000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0120,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0120,GLOBL,59,9018.66,7070.68,
PROCEDURES/PROFESSIONAL SERVICES,G0120,TOTAL,93,10661.52,8358.58,
PROCEDURES/PROFESSIONAL SERVICES,G0121,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0121,53,6735,421109.42,412087.4,
PROCEDURES/PROFESSIONAL SERVICES,G0121,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0121,GLOBL,366969,95742579.769999996,93659934.930000007,
PROCEDURES/PROFESSIONAL SERVICES,G0121,TOTAL,373704,96163689.189999998,94072022.330000013,
PROCEDURES/PROFESSIONAL SERVICES,G0122,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0122,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0122,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0123,GLOBL,157124,4214191.46,4128042.54,
PROCEDURES/PROFESSIONAL SERVICES,G0123,TOTAL,157124,4214191.46,4128042.54,
PROCEDURES/PROFESSIONAL SERVICES,G0124,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0124,GLOBL,58660,1863698.6,1800605.99,
PROCEDURES/PROFESSIONAL SERVICES,G0124,TOTAL,58660,1863698.6,1800605.99,
PROCEDURES/PROFESSIONAL SERVICES,G0127,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0127,GLOBL,837355,14555279.369999999,10617333.6,
PROCEDURES/PROFESSIONAL SERVICES,G0127,TOTAL,837355,14555279.369999999,10617333.6,
PROCEDURES/PROFESSIONAL SERVICES,G0128,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0128,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0129,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0129,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0130,26,N/A,68.62,67.23,
PROCEDURES/PROFESSIONAL SERVICES,G0130,TC,N/A,107.5,105.36,
PROCEDURES/PROFESSIONAL SERVICES,G0130,GLOBL,655,22165.13,21670.81,
PROCEDURES/PROFESSIONAL SERVICES,G0130,TOTAL,666,22341.25,21843.4,
PROCEDURES/PROFESSIONAL SERVICES,G0141,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0141,GLOBL,3835,121862.66,119424.7,
PROCEDURES/PROFESSIONAL SERVICES,G0141,TOTAL,3835,121862.66,119424.7,
PROCEDURES/PROFESSIONAL SERVICES,G0143,GLOBL,4783,130717.42,128112,
PROCEDURES/PROFESSIONAL SERVICES,G0143,TOTAL,4783,130717.42,128112,
PROCEDURES/PROFESSIONAL SERVICES,G0144,GLOBL,2770,80552.740000000005,78924.23,
PROCEDURES/PROFESSIONAL SERVICES,G0144,TOTAL,2770,80552.740000000005,78924.23,
PROCEDURES/PROFESSIONAL SERVICES,G0145,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0145,GLOBL,536557,18485530.93,18111179.109999999,
PROCEDURES/PROFESSIONAL SERVICES,G0145,TOTAL,536557,18485530.93,18111179.109999999,
PROCEDURES/PROFESSIONAL SERVICES,G0147,GLOBL,N/A,73.209999999999994,71.739999999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0147,TOTAL,N/A,73.209999999999994,71.739999999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0148,GLOBL,966,19726.72,19336.34,
PROCEDURES/PROFESSIONAL SERVICES,G0148,TOTAL,966,19726.72,19336.34,
PROCEDURES/PROFESSIONAL SERVICES,G0151,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0151,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0152,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0152,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0153,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0153,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0154,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0154,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0155,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0155,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0156,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0156,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0157,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0157,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0158,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0158,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0159,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0159,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0160,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0160,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0161,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0161,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0162,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0162,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0162,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0163,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0163,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0164,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0164,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0166,GLOBL,170321,24495467.300000001,19046997.469999999,
PROCEDURES/PROFESSIONAL SERVICES,G0166,TOTAL,170321,24495467.300000001,19046997.469999999,
PROCEDURES/PROFESSIONAL SERVICES,G0168,GLOBL,36957,1248132.8,946205.73,
PROCEDURES/PROFESSIONAL SERVICES,G0168,TOTAL,36957,1248132.8,946205.73,
PROCEDURES/PROFESSIONAL SERVICES,G0173,GLOBL,N/A,1155.76,906.12,
PROCEDURES/PROFESSIONAL SERVICES,G0173,TOTAL,N/A,1155.76,906.12,
PROCEDURES/PROFESSIONAL SERVICES,G0175,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0175,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0176,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0176,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0177,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0177,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0179,GLOBL,1130623,45627447.450000003,33700849.100000001,
PROCEDURES/PROFESSIONAL SERVICES,G0179,TOTAL,1130623,45627447.450000003,33700849.100000001,
PROCEDURES/PROFESSIONAL SERVICES,G0180,GLOBL,1331110,71025384.920000002,53973216.43,
PROCEDURES/PROFESSIONAL SERVICES,G0180,TOTAL,1331110,71025384.920000002,53973216.43,
PROCEDURES/PROFESSIONAL SERVICES,G0181,GLOBL,422628,45285031.149999999,34867861.229999997,
PROCEDURES/PROFESSIONAL SERVICES,G0181,TOTAL,422628,45285031.149999999,34867861.229999997,
PROCEDURES/PROFESSIONAL SERVICES,G0182,GLOBL,32072,3393721.45,2547142.9,
PROCEDURES/PROFESSIONAL SERVICES,G0182,TOTAL,32072,3393721.45,2547142.9,
PROCEDURES/PROFESSIONAL SERVICES,G0186,GLOBL,29,24217,18701.400000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0186,TOTAL,29,24217,18701.400000000001,
PROCEDURES/PROFESSIONAL SERVICES,G0202,26,3924916,138338817.03999999,135437212.05000001,
PROCEDURES/PROFESSIONAL SERVICES,G0202,TC,272554,26244949.66,25657547.649999999,
PROCEDURES/PROFESSIONAL SERVICES,G0202,GLOBL,1677952,231936865.03999999,226822291.43000001,
PROCEDURES/PROFESSIONAL SERVICES,G0202,TOTAL,5875422,396520631.74000001,387917051.13,
PROCEDURES/PROFESSIONAL SERVICES,G0204,26,447955,19944519.629999999,14131258.9,
PROCEDURES/PROFESSIONAL SERVICES,G0204,TC,18605,2163510.17,1535584.64,
PROCEDURES/PROFESSIONAL SERVICES,G0204,GLOBL,186368,31449627.190000001,22650133.09,
PROCEDURES/PROFESSIONAL SERVICES,G0204,TOTAL,652928,53557656.990000002,38316976.630000003,
PROCEDURES/PROFESSIONAL SERVICES,G0206,26,571348,20268063.300000001,14243275.939999999,
PROCEDURES/PROFESSIONAL SERVICES,G0206,TC,25988,2391925.5,1659992.47,
PROCEDURES/PROFESSIONAL SERVICES,G0206,GLOBL,226005,30082493.98,21235877.460000001,
PROCEDURES/PROFESSIONAL SERVICES,G0206,TOTAL,823341,52742482.780000001,37139145.869999997,
PROCEDURES/PROFESSIONAL SERVICES,G0219,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0219,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0219,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0235,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0237,GLOBL,107308.5,1127317.96,870389.33,
PROCEDURES/PROFESSIONAL SERVICES,G0237,TOTAL,107308.5,1127317.96,870389.33,
PROCEDURES/PROFESSIONAL SERVICES,G0238,GLOBL,174258.6,1933486.16,1500096.18,
PROCEDURES/PROFESSIONAL SERVICES,G0238,TOTAL,174258.6,1933486.16,1500096.18,
PROCEDURES/PROFESSIONAL SERVICES,G0239,GLOBL,12826,162162.18,125319.48,
PROCEDURES/PROFESSIONAL SERVICES,G0239,TOTAL,12826,162162.18,125319.48,
PROCEDURES/PROFESSIONAL SERVICES,G0245,GLOBL,2665,164995.85,118300,
PROCEDURES/PROFESSIONAL SERVICES,G0245,TOTAL,2665,164995.85,118300,
PROCEDURES/PROFESSIONAL SERVICES,G0246,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0246,GLOBL,7882,285761.53000000003,203183.02,
PROCEDURES/PROFESSIONAL SERVICES,G0246,TOTAL,7882,285761.53000000003,203183.02,
PROCEDURES/PROFESSIONAL SERVICES,G0247,GLOBL,7251,478465.01,348005.95,
PROCEDURES/PROFESSIONAL SERVICES,G0247,TOTAL,7251,478465.01,348005.95,
PROCEDURES/PROFESSIONAL SERVICES,G0248,GLOBL,39379,5137915.9000000004,3816754.89,
PROCEDURES/PROFESSIONAL SERVICES,G0248,TOTAL,39379,5137915.9000000004,3816754.89,
PROCEDURES/PROFESSIONAL SERVICES,G0249,GLOBL,1151178,152443855.81999999,114101906.08,
PROCEDURES/PROFESSIONAL SERVICES,G0249,TOTAL,1151178,152443855.81999999,114101906.08,
PROCEDURES/PROFESSIONAL SERVICES,G0250,GLOBL,276747,2565726.64,1934486.75,
PROCEDURES/PROFESSIONAL SERVICES,G0250,TOTAL,276747,2565726.64,1934486.75,
PROCEDURES/PROFESSIONAL SERVICES,G0251,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0251,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0252,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0252,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0252,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0255,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0255,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0257,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0257,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0259,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0259,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0260,GLOBL,71639,21761631.260000002,16812578.41,
PROCEDURES/PROFESSIONAL SERVICES,G0260,TOTAL,71639,21761631.260000002,16812578.41,
PROCEDURES/PROFESSIONAL SERVICES,G0268,GLOBL,140150,7156210.3200000003,5291713.3600000003,
PROCEDURES/PROFESSIONAL SERVICES,G0268,TOTAL,140150,7156210.3200000003,5291713.3600000003,
PROCEDURES/PROFESSIONAL SERVICES,G0269,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0269,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0269,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0270,GLOBL,32431,890314.75,872355.74,
PROCEDURES/PROFESSIONAL SERVICES,G0270,TOTAL,32431,890314.75,872355.74,
PROCEDURES/PROFESSIONAL SERVICES,G0271,GLOBL,691,9716.17,9521.8700000000008,
PROCEDURES/PROFESSIONAL SERVICES,G0271,TOTAL,691,9716.17,9521.8700000000008,
PROCEDURES/PROFESSIONAL SERVICES,G0278,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0278,GLOBL,6825,87883.17,68555.42,
PROCEDURES/PROFESSIONAL SERVICES,G0278,TOTAL,6825,87883.17,68555.42,
PROCEDURES/PROFESSIONAL SERVICES,G0281,GLOBL,3526,43552.11,33597.11,
PROCEDURES/PROFESSIONAL SERVICES,G0281,TOTAL,3526,43552.11,33597.11,
PROCEDURES/PROFESSIONAL SERVICES,G0282,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0282,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0283,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0283,GLOBL,6759032.2999999998,72132203.379999995,55603747.210000001,
PROCEDURES/PROFESSIONAL SERVICES,G0283,TOTAL,6759032.2999999998,72132203.379999995,55603747.210000001,
PROCEDURES/PROFESSIONAL SERVICES,G0288,GLOBL,1997,75674.37,58004.19,
PROCEDURES/PROFESSIONAL SERVICES,G0288,TOTAL,1997,75674.37,58004.19,
PROCEDURES/PROFESSIONAL SERVICES,G0289,GLOBL,6065,529768.87,411252.07,
PROCEDURES/PROFESSIONAL SERVICES,G0289,TOTAL,6065,529768.87,411252.07,
PROCEDURES/PROFESSIONAL SERVICES,G0293,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0293,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0295,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0295,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0302,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0302,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0303,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0303,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0304,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0304,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0305,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0305,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0306,GLOBL,45409,479986.85,470078.92,
PROCEDURES/PROFESSIONAL SERVICES,G0306,TOTAL,45409,479986.85,470078.92,
PROCEDURES/PROFESSIONAL SERVICES,G0307,GLOBL,38035,326454.82,319754.09999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0307,TOTAL,38035,326454.82,319754.09999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0328,GLOBL,640393,13435046.699999999,13148022.869999999,
PROCEDURES/PROFESSIONAL SERVICES,G0328,TOTAL,640393,13435046.699999999,13148022.869999999,
PROCEDURES/PROFESSIONAL SERVICES,G0329,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0329,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0333,GLOBL,175570,10005950.449999999,7425816.3499999996,
PROCEDURES/PROFESSIONAL SERVICES,G0333,TOTAL,175570,10005950.449999999,7425816.3499999996,
PROCEDURES/PROFESSIONAL SERVICES,G0337,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0337,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0339,GLOBL,2148,6246046.4199999999,4881416.1900000004,
PROCEDURES/PROFESSIONAL SERVICES,G0339,TOTAL,2148,6246046.4199999999,4881416.1900000004,
PROCEDURES/PROFESSIONAL SERVICES,G0340,GLOBL,5888,13695879.539999999,10711988.32,
PROCEDURES/PROFESSIONAL SERVICES,G0340,TOTAL,5888,13695879.539999999,10711988.32,
PROCEDURES/PROFESSIONAL SERVICES,G0341,GLOBL,N/A,930,729.12,
PROCEDURES/PROFESSIONAL SERVICES,G0341,TOTAL,N/A,930,729.12,
PROCEDURES/PROFESSIONAL SERVICES,G0343,GLOBL,N/A,3005.21,2356.0700000000002,
PROCEDURES/PROFESSIONAL SERVICES,G0343,TOTAL,N/A,3005.21,2356.0700000000002,
PROCEDURES/PROFESSIONAL SERVICES,G0364,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0364,GLOBL,82051,817147,633095.71,
PROCEDURES/PROFESSIONAL SERVICES,G0364,TOTAL,82051,817147,633095.71,
PROCEDURES/PROFESSIONAL SERVICES,G0365,26,13848,172299.62,132388.69,
PROCEDURES/PROFESSIONAL SERVICES,G0365,TC,719,127923.76,98950.92,
PROCEDURES/PROFESSIONAL SERVICES,G0365,GLOBL,20128,4042014.13,3098664.55,
PROCEDURES/PROFESSIONAL SERVICES,G0365,TOTAL,34695,4342237.51,3330004.16,
PROCEDURES/PROFESSIONAL SERVICES,G0372,GLOBL,9390,82265.710000000006,61053.120000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0372,TOTAL,9390,82265.710000000006,61053.120000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0378,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0378,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0379,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0379,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0380,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0380,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0382,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0382,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0383,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0383,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0384,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0384,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0389,26,32472,946952.44,926019.17,
PROCEDURES/PROFESSIONAL SERVICES,G0389,TC,5742,203172.08,198691.83,
PROCEDURES/PROFESSIONAL SERVICES,G0389,GLOBL,52432,3569987.17,3490890.95,
PROCEDURES/PROFESSIONAL SERVICES,G0389,TOTAL,90646,4720111.6899999985,4615601.95,
PROCEDURES/PROFESSIONAL SERVICES,G0390,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0390,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0396,GLOBL,22389,804539.19,613150.81999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0396,TOTAL,22389,804539.19,613150.81999999995,
PROCEDURES/PROFESSIONAL SERVICES,G0397,GLOBL,5220,337332.64,260059.25,
PROCEDURES/PROFESSIONAL SERVICES,G0397,TOTAL,5220,337332.64,260059.25,
PROCEDURES/PROFESSIONAL SERVICES,G0398,26,531,48484.44,36861.07,
PROCEDURES/PROFESSIONAL SERVICES,G0398,TC,295,42738.74,32997.78,
PROCEDURES/PROFESSIONAL SERVICES,G0398,GLOBL,3519,821307.23,632406.47,
PROCEDURES/PROFESSIONAL SERVICES,G0398,TOTAL,4345,912530.40999999992,702265.32,
PROCEDURES/PROFESSIONAL SERVICES,G0399,26,17708,1488764.13,1146431.82,
PROCEDURES/PROFESSIONAL SERVICES,G0399,TC,16253,2110961.83,1620165.62,
PROCEDURES/PROFESSIONAL SERVICES,G0399,GLOBL,25430,5207298.34,4003327.38,
PROCEDURES/PROFESSIONAL SERVICES,G0399,TOTAL,59391,8807024.3000000007,6769924.8200000003,
PROCEDURES/PROFESSIONAL SERVICES,G0400,26,273,18447.43,14004.78,
PROCEDURES/PROFESSIONAL SERVICES,G0400,TC,202,17689.189999999999,13504.9,
PROCEDURES/PROFESSIONAL SERVICES,G0400,GLOBL,646,106881.93,82169.84,
PROCEDURES/PROFESSIONAL SERVICES,G0400,TOTAL,1121,143018.54999999999,109679.52,
PROCEDURES/PROFESSIONAL SERVICES,G0402,GLOBL,360072,57244687.130000003,56005939.549999997,
PROCEDURES/PROFESSIONAL SERVICES,G0402,TOTAL,360072,57244687.130000003,56005939.549999997,
PROCEDURES/PROFESSIONAL SERVICES,G0403,GLOBL,112427,1891660.76,902634.09,
PROCEDURES/PROFESSIONAL SERVICES,G0403,TOTAL,112427,1891660.76,902634.09,
PROCEDURES/PROFESSIONAL SERVICES,G0404,GLOBL,3981,32170.3,15295.5,
PROCEDURES/PROFESSIONAL SERVICES,G0404,TOTAL,3981,32170.3,15295.5,
PROCEDURES/PROFESSIONAL SERVICES,G0405,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0405,GLOBL,17437,148643.04,75505.179999999993,
PROCEDURES/PROFESSIONAL SERVICES,G0405,TOTAL,17437,148643.04,75505.179999999993,
PROCEDURES/PROFESSIONAL SERVICES,G0406,GLOBL,3891,141124.21,107726.18,
PROCEDURES/PROFESSIONAL SERVICES,G0406,TOTAL,3891,141124.21,107726.18,
PROCEDURES/PROFESSIONAL SERVICES,G0407,GLOBL,5428,364963.86,274768.34999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0407,TOTAL,5428,364963.86,274768.34999999998,
PROCEDURES/PROFESSIONAL SERVICES,G0408,GLOBL,3470,350404.53,267153.77,
PROCEDURES/PROFESSIONAL SERVICES,G0408,TOTAL,3470,350404.53,267153.77,
PROCEDURES/PROFESSIONAL SERVICES,G0409,GLOBL,N/A,114.79,77.81,
