CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1073,,,,,
PROCEDURES/PROFESSIONAL SERVICES,G0145,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0145,GLOBL,709589,25184458.2,25175644.34
PROCEDURES/PROFESSIONAL SERVICES,G0147,TOTAL,66,1056.17,1056.17
PROCEDURES/PROFESSIONAL SERVICES,G0147,GLOBL,66,1056.17,1056.17
PROCEDURES/PROFESSIONAL SERVICES,G0148,TOTAL,2716,56836.95,56836.95
PROCEDURES/PROFESSIONAL SERVICES,G0148,GLOBL,2716,56836.95,56836.95
PROCEDURES/PROFESSIONAL SERVICES,G0151,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0151,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0152,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0152,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0153,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0153,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0154,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0154,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0155,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0155,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0156,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0156,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0157,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0157,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0158,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0158,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0159,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0159,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0160,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0160,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0161,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0161,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0163,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0163,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0164,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0164,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0166,TOTAL,221434,35858759.22,28442755.88
PROCEDURES/PROFESSIONAL SERVICES,G0166,GLOBL,221434,35858759.22,28442755.88
PROCEDURES/PROFESSIONAL SERVICES,G0168,TOTAL,32570,944577.4,726831.46
PROCEDURES/PROFESSIONAL SERVICES,G0168,GLOBL,32570,944577.4,726831.46
PROCEDURES/PROFESSIONAL SERVICES,G0175,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0175,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0176,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0176,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0177,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0177,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0179,TOTAL,1391944.1,56196235.67,42156372.63
PROCEDURES/PROFESSIONAL SERVICES,G0179,GLOBL,1391944.1,56196235.67,42156372.63
PROCEDURES/PROFESSIONAL SERVICES,G0180,TOTAL,1427222,75832029.6,58652135.1
PROCEDURES/PROFESSIONAL SERVICES,G0180,GLOBL,1427222,75832029.6,58652135.1
PROCEDURES/PROFESSIONAL SERVICES,G0181,TOTAL,445171.7,47064134.06,36929544.45
PROCEDURES/PROFESSIONAL SERVICES,G0181,GLOBL,445171.7,47064134.06,36929544.45
PROCEDURES/PROFESSIONAL SERVICES,G0182,TOTAL,35537,3711214.53,2827145.96
PROCEDURES/PROFESSIONAL SERVICES,G0182,GLOBL,35537,3711214.53,2827145.96
PROCEDURES/PROFESSIONAL SERVICES,G0186,TOTAL,15,13747.56,10926.69
PROCEDURES/PROFESSIONAL SERVICES,G0186,GLOBL,15,13747.56,10926.69
PROCEDURES/PROFESSIONAL SERVICES,G0202,TOTAL,5463783.4,390304203.74,389190949.83
PROCEDURES/PROFESSIONAL SERVICES,G0202,26,3562239.4,124750519.08,124478042.98
PROCEDURES/PROFESSIONAL SERVICES,G0202,TC,259568,26827944.22,26754419.6
PROCEDURES/PROFESSIONAL SERVICES,G0202,GLOBL,1641976,238725740.44,237958487.25
PROCEDURES/PROFESSIONAL SERVICES,G0204,TOTAL,650461.1,55782603.94,40405947.28
PROCEDURES/PROFESSIONAL SERVICES,G0204,26,431551.1,18809319.75,13567656.82
PROCEDURES/PROFESSIONAL SERVICES,G0204,TC,21680,2639345.61,1904383.07
PROCEDURES/PROFESSIONAL SERVICES,G0204,GLOBL,197230,34333938.58,24933907.39
PROCEDURES/PROFESSIONAL SERVICES,G0206,TOTAL,835102.1,56370196.75,40311045.09
PROCEDURES/PROFESSIONAL SERVICES,G0206,26,560230.1,19741393.62,14155642.92
PROCEDURES/PROFESSIONAL SERVICES,G0206,TC,30789,2954338.5,2089080.33
PROCEDURES/PROFESSIONAL SERVICES,G0206,GLOBL,244083,33674464.63,24066321.84
PROCEDURES/PROFESSIONAL SERVICES,G0219,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,TOTAL,N/A,102.09,81.67
PROCEDURES/PROFESSIONAL SERVICES,G0235,26,N/A,102.09,81.67
PROCEDURES/PROFESSIONAL SERVICES,G0235,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0237,TOTAL,159038,1688600.84,1331251.32
PROCEDURES/PROFESSIONAL SERVICES,G0237,GLOBL,159038,1688600.84,1331251.32
PROCEDURES/PROFESSIONAL SERVICES,G0238,TOTAL,162246,1881735.42,1486504.42
PROCEDURES/PROFESSIONAL SERVICES,G0238,GLOBL,162246,1881735.42,1486504.42
PROCEDURES/PROFESSIONAL SERVICES,G0239,TOTAL,2412,30509.94,23043.56
PROCEDURES/PROFESSIONAL SERVICES,G0239,GLOBL,2412,30509.94,23043.56
PROCEDURES/PROFESSIONAL SERVICES,G0245,TOTAL,3107.1,202702.44,149990.97
PROCEDURES/PROFESSIONAL SERVICES,G0245,GLOBL,3107.1,202702.44,149990.97
PROCEDURES/PROFESSIONAL SERVICES,G0246,TOTAL,7465,285964.27,205923.06
PROCEDURES/PROFESSIONAL SERVICES,G0246,GLOBL,7465,285964.27,205923.06
PROCEDURES/PROFESSIONAL SERVICES,G0247,TOTAL,8934,478110.21,351923.9
PROCEDURES/PROFESSIONAL SERVICES,G0247,GLOBL,8934,478110.21,351923.9
PROCEDURES/PROFESSIONAL SERVICES,G0248,TOTAL,35445,5677118.7,4410074.75
PROCEDURES/PROFESSIONAL SERVICES,G0248,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0248,GLOBL,35445,5677118.7,4410074.75
PROCEDURES/PROFESSIONAL SERVICES,G0249,TOTAL,496803,73696880.59,57418683.56
PROCEDURES/PROFESSIONAL SERVICES,G0249,GLOBL,496803,73696880.59,57418683.56
PROCEDURES/PROFESSIONAL SERVICES,G0250,TOTAL,180209,1670588.24,1276394.07
PROCEDURES/PROFESSIONAL SERVICES,G0250,GLOBL,180209,1670588.24,1276394.07
PROCEDURES/PROFESSIONAL SERVICES,G0251,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0251,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0251,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0255,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0255,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0257,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0257,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0259,TOTAL,N/A,45.87,36.7
PROCEDURES/PROFESSIONAL SERVICES,G0259,GLOBL,N/A,45.87,36.7
PROCEDURES/PROFESSIONAL SERVICES,G0260,TOTAL,55443.1,13512003.12,10636424.95
PROCEDURES/PROFESSIONAL SERVICES,G0260,GLOBL,55443.1,13512003.12,10636424.95
PROCEDURES/PROFESSIONAL SERVICES,G0268,TOTAL,122210.5,6092458.51,4540420.27
PROCEDURES/PROFESSIONAL SERVICES,G0268,GLOBL,122210.5,6092458.51,4540420.27
PROCEDURES/PROFESSIONAL SERVICES,G0269,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0269,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0269,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0270,TOTAL,15099,369992.47,369479.68
PROCEDURES/PROFESSIONAL SERVICES,G0270,GLOBL,15099,369992.47,369479.68
PROCEDURES/PROFESSIONAL SERVICES,G0271,TOTAL,351,4158.06,4072.66
PROCEDURES/PROFESSIONAL SERVICES,G0271,GLOBL,351,4158.06,4072.66
PROCEDURES/PROFESSIONAL SERVICES,G0275,TOTAL,7547,100141.14,79776
PROCEDURES/PROFESSIONAL SERVICES,G0275,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0275,GLOBL,7547,100141.14,79776
PROCEDURES/PROFESSIONAL SERVICES,G0278,TOTAL,14248,193167.48,153772.63
PROCEDURES/PROFESSIONAL SERVICES,G0278,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0278,GLOBL,14248,193167.48,153772.63
PROCEDURES/PROFESSIONAL SERVICES,G0281,TOTAL,4935,60289.14,47703.12
PROCEDURES/PROFESSIONAL SERVICES,G0281,GLOBL,4935,60289.14,47703.12
PROCEDURES/PROFESSIONAL SERVICES,G0282,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0282,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0283,TOTAL,6692527.1,79071833.55,62150953.55
PROCEDURES/PROFESSIONAL SERVICES,G0283,GLOBL,6692527.1,79071833.55,62150953.55
PROCEDURES/PROFESSIONAL SERVICES,G0288,TOTAL,2970,279867.73,220753.95
PROCEDURES/PROFESSIONAL SERVICES,G0288,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0288,GLOBL,2970,279867.73,220753.95
PROCEDURES/PROFESSIONAL SERVICES,G0289,TOTAL,53324,4576069.65,3619318.93
PROCEDURES/PROFESSIONAL SERVICES,G0289,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0289,GLOBL,53324,4576069.65,3619318.93
PROCEDURES/PROFESSIONAL SERVICES,G0290,TOTAL,N/A,723.23,578.58
PROCEDURES/PROFESSIONAL SERVICES,G0290,GLOBL,N/A,723.23,578.58
PROCEDURES/PROFESSIONAL SERVICES,G0291,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0291,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0293,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0293,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0294,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0294,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0295,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0295,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0302,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0302,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0303,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0303,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0304,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0304,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0305,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0305,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0306,TOTAL,79058,860236.85,859860.75
PROCEDURES/PROFESSIONAL SERVICES,G0306,GLOBL,79058,860236.85,859860.75
PROCEDURES/PROFESSIONAL SERVICES,G0307,TOTAL,49377,437657.78,437590.14
PROCEDURES/PROFESSIONAL SERVICES,G0307,GLOBL,49377,437657.78,437590.14
PROCEDURES/PROFESSIONAL SERVICES,G0318,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0318,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0320,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0320,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0323,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0323,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0327,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0327,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0328,TOTAL,584178.3,12660676.47,12643741.46
PROCEDURES/PROFESSIONAL SERVICES,G0328,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0328,GLOBL,584178.3,12660676.47,12643741.46
PROCEDURES/PROFESSIONAL SERVICES,G0329,TOTAL,25,282,225.5
PROCEDURES/PROFESSIONAL SERVICES,G0329,GLOBL,25,282,225.5
PROCEDURES/PROFESSIONAL SERVICES,G0332,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0332,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0333,TOTAL,261418,14893848.73,11266805.63
PROCEDURES/PROFESSIONAL SERVICES,G0333,GLOBL,261418,14893848.73,11266805.63
PROCEDURES/PROFESSIONAL SERVICES,G0337,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0337,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0339,TOTAL,1246,3506721.58,2790934.33
PROCEDURES/PROFESSIONAL SERVICES,G0339,GLOBL,1246,3506721.58,2790934.33
PROCEDURES/PROFESSIONAL SERVICES,G0340,TOTAL,3032,7086795.1,5644772.51
PROCEDURES/PROFESSIONAL SERVICES,G0340,GLOBL,3032,7086795.1,5644772.51
PROCEDURES/PROFESSIONAL SERVICES,G0341,TOTAL,N/A,200,160
PROCEDURES/PROFESSIONAL SERVICES,G0341,GLOBL,N/A,200,160
PROCEDURES/PROFESSIONAL SERVICES,G0342,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0342,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0343,TOTAL,N/A,1089.54,871.63
PROCEDURES/PROFESSIONAL SERVICES,G0343,GLOBL,N/A,1089.54,871.63
PROCEDURES/PROFESSIONAL SERVICES,G0344,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0344,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0364,TOTAL,82100,852318.29,671878.4
PROCEDURES/PROFESSIONAL SERVICES,G0364,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0364,GLOBL,82100,852318.29,671878.4
PROCEDURES/PROFESSIONAL SERVICES,G0365,TOTAL,34930,3652244.39,2860628.55
PROCEDURES/PROFESSIONAL SERVICES,G0365,26,14054,176170.59,138099
PROCEDURES/PROFESSIONAL SERVICES,G0365,TC,458,70540,54961.88
PROCEDURES/PROFESSIONAL SERVICES,G0365,GLOBL,20418,3405533.8,2667567.67
PROCEDURES/PROFESSIONAL SERVICES,G0366,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0366,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0367,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0367,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0368,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0368,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0372,TOTAL,16146.1,159386.03,119165.87
PROCEDURES/PROFESSIONAL SERVICES,G0372,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0372,GLOBL,16146.1,159386.03,119165.87
PROCEDURES/PROFESSIONAL SERVICES,G0375,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0375,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0377,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0377,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0378,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0378,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0379,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0379,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0380,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0380,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0381,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0381,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0382,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0382,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0383,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0383,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0384,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0384,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0389,TOTAL,55765,5073463.7,5057494.68
PROCEDURES/PROFESSIONAL SERVICES,G0389,26,14891,433790.03,432359.99
PROCEDURES/PROFESSIONAL SERVICES,G0389,TC,4707,381251.51,379380.34
PROCEDURES/PROFESSIONAL SERVICES,G0389,GLOBL,36167,4258422.16,4245754.35
PROCEDURES/PROFESSIONAL SERVICES,G0390,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0390,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0394,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0394,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0396,TOTAL,19108,622131.93,478133.5
PROCEDURES/PROFESSIONAL SERVICES,G0396,GLOBL,19108,622131.93,478133.5
PROCEDURES/PROFESSIONAL SERVICES,G0397,TOTAL,2860,189001.41,148069.25
PROCEDURES/PROFESSIONAL SERVICES,G0397,GLOBL,2860,189001.41,148069.25
PROCEDURES/PROFESSIONAL SERVICES,G0398,TOTAL,3870,937331.24,727028.08
PROCEDURES/PROFESSIONAL SERVICES,G0398,26,383,34516.43,26894.43
PROCEDURES/PROFESSIONAL SERVICES,G0398,TC,407,68245.85,51470.09
PROCEDURES/PROFESSIONAL SERVICES,G0398,GLOBL,3080,834568.96,648663.56
PROCEDURES/PROFESSIONAL SERVICES,G0399,TOTAL,18646,2986094.18,2357504.53
PROCEDURES/PROFESSIONAL SERVICES,G0399,26,2682,223140.8,177283.78
PROCEDURES/PROFESSIONAL SERVICES,G0399,TC,5054,657292.33,517366.62
PROCEDURES/PROFESSIONAL SERVICES,G0399,GLOBL,10910,2105661.05,1662854.13
PROCEDURES/PROFESSIONAL SERVICES,G0400,TOTAL,1321,230516.21,182125.16
PROCEDURES/PROFESSIONAL SERVICES,G0400,26,196,15047.15,11890.59
PROCEDURES/PROFESSIONAL SERVICES,G0400,TC,125,14128.22,11140.05
PROCEDURES/PROFESSIONAL SERVICES,G0400,GLOBL,1000,201340.84,159094.52
