CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2909,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
PATH/LAB,82585,TOTAL,1282,14980.35,14644.8
PATH/LAB,82585,GLOBL,1282,14980.35,14644.8
PATH/LAB,82595,TOTAL,13773,123397.57,122827.37
PATH/LAB,82595,GLOBL,13773,123397.57,122827.37
PATH/LAB,82600,TOTAL,30,810.85,810.85
PATH/LAB,82600,GLOBL,30,810.85,810.85
PATH/LAB,82607,TOTAL,3424599.2,72591742.94,72461679.85
PATH/LAB,82607,26,N/A,0,0
PATH/LAB,82607,GLOBL,3424599.2,72591742.94,72461679.85
PATH/LAB,82608,TOTAL,9146,184269.35,184184.9
PATH/LAB,82608,GLOBL,9146,184269.35,184184.9
PATH/LAB,82610,TOTAL,78104,1485016.36,1482894.22
PATH/LAB,82610,GLOBL,78104,1485016.36,1482894.22
PATH/LAB,82615,TOTAL,13799,158411.25,158400.57
PATH/LAB,82615,GLOBL,13799,158411.25,158400.57
PATH/LAB,82626,TOTAL,29341,1022250.43,1020353.57
PATH/LAB,82626,26,N/A,0,0
PATH/LAB,82626,GLOBL,29341,1022250.43,1020353.57
PATH/LAB,82627,TOTAL,90396,2822477.95,2815565.05
PATH/LAB,82627,GLOBL,90396,2822477.95,2815565.05
PATH/LAB,82633,TOTAL,60,2594.71,2594.71
PATH/LAB,82633,GLOBL,60,2594.71,2594.71
PATH/LAB,82634,TOTAL,1009,41511.43,41385.04
PATH/LAB,82634,GLOBL,1009,41511.43,41385.04
PATH/LAB,82638,TOTAL,30,508.4,508.4
PATH/LAB,82638,GLOBL,30,508.4,508.4
PATH/LAB,82646,TOTAL,47445,1370695.31,1367814.94
PATH/LAB,82646,GLOBL,47445,1370695.31,1367814.94
PATH/LAB,82649,TOTAL,35292,1268410.08,1264931.27
PATH/LAB,82649,GLOBL,35292,1268410.08,1264931.27
PATH/LAB,82651,TOTAL,16730,602997.5,602501.02
PATH/LAB,82651,GLOBL,16730,602997.5,602501.02
PATH/LAB,82652,TOTAL,168809,8492579.96,8484532.45
PATH/LAB,82652,GLOBL,168809,8492579.96,8484532.45
PATH/LAB,82654,TOTAL,N/A,116.88,116.88
PATH/LAB,82654,GLOBL,N/A,116.88,116.88
PATH/LAB,82656,TOTAL,4453,67180.03,67038.71
PATH/LAB,82656,GLOBL,4453,67180.03,67038.71
PATH/LAB,82657,TOTAL,2673,67422.91,67128.98
PATH/LAB,82657,GLOBL,2673,67422.91,67128.98
PATH/LAB,82658,TOTAL,229,5817.13,5732.29
PATH/LAB,82658,GLOBL,229,5817.13,5732.29
PATH/LAB,82664,TOTAL,212885,9791679.36,9787206.16
PATH/LAB,82664,GLOBL,212885,9791679.36,9787206.16
PATH/LAB,82668,TOTAL,104504,2741310.58,2737932.6
PATH/LAB,82668,GLOBL,104504,2741310.58,2737932.6
PATH/LAB,82670,TOTAL,153497,5919319.29,5897797.02
PATH/LAB,82670,26,N/A,0,0
PATH/LAB,82670,GLOBL,153497,5919319.29,5897797.02
PATH/LAB,82671,TOTAL,5220,236015.43,235542.72
PATH/LAB,82671,GLOBL,5220,236015.43,235542.72
PATH/LAB,82672,TOTAL,19022,564927.29,563911.91
PATH/LAB,82672,GLOBL,19022,564927.29,563911.91
PATH/LAB,82677,TOTAL,11140,372677.77,371942.76
PATH/LAB,82677,26,N/A,0,0
PATH/LAB,82677,GLOBL,11140,372677.77,371942.76
PATH/LAB,82679,TOTAL,18821,637777.32,636693.74
PATH/LAB,82679,26,N/A,0,0
PATH/LAB,82679,GLOBL,18821,637777.32,636693.74
PATH/LAB,82690,TOTAL,16,389.12,389.12
PATH/LAB,82690,GLOBL,16,389.12,389.12
PATH/LAB,82693,TOTAL,26,504.4,504.4
PATH/LAB,82693,GLOBL,26,504.4,504.4
PATH/LAB,82696,TOTAL,971,27999.87,27898.05
PATH/LAB,82696,GLOBL,971,27999.87,27898.05
PATH/LAB,82705,TOTAL,13159,91042.76,90911.45
PATH/LAB,82705,26,N/A,0,0
PATH/LAB,82705,GLOBL,13159,91042.76,90911.45
PATH/LAB,82710,TOTAL,1893,43991.22,43644.05
PATH/LAB,82710,GLOBL,1893,43991.22,43644.05
PATH/LAB,82715,TOTAL,4017,95122.04,95122.04
PATH/LAB,82715,GLOBL,4017,95122.04,95122.04
PATH/LAB,82725,TOTAL,8141,147002.95,146858.9
PATH/LAB,82725,GLOBL,8141,147002.95,146858.9
PATH/LAB,82726,TOTAL,105374,2674102.21,2674076.8
PATH/LAB,82726,GLOBL,105374,2674102.21,2674076.8
PATH/LAB,82728,TOTAL,2435013,46545950.78,46428109.54
PATH/LAB,82728,26,N/A,0,0
PATH/LAB,82728,GLOBL,2435013,46545950.78,46428109.54
PATH/LAB,82731,TOTAL,245,20667.8,20593.38
PATH/LAB,82731,GLOBL,245,20667.8,20593.38
PATH/LAB,82735,TOTAL,361,9337.22,9260.09
PATH/LAB,82735,GLOBL,361,9337.22,9260.09
PATH/LAB,82742,TOTAL,17336,476693.48,476140.83
PATH/LAB,82742,GLOBL,17336,476693.48,476140.83
PATH/LAB,82746,TOTAL,2062019,42373305.11,42312363.12
PATH/LAB,82746,26,N/A,0,0
PATH/LAB,82746,GLOBL,2062019,42373305.11,42312363.12
PATH/LAB,82747,TOTAL,75123,1707191.11,1705020.77
PATH/LAB,82747,GLOBL,75123,1707191.11,1705020.77
PATH/LAB,82757,TOTAL,12,292.75,292.75
PATH/LAB,82757,GLOBL,12,292.75,292.75
PATH/LAB,82759,TOTAL,N/A,30.23,30.23
PATH/LAB,82759,GLOBL,N/A,30.23,30.23
PATH/LAB,82760,TOTAL,627,9863.5,9848.92
PATH/LAB,82760,GLOBL,627,9863.5,9848.92
PATH/LAB,82775,TOTAL,17,503.67,503.67
PATH/LAB,82775,GLOBL,17,503.67,503.67
PATH/LAB,82776,TOTAL,N/A,9.03,9.03
PATH/LAB,82776,GLOBL,N/A,9.03,9.03
PATH/LAB,82784,TOTAL,1357466,16892291.6,16856349.54
PATH/LAB,82784,26,N/A,0,0
PATH/LAB,82784,GLOBL,1357466,16892291.6,16856349.54
PATH/LAB,82785,TOTAL,126162,2852988.34,2847398.63
PATH/LAB,82785,26,N/A,0,0
PATH/LAB,82785,GLOBL,126162,2852988.34,2847398.63
PATH/LAB,82787,TOTAL,61107,617580.69,616782.11
PATH/LAB,82787,GLOBL,61107,617580.69,616782.11
PATH/LAB,82800,TOTAL,886,9855.49,9782.94
PATH/LAB,82800,26,N/A,0,0
PATH/LAB,82800,GLOBL,886,9855.49,9782.94
PATH/LAB,82803,TOTAL,32586,863708.79,858117.1
PATH/LAB,82803,26,N/A,0,0
PATH/LAB,82803,GLOBL,32586,863708.79,858117.1
PATH/LAB,82805,TOTAL,16834,655669.46,649515.95
PATH/LAB,82805,26,N/A,0,0
PATH/LAB,82805,GLOBL,16834,655669.46,649515.95
PATH/LAB,82810,TOTAL,886,10880.08,10869.17
PATH/LAB,82810,26,N/A,0,0
PATH/LAB,82810,GLOBL,886,10880.08,10869.17
PATH/LAB,82820,TOTAL,601,8407.35,8369.59
PATH/LAB,82820,GLOBL,601,8407.35,8369.59
PATH/LAB,82930,TOTAL,19,132.68,132.68
PATH/LAB,82930,GLOBL,19,132.68,132.68
PATH/LAB,82938,TOTAL,N/A,99.6,99.6
PATH/LAB,82938,GLOBL,N/A,99.6,99.6
PATH/LAB,82941,TOTAL,9545,235675.15,235290.2
PATH/LAB,82941,GLOBL,9545,235675.15,235290.2
PATH/LAB,82943,TOTAL,994,19232.45,19192.23
PATH/LAB,82943,GLOBL,994,19232.45,19192.23
PATH/LAB,82945,TOTAL,45288,246630.6,246356.15
PATH/LAB,82945,26,N/A,0,0
PATH/LAB,82945,GLOBL,45288,246630.6,246356.15
PATH/LAB,82946,TOTAL,127,1748.23,1748.23
PATH/LAB,82946,GLOBL,127,1748.23,1748.23
PATH/LAB,82947,TOTAL,2821330.8,11656511.63,11614761.92
PATH/LAB,82947,26,N/A,0,0
PATH/LAB,82947,GLOBL,2821330.8,11656511.63,11614761.92
PATH/LAB,82948,TOTAL,321190,1422010.76,1408075.36
PATH/LAB,82948,26,N/A,0,0
PATH/LAB,82948,TC,N/A,0,0
PATH/LAB,82948,GLOBL,321190,1422010.76,1408075.36
PATH/LAB,82950,TOTAL,48313,318393.5,317428.64
PATH/LAB,82950,GLOBL,48313,318393.5,317428.64
PATH/LAB,82951,TOTAL,33915,580194.03,578309.84
PATH/LAB,82951,26,N/A,0,0
PATH/LAB,82951,GLOBL,33915,580194.03,578309.84
PATH/LAB,82952,TOTAL,20859,107550.11,107136.64
PATH/LAB,82952,26,N/A,0,0
PATH/LAB,82952,GLOBL,20859,107550.11,107136.64
PATH/LAB,82953,TOTAL,N/A,63.96,63.96
PATH/LAB,82953,GLOBL,N/A,63.96,63.96
PATH/LAB,82955,TOTAL,11812,136436.23,136077.35
PATH/LAB,82955,GLOBL,11812,136436.23,136077.35
PATH/LAB,82960,TOTAL,2249,18599.61,18556.9
PATH/LAB,82960,GLOBL,2249,18599.61,18556.9
PATH/LAB,82962,TOTAL,2587120.5,8377469.32,8335506.03
PATH/LAB,82962,26,N/A,0,0
PATH/LAB,82962,TC,N/A,0,0
PATH/LAB,82962,GLOBL,2587120.5,8377469.32,8335506.03
PATH/LAB,82963,TOTAL,14,418.76,418.76
PATH/LAB,82963,GLOBL,14,418.76,418.76
PATH/LAB,82965,TOTAL,N/A,20.93,20.93
PATH/LAB,82965,GLOBL,N/A,20.93,20.93
PATH/LAB,82975,TOTAL,N/A,44.41,44.41
PATH/LAB,82975,GLOBL,N/A,44.41,44.41
PATH/LAB,82977,TOTAL,937217,3075044.41,3067349.72
PATH/LAB,82977,26,N/A,0,0
PATH/LAB,82977,GLOBL,937217,3075044.41,3067349.72
PATH/LAB,82978,TOTAL,8012,160168,160027.86
PATH/LAB,82978,GLOBL,8012,160168,160027.86
PATH/LAB,82979,TOTAL,13,125.97,125.97
PATH/LAB,82979,GLOBL,13,125.97,125.97
PATH/LAB,82980,TOTAL,6184,159327.55,159307.01
PATH/LAB,82980,GLOBL,6184,159327.55,159307.01
PATH/LAB,82985,TOTAL,115761,2419648.65,2409700.68
PATH/LAB,82985,GLOBL,115761,2419648.65,2409700.68
PATH/LAB,83001,TOTAL,156918,4094020.01,4074412.66
PATH/LAB,83001,26,N/A,0,0
PATH/LAB,83001,GLOBL,156918,4094020.01,4074412.66
PATH/LAB,83002,TOTAL,138589.4,3604948.43,3589972.14
PATH/LAB,83002,26,N/A,0,0
PATH/LAB,83002,GLOBL,138589.4,3604948.43,3589972.14
PATH/LAB,83003,TOTAL,12269,286467.09,285665.9
PATH/LAB,83003,GLOBL,12269,286467.09,285665.9
PATH/LAB,83008,TOTAL,N/A,236.2,236.2
PATH/LAB,83008,GLOBL,N/A,236.2,236.2
PATH/LAB,83009,TOTAL,184,14503.09,14313.51
PATH/LAB,83009,GLOBL,184,14503.09,14313.51
PATH/LAB,83010,TOTAL,93194,1606130.93,1603292.34
PATH/LAB,83010,26,N/A,0,0
PATH/LAB,83010,GLOBL,93194,1606130.93,1603292.34
PATH/LAB,83012,TOTAL,N/A,121,121
PATH/LAB,83012,GLOBL,N/A,121,121
PATH/LAB,83013,TOTAL,55810,5115048.5,5095434.72
PATH/LAB,83013,GLOBL,55810,5115048.5,5095434.72
PATH/LAB,83014,TOTAL,33405,368810.1,366622.1
PATH/LAB,83014,GLOBL,33405,368810.1,366622.1
PATH/LAB,83015,TOTAL,1760,45710.39,45538.51
PATH/LAB,83015,GLOBL,1760,45710.39,45538.51
PATH/LAB,83018,TOTAL,6604,175845.85,175759.44
PATH/LAB,83018,GLOBL,6604,175845.85,175759.44
PATH/LAB,83020,TOTAL,15543,291875.08,251390.9
PATH/LAB,83020,26,8693,172604.85,132894.62
PATH/LAB,83020,GLOBL,6850,119270.23,118496.28
PATH/LAB,83021,TOTAL,55808,1384025.8,1382034.76
PATH/LAB,83021,GLOBL,55808,1384025.8,1382034.76
PATH/LAB,83026,TOTAL,10758,35669.34,35626.45
PATH/LAB,83026,GLOBL,10758,35669.34,35626.45
PATH/LAB,83030,TOTAL,35,380.5,380.5
PATH/LAB,83030,26,N/A,0,0
PATH/LAB,83030,GLOBL,35,380.5,380.5
PATH/LAB,83033,TOTAL,N/A,50.34,50.34
PATH/LAB,83033,GLOBL,N/A,50.34,50.34
PATH/LAB,83036,TOTAL,12924555.1,175994401.67,175399142.11
PATH/LAB,83036,26,N/A,0,0
PATH/LAB,83036,TC,N/A,0,0
PATH/LAB,83036,GLOBL,12924555.1,175994401.67,175399142.11
PATH/LAB,83037,TOTAL,277793,3776125.8,3752258.69
PATH/LAB,83037,GLOBL,277793,3776125.8,3752258.69
PATH/LAB,83045,TOTAL,N/A,66.78,66.78
PATH/LAB,83045,GLOBL,N/A,66.78,66.78
PATH/LAB,83050,TOTAL,6872,59684.69,59209.05
PATH/LAB,83050,26,N/A,0,0
PATH/LAB,83050,GLOBL,6872,59684.69,59209.05
PATH/LAB,83051,TOTAL,4168,39530.44,39393.83
PATH/LAB,83051,26,N/A,0,0
PATH/LAB,83051,GLOBL,4168,39530.44,39393.83
PATH/LAB,83055,TOTAL,N/A,41.58,35.1
PATH/LAB,83055,GLOBL,N/A,41.58,35.1
PATH/LAB,83060,TOTAL,25,276.31,276.31
PATH/LAB,83060,GLOBL,25,276.31,276.31
PATH/LAB,83065,TOTAL,N/A,9.69,9.69
PATH/LAB,83065,GLOBL,N/A,9.69,9.69
PATH/LAB,83068,TOTAL,57,601.38,577.56
PATH/LAB,83068,GLOBL,57,601.38,577.56
PATH/LAB,83069,TOTAL,32,177.92,167.55
PATH/LAB,83069,GLOBL,32,177.92,167.55
PATH/LAB,83070,TOTAL,1037,6753.56,6741.84
PATH/LAB,83070,GLOBL,1037,6753.56,6741.84
PATH/LAB,83071,TOTAL,N/A,29.01,29.01
PATH/LAB,83071,GLOBL,N/A,29.01,29.01
PATH/LAB,83080,TOTAL,204,4761.26,4713.78
PATH/LAB,83080,GLOBL,204,4761.26,4713.78
PATH/LAB,83088,TOTAL,3693,151259.89,150532.78
PATH/LAB,83088,GLOBL,3693,151259.89,150532.78
PATH/LAB,83090,TOTAL,389697,9248063.25,9238940.81
PATH/LAB,83090,26,N/A,0,0
PATH/LAB,83090,GLOBL,389697,9248063.25,9238940.81
PATH/LAB,83150,TOTAL,3032,81982.91,81776.95
PATH/LAB,83150,GLOBL,3032,81982.91,81776.95
PATH/LAB,83491,TOTAL,2170,53476.31,53476.31
PATH/LAB,83491,GLOBL,2170,53476.31,53476.31
PATH/LAB,83497,TOTAL,17396,311956.23,310973.22
PATH/LAB,83497,GLOBL,17396,311956.23,310973.22
PATH/LAB,83498,TOTAL,5397,205816.86,205203.36
PATH/LAB,83498,26,N/A,0,0
PATH/LAB,83498,GLOBL,5397,205816.86,205203.36
PATH/LAB,83499,TOTAL,N/A,70.96,70.96
PATH/LAB,83499,GLOBL,N/A,70.96,70.96
PATH/LAB,83500,TOTAL,69,2154.79,2154.79
PATH/LAB,83500,GLOBL,69,2154.79,2154.79
PATH/LAB,83505,TOTAL,430,14709.09,14709.09
PATH/LAB,83505,GLOBL,430,14709.09,14709.09
PATH/LAB,83516,TOTAL,540721,8425529.65,8398366.74
PATH/LAB,83516,26,N/A,0,0
PATH/LAB,83516,GLOBL,540721,8425529.65,8398366.74
PATH/LAB,83518,TOTAL,27886,314284.88,312723.73
PATH/LAB,83518,GLOBL,27886,314284.88,312723.73
PATH/LAB,83519,TOTAL,145249,2809291.71,2804150.04
PATH/LAB,83519,26,N/A,0,0
PATH/LAB,83519,GLOBL,145249,2809291.71,2804150.04
PATH/LAB,83520,TOTAL,308371,5613424.92,5602478.47
PATH/LAB,83520,26,N/A,0,0
PATH/LAB,83520,GLOBL,308371,5613424.92,5602478.47
PATH/LAB,83525,TOTAL,301118,4816487.11,4810522.38
PATH/LAB,83525,26,N/A,0,0
PATH/LAB,83525,GLOBL,301118,4816487.11,4810522.38
PATH/LAB,83527,TOTAL,981,17590.4,17579.67
PATH/LAB,83527,GLOBL,981,17590.4,17579.67
PATH/LAB,83528,TOTAL,N/A,223.48,205.76
PATH/LAB,83528,GLOBL,N/A,223.48,205.76
PATH/LAB,83540,TOTAL,2664602,23605959.62,23555990.25
PATH/LAB,83540,26,N/A,0,0
PATH/LAB,83540,GLOBL,2664602,23605959.62,23555990.25
PATH/LAB,83550,TOTAL,2069887.1,24932506.67,24877849.95
PATH/LAB,83550,26,N/A,0,0
PATH/LAB,83550,GLOBL,2069887.1,24932506.67,24877849.95
PATH/LAB,83570,TOTAL,N/A,80.43,67.98
PATH/LAB,83570,GLOBL,N/A,80.43,67.98
PATH/LAB,83582,TOTAL,24,478.56,478.56
PATH/LAB,83582,GLOBL,24,478.56,478.56
PATH/LAB,83586,TOTAL,447,8051.34,8051.34
PATH/LAB,83586,GLOBL,447,8051.34,8051.34
PATH/LAB,83593,TOTAL,2407,89068.05,89068.05
PATH/LAB,83593,GLOBL,2407,89068.05,89068.05
PATH/LAB,83605,TOTAL,14179,208383.64,207775.2
PATH/LAB,83605,26,N/A,0,0
PATH/LAB,83605,GLOBL,14179,208383.64,207775.2
PATH/LAB,83615,TOTAL,1989298,7585218.59,7557325.09
PATH/LAB,83615,26,N/A,0,0
PATH/LAB,83615,GLOBL,1989298,7585218.59,7557325.09
PATH/LAB,83625,TOTAL,8180,141720.01,141587.27
PATH/LAB,83625,GLOBL,8180,141720.01,141587.27
PATH/LAB,83630,TOTAL,8539,234859.43,233750.88
PATH/LAB,83630,GLOBL,8539,234859.43,233750.88
PATH/LAB,83631,TOTAL,1542,40142.61,40034.42
PATH/LAB,83631,GLOBL,1542,40142.61,40034.42
PATH/LAB,83632,TOTAL,22,625.9,625.9
PATH/LAB,83632,GLOBL,22,625.9,625.9
PATH/LAB,83633,TOTAL,N/A,0,0
PATH/LAB,83633,GLOBL,N/A,0,0
PATH/LAB,83655,TOTAL,24670,417612.46,416909.83
PATH/LAB,83655,GLOBL,24670,417612.46,416909.83
PATH/LAB,83661,TOTAL,28,850.74,850.74
PATH/LAB,83661,GLOBL,28,850.74,850.74
PATH/LAB,83662,TOTAL,N/A,25,25
PATH/LAB,83662,GLOBL,N/A,25,25
PATH/LAB,83663,TOTAL,24,595.76,595.76
PATH/LAB,83663,GLOBL,24,595.76,595.76
PATH/LAB,83664,TOTAL,N/A,178.69,178.69
PATH/LAB,83664,GLOBL,N/A,178.69,178.69
PATH/LAB,83670,TOTAL,70,900.62,900.62
PATH/LAB,83670,GLOBL,70,900.62,900.62
PATH/LAB,83690,TOTAL,464196,4409173.5,4395695.86
PATH/LAB,83690,26,N/A,0,0
PATH/LAB,83690,GLOBL,464196,4409173.5,4395695.86
PATH/LAB,83695,TOTAL,261041,4755617.05,4753783.56
PATH/LAB,83695,GLOBL,261041,4755617.05,4753783.56
PATH/LAB,83698,TOTAL,144903,6920288.63,6918730.2
PATH/LAB,83698,GLOBL,144903,6920288.63,6918730.2
PATH/LAB,83700,TOTAL,83445,1317817.86,1317520.37
PATH/LAB,83700,GLOBL,83445,1317817.86,1317520.37
PATH/LAB,83701,TOTAL,264463,8557247.86,8554041.35
PATH/LAB,83701,GLOBL,264463,8557247.86,8554041.35
PATH/LAB,83704,TOTAL,354078,15461115.68,15454452.67
PATH/LAB,83704,GLOBL,354078,15461115.68,15454452.67
PATH/LAB,83718,TOTAL,594180,6824457.99,6814027.56
PATH/LAB,83718,26,N/A,0,0
PATH/LAB,83718,GLOBL,594180,6824457.99,6814027.56
PATH/LAB,83719,TOTAL,23389,356256.4,355776.94
PATH/LAB,83719,GLOBL,23389,356256.4,355776.94
PATH/LAB,83721,TOTAL,1387180,18454377.36,18382797.91
PATH/LAB,83721,26,N/A,0,0
PATH/LAB,83721,GLOBL,1387180,18454377.36,18382797.91
PATH/LAB,83727,TOTAL,168,4043.04,4028.45
PATH/LAB,83727,GLOBL,168,4043.04,4028.45
PATH/LAB,83735,TOTAL,2281219,21329516.37,21253327.02
PATH/LAB,83735,26,N/A,0,0
PATH/LAB,83735,GLOBL,2281219,21329516.37,21253327.02
PATH/LAB,83775,TOTAL,N/A,10.37,10.37
PATH/LAB,83775,GLOBL,N/A,10.37,10.37
PATH/LAB,83785,TOTAL,3118,105205.95,105012.79
PATH/LAB,83785,GLOBL,3118,105205.95,105012.79
PATH/LAB,83788,TOTAL,3704,63821.64,63769.33
PATH/LAB,83788,GLOBL,3704,63821.64,63769.33
PATH/LAB,83789,TOTAL,483759,11942905.07,11892096.41
PATH/LAB,83789,GLOBL,483759,11942905.07,11892096.41
PATH/LAB,83805,TOTAL,324755,8047589.03,8001550.92
PATH/LAB,83805,GLOBL,324755,8047589.03,8001550.92
PATH/LAB,83825,TOTAL,19492,440217.05,439582.76
PATH/LAB,83825,GLOBL,19492,440217.05,439582.76
PATH/LAB,83835,TOTAL,27866,662152.33,660634.57
PATH/LAB,83835,GLOBL,27866,662152.33,660634.57
PATH/LAB,83840,TOTAL,966405,22157222.09,22066793.8
PATH/LAB,83840,GLOBL,966405,22157222.09,22066793.8
PATH/LAB,83857,TOTAL,N/A,30.24,30.24
PATH/LAB,83857,GLOBL,N/A,30.24,30.24
PATH/LAB,83858,TOTAL,28,572.51,572.51
PATH/LAB,83858,GLOBL,28,572.51,572.51
PATH/LAB,83861,TOTAL,12000,278264.52,276658.16
PATH/LAB,83861,GLOBL,12000,278264.52,276658.16
PATH/LAB,83864,TOTAL,17,473.1,473.1
PATH/LAB,83864,GLOBL,17,473.1,473.1
PATH/LAB,83866,TOTAL,N/A,41.61,41.61
PATH/LAB,83866,GLOBL,N/A,41.61,41.61
PATH/LAB,83872,TOTAL,6969,57397.04,57222.42
PATH/LAB,83872,GLOBL,6969,57397.04,57222.42
PATH/LAB,83873,TOTAL,271,6501.96,6458.53
PATH/LAB,83873,GLOBL,271,6501.96,6458.53
PATH/LAB,83874,TOTAL,65883,1187700.5,1181250.82
PATH/LAB,83874,26,N/A,0,0
PATH/LAB,83874,GLOBL,65883,1187700.5,1181250.82
PATH/LAB,83876,TOTAL,80224,3829778.89,3828924.47
PATH/LAB,83876,GLOBL,80224,3829778.89,3828924.47
PATH/LAB,83880,TOTAL,1106769,52202329.45,52087498.32
PATH/LAB,83880,26,N/A,0,0
PATH/LAB,83880,GLOBL,1106769,52202329.45,52087498.32
PATH/LAB,83883,TOTAL,346529.3,6565838.33,6553986.42
PATH/LAB,83883,26,N/A,0,0
PATH/LAB,83883,GLOBL,346529.3,6565838.33,6553986.42
PATH/LAB,83885,TOTAL,492,14906.24,14906.24
PATH/LAB,83885,GLOBL,492,14906.24,14906.24
PATH/LAB,83887,TOTAL,12553,416267.95,412263.65
PATH/LAB,83887,GLOBL,12553,416267.95,412263.65
PATH/LAB,83890,TOTAL,41868,232666.38,232326.15
PATH/LAB,83890,GLOBL,41868,232666.38,232326.15
PATH/LAB,83891,TOTAL,391808,2166433.05,2163637.36
PATH/LAB,83891,26,N/A,0,0
PATH/LAB,83891,GLOBL,391808,2166433.05,2163637.36
PATH/LAB,83892,TOTAL,673653,3752440.68,3750746.52
PATH/LAB,83892,26,N/A,0,0
PATH/LAB,83892,GLOBL,673653,3752440.68,3750746.52
PATH/LAB,83893,TOTAL,67975,370425.48,370249.56
PATH/LAB,83893,GLOBL,67975,370425.48,370249.56
PATH/LAB,83894,TOTAL,61095,332670.79,332135.05
PATH/LAB,83894,GLOBL,61095,332670.79,332135.05
PATH/LAB,83896,TOTAL,1924044,10646702.39,10635531.16
PATH/LAB,83896,26,N/A,0,0
PATH/LAB,83896,TC,N/A,0,0
PATH/LAB,83896,GLOBL,1924044,10646702.39,10635531.16
PATH/LAB,83897,TOTAL,695,3888.67,3878.68
PATH/LAB,83897,GLOBL,695,3888.67,3878.68
PATH/LAB,83898,TOTAL,1734620,27104485.49,26968058.68
PATH/LAB,83898,26,N/A,0,0
PATH/LAB,83898,TC,N/A,0,0
PATH/LAB,83898,GLOBL,1734620,27104485.49,26968058.68
PATH/LAB,83900,TOTAL,108322,4612879.08,4606191.8
PATH/LAB,83900,GLOBL,108322,4612879.08,4606191.8
PATH/LAB,83901,TOTAL,614674,13128274.26,13116910.23
PATH/LAB,83901,GLOBL,614674,13128274.26,13116910.23
PATH/LAB,83902,TOTAL,73444,1136091.71,1133489.3
PATH/LAB,83902,GLOBL,73444,1136091.71,1133489.3
PATH/LAB,83903,TOTAL,448951,10473735.72,10470121.53
PATH/LAB,83903,GLOBL,448951,10473735.72,10470121.53
PATH/LAB,83904,TOTAL,1360078,20566647.16,20443216.91
PATH/LAB,83904,GLOBL,1360078,20566647.16,20443216.91
PATH/LAB,83905,TOTAL,337,7883.8,7883.8
PATH/LAB,83905,GLOBL,337,7883.8,7883.8
PATH/LAB,83906,TOTAL,36,785.88,785.88
PATH/LAB,83906,GLOBL,36,785.88,785.88
PATH/LAB,83907,TOTAL,53467,989740.72,987151.67
PATH/LAB,83907,26,N/A,0,0
PATH/LAB,83907,TC,N/A,0,0
PATH/LAB,83907,GLOBL,53467,989740.72,987151.67
PATH/LAB,83908,TOTAL,283388,5691974.36,5690413.82
PATH/LAB,83908,GLOBL,283388,5691974.36,5690413.82
PATH/LAB,83909,TOTAL,1257671,17864983.52,17736908.13
PATH/LAB,83909,GLOBL,1257671,17864983.52,17736908.13
PATH/LAB,83912,TOTAL,424329,3592614.74,3198521.24
PATH/LAB,83912,26,94124,1777942.62,1385706.44
PATH/LAB,83912,GLOBL,330205,1814672.12,1812814.8
PATH/LAB,83913,TOTAL,14690,261960.32,261637.22
PATH/LAB,83913,GLOBL,14690,261960.32,261637.22
PATH/LAB,83914,TOTAL,571338.1,12647333.88,12631932.9
PATH/LAB,83914,GLOBL,571338.1,12647333.88,12631932.9
PATH/LAB,83915,TOTAL,4310,67302.73,67266.93
PATH/LAB,83915,GLOBL,4310,67302.73,67266.93
PATH/LAB,83916,TOTAL,1360,37895.29,37283.74
PATH/LAB,83916,GLOBL,1360,37895.29,37283.74
PATH/LAB,83918,TOTAL,5413,122104.17,121770.59
PATH/LAB,83918,GLOBL,5413,122104.17,121770.59
PATH/LAB,83919,TOTAL,92,2122.9,2122.9
PATH/LAB,83919,GLOBL,92,2122.9,2122.9
PATH/LAB,83921,TOTAL,193855,4480782.1,4476490.96
PATH/LAB,83921,26,N/A,0,0
PATH/LAB,83921,GLOBL,193855,4480782.1,4476490.96
PATH/LAB,83925,TOTAL,2853586,77922524.56,77672257.93
PATH/LAB,83925,GLOBL,2853586,77922524.56,77672257.93
PATH/LAB,83930,TOTAL,29664,265373.2,265067.24
PATH/LAB,83930,26,N/A,0,0
PATH/LAB,83930,GLOBL,29664,265373.2,265067.24
PATH/LAB,83935,TOTAL,35769,334258.93,333773.44
PATH/LAB,83935,26,N/A,0,0
PATH/LAB,83935,GLOBL,35769,334258.93,333773.44
PATH/LAB,83937,TOTAL,14539,426122.25,425302.96
PATH/LAB,83937,GLOBL,14539,426122.25,425302.96
PATH/LAB,83945,TOTAL,38538,694230.68,693261.72
PATH/LAB,83945,GLOBL,38538,694230.68,693261.72
PATH/LAB,83950,TOTAL,712,64395.48,64010.43
PATH/LAB,83950,GLOBL,712,64395.48,64010.43
PATH/LAB,83951,TOTAL,262,23631.02,23631.02
PATH/LAB,83951,GLOBL,262,23631.02,23631.02
PATH/LAB,83970,TOTAL,1171838,68014528,67837030.27
PATH/LAB,83970,26,N/A,0,0
PATH/LAB,83970,GLOBL,1171838,68014528,67837030.27
