CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 01) Anesthesia (00000 - 09999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1606,,,,,
ANESTHESIA,00322,TOTAL,162,16685.8,13209.92
ANESTHESIA,00322,AA,36,5571.76,4338.69
ANESTHESIA,00322,AD,N/A,86.6,69.28
ANESTHESIA,00322,QK,41,2883.09,2286.46
ANESTHESIA,00322,QZ,35,4450.12,3560.1
ANESTHESIA,00322,OTHER,50,3694.23,2955.39
ANESTHESIA,00326,TOTAL,N/A,456.72,365.38
ANESTHESIA,00326,AA,N/A,0,0
ANESTHESIA,00326,AD,N/A,0,0
ANESTHESIA,00326,QK,N/A,0,0
ANESTHESIA,00326,QZ,N/A,0,0
ANESTHESIA,00326,OTHER,N/A,456.72,365.38
ANESTHESIA,00350,TOTAL,78242,24205397.72,19205674.92
ANESTHESIA,00350,AA,25004,10889179.17,8636938.72
ANESTHESIA,00350,AD,396,37337.07,29714.88
ANESTHESIA,00350,QK,20817,4616996,3660083.37
ANESTHESIA,00350,QZ,8255,3453985.73,2740665.26
ANESTHESIA,00350,OTHER,23770,5207899.75,4138272.69
ANESTHESIA,00352,TOTAL,13580,1915346.34,1519463.39
ANESTHESIA,00352,AA,3528,716749.05,568013.26
ANESTHESIA,00352,AD,41,3475.4,2780.31
ANESTHESIA,00352,QK,3685,373823.86,296636.67
ANESTHESIA,00352,QZ,1953,382072.53,303365.35
ANESTHESIA,00352,OTHER,4373,439225.5,348667.8
ANESTHESIA,00400,TOTAL,442249,50205411.64,39513624.3
ANESTHESIA,00400,AA,109833,18179551.23,14309775.17
ANESTHESIA,00400,AD,1678,143353.6,113379.99
ANESTHESIA,00400,QK,119596,9977853.88,7841350.8
ANESTHESIA,00400,QZ,62337,9599732.44,7548506.32
ANESTHESIA,00400,OTHER,148805,12304920.49,9700612.02
ANESTHESIA,00402,TOTAL,29376,6868729.18,5376905.28
ANESTHESIA,00402,AA,8269,2793404.61,2186872.65
ANESTHESIA,00402,AD,141,12585.41,9582.78
ANESTHESIA,00402,QK,8567,1492215.13,1162906.99
ANESTHESIA,00402,QZ,2921,937831.17,733465.44
ANESTHESIA,00402,OTHER,9478,1632692.86,1284077.42
ANESTHESIA,00404,TOTAL,29363,6211743.26,4920577.36
ANESTHESIA,00404,AA,8571,2515801.73,1995250.82
ANESTHESIA,00404,AD,159,13594.45,10875.45
ANESTHESIA,00404,QK,7454,1126654.76,889860.5
ANESTHESIA,00404,QZ,4373,1240745.29,982152.49
ANESTHESIA,00404,OTHER,8806,1314947.03,1042438.1
ANESTHESIA,00406,TOTAL,639,213328.31,169294.09
ANESTHESIA,00406,AA,108,59090.25,46537.83
ANESTHESIA,00406,AD,37,3048.04,2438.5
ANESTHESIA,00406,QK,95,23916.86,18993.26
ANESTHESIA,00406,QZ,144,68027.23,54167.02
ANESTHESIA,00406,OTHER,255,59245.93,47157.48
ANESTHESIA,00410,TOTAL,77183,6488738.96,5093711.75
ANESTHESIA,00410,AA,25346,2971122.64,2335460.99
ANESTHESIA,00410,AD,283,22580.96,17999.53
ANESTHESIA,00410,QK,17621,1025277.91,803978.13
ANESTHESIA,00410,QZ,8901,998005.25,779113.33
ANESTHESIA,00410,OTHER,25032,1471752.2,1157159.77
ANESTHESIA,00450,TOTAL,4466,847730.32,666665.61
ANESTHESIA,00450,AA,1185,314712.85,246345.65
ANESTHESIA,00450,AD,17,1689.3,1351.45
ANESTHESIA,00450,QK,1226,171915.27,135079.46
ANESTHESIA,00450,QZ,648,168281.57,133253.34
ANESTHESIA,00450,OTHER,1390,191131.33,150635.71
ANESTHESIA,00452,TOTAL,53,17725.96,13904.37
ANESTHESIA,00452,AA,23,9231.18,7329.02
ANESTHESIA,00452,QK,11,2378.26,1872.62
ANESTHESIA,00452,QZ,N/A,2561.48,2049.18
ANESTHESIA,00452,OTHER,19,3555.04,2653.55
ANESTHESIA,00454,TOTAL,156,17813.26,14113.21
ANESTHESIA,00454,AA,30,5020.88,3879.33
ANESTHESIA,00454,AD,N/A,78.6,62.88
ANESTHESIA,00454,QK,45,4509.82,3607.85
ANESTHESIA,00454,QZ,19,2558.55,2046.82
ANESTHESIA,00454,OTHER,62,5645.41,4516.33
ANESTHESIA,00470,TOTAL,2094,435930.14,342866.22
ANESTHESIA,00470,AA,733,205796.54,162510.89
ANESTHESIA,00470,AD,N/A,753.36,602.68
ANESTHESIA,00470,QK,536,81694.08,63668.39
ANESTHESIA,00470,QZ,216,58662.23,46375.85
ANESTHESIA,00470,OTHER,609,89023.93,69708.41
ANESTHESIA,00472,TOTAL,411,149392.6,118830.88
ANESTHESIA,00472,AA,162,78910.96,62906.02
ANESTHESIA,00472,AD,N/A,85.88,68.7
ANESTHESIA,00472,QK,94,23418.59,18605.26
ANESTHESIA,00472,QZ,32,14546.19,11319.3
ANESTHESIA,00472,OTHER,123,32430.98,25931.6
ANESTHESIA,00474,TOTAL,157,68507.6,54184.43
ANESTHESIA,00474,AA,64,37956.34,30235.48
ANESTHESIA,00474,QK,43,13579.76,10571.18
ANESTHESIA,00474,QZ,N/A,2084.37,1667.5
ANESTHESIA,00474,OTHER,50,14887.13,11710.27
ANESTHESIA,00500,TOTAL,3936,2221114.25,1763781.18
ANESTHESIA,00500,AA,1606,1256693.2,996901.94
ANESTHESIA,00500,AD,13,1191.94,904.8
ANESTHESIA,00500,QK,973,413062.58,328299.48
ANESTHESIA,00500,QZ,230,145530.6,115582.06
ANESTHESIA,00500,OTHER,1114,404635.93,322092.9
ANESTHESIA,00520,TOTAL,89545,13674299.5,10834324.09
ANESTHESIA,00520,AA,24644,5470374.11,4339620.59
ANESTHESIA,00520,AD,257,22975.8,18071.66
ANESTHESIA,00520,QK,21945,2409244.22,1907291.92
ANESTHESIA,00520,QZ,13266,2590745.39,2047586.86
ANESTHESIA,00520,OTHER,29433,3180959.98,2521753.06
ANESTHESIA,00522,TOTAL,1390,184202.65,146649.7
ANESTHESIA,00522,AA,356,66424.64,52713.34
ANESTHESIA,00522,AD,14,1240.2,992.14
ANESTHESIA,00522,QK,328,31956.15,25413.92
ANESTHESIA,00522,QZ,215,38797.68,31038.19
ANESTHESIA,00522,OTHER,477,45783.98,36492.11
ANESTHESIA,00524,TOTAL,905,120326.03,95805.58
ANESTHESIA,00524,AA,275,48620.33,38684.69
ANESTHESIA,00524,AD,N/A,83.08,66.46
ANESTHESIA,00524,QK,169,15294.36,12167.84
ANESTHESIA,00524,QZ,218,33835.94,26892.73
ANESTHESIA,00524,OTHER,243,22492.32,17993.86
ANESTHESIA,00528,TOTAL,13651,3173857.79,2518719.49
ANESTHESIA,00528,AA,4798,1574439.71,1249612.64
ANESTHESIA,00528,AD,31,3099.84,2479.84
ANESTHESIA,00528,QK,3530,572624.32,453584.67
ANESTHESIA,00528,QZ,1086,344274.89,273439.38
ANESTHESIA,00528,OTHER,4206,679419.03,539602.96
ANESTHESIA,00529,TOTAL,5151,1588655.36,1259456.67
ANESTHESIA,00529,AA,1860,803864.84,636663.31
ANESTHESIA,00529,AD,30,2380.31,1904.27
ANESTHESIA,00529,QK,1365,300895.92,238299
ANESTHESIA,00529,QZ,353,148267.07,117268.46
ANESTHESIA,00529,OTHER,1543,333247.22,265321.63
ANESTHESIA,00530,TOTAL,68341,10911429.85,8645035.27
ANESTHESIA,00530,AA,20638,4733997.03,3756545.36
ANESTHESIA,00530,AD,210,19564.63,15380.06
ANESTHESIA,00530,QK,16690,1911302.82,1508904.41
ANESTHESIA,00530,QZ,7470,1614174.73,1278479.46
ANESTHESIA,00530,OTHER,23333,2632390.64,2085725.98
ANESTHESIA,00532,TOTAL,167622,20806920.02,16466460.77
ANESTHESIA,00532,AA,41874,7497359.54,5934792.51
ANESTHESIA,00532,AD,750,62221.84,49578.69
ANESTHESIA,00532,QK,43544,3836560.56,3031672.8
ANESTHESIA,00532,QZ,27300,4640039.87,3672698.35
ANESTHESIA,00532,OTHER,54154,4770738.21,3777718.42
ANESTHESIA,00534,TOTAL,22453,5314014.03,4206454.58
ANESTHESIA,00534,AA,6897,2330346,1844973.74
ANESTHESIA,00534,AD,54,4470.2,3454.28
ANESTHESIA,00534,QK,5069,849605.66,670620.15
ANESTHESIA,00534,QZ,3036,909917.08,721244.08
ANESTHESIA,00534,OTHER,7397,1219675.09,966162.33
ANESTHESIA,00537,TOTAL,77880,21516425.21,17047548.59
ANESTHESIA,00537,AA,24068,9335544.01,7392627.56
ANESTHESIA,00537,AD,322,28974.09,23106.1
ANESTHESIA,00537,QK,20861,4242256.9,3356705.55
ANESTHESIA,00537,QZ,8180,2971443.76,2355845.89
ANESTHESIA,00537,OTHER,24449,4938206.45,3919263.49
ANESTHESIA,00539,TOTAL,186,116473.6,92979.1
ANESTHESIA,00539,AA,85,70895.48,56594.34
ANESTHESIA,00539,AD,N/A,92.28,73.82
ANESTHESIA,00539,QK,55,22401.91,17856.4
ANESTHESIA,00539,QZ,N/A,5449.66,4359.73
ANESTHESIA,00539,OTHER,46,17634.27,14094.81
ANESTHESIA,00540,TOTAL,17312,6202758.2,4932900.22
ANESTHESIA,00540,AA,6236,3111064.02,2472080.82
ANESTHESIA,00540,AD,64,5509.56,4407.65
ANESTHESIA,00540,QK,4104,1040062.02,825501.63
ANESTHESIA,00540,QZ,1378,672269.79,535389.5
ANESTHESIA,00540,OTHER,5530,1373852.81,1095520.62
ANESTHESIA,00541,TOTAL,45409,20283112.45,16124686.71
ANESTHESIA,00541,AA,19449,11627876.58,9240536.45
ANESTHESIA,00541,AD,149,13531.42,10759.98
ANESTHESIA,00541,QK,10908,3321638.64,2634886.13
ANESTHESIA,00541,QZ,3147,1811712.48,1444000.45
ANESTHESIA,00541,OTHER,11756,3508353.33,2794503.7
ANESTHESIA,00542,TOTAL,6614,2847245.32,2266258.52
ANESTHESIA,00542,AA,2802,1613608.34,1285088.88
ANESTHESIA,00542,AD,35,3320.16,2656.06
ANESTHESIA,00542,QK,1549,449790.29,357422.56
ANESTHESIA,00542,QZ,505,287824.28,229155.03
ANESTHESIA,00542,OTHER,1723,492702.25,391935.99
ANESTHESIA,00546,TOTAL,157,82142.15,65353.48
ANESTHESIA,00546,AA,79,53677.81,42763.22
ANESTHESIA,00546,AD,N/A,165.2,132.16
ANESTHESIA,00546,QK,35,11647.09,9317.68
ANESTHESIA,00546,QZ,11,6597.97,5097.16
ANESTHESIA,00546,OTHER,32,10054.08,8043.26
ANESTHESIA,00548,TOTAL,314,155028.7,123189.76
ANESTHESIA,00548,AA,124,83893.73,66840.76
ANESTHESIA,00548,AD,N/A,166.68,133.34
ANESTHESIA,00548,QK,60,21506.9,16813.53
ANESTHESIA,00548,QZ,38,19316.51,15453.19
ANESTHESIA,00548,OTHER,92,30144.88,23948.94
ANESTHESIA,00550,TOTAL,5331,1605088.65,1276077.18
ANESTHESIA,00550,AA,2415,955736.77,759860.76
ANESTHESIA,00550,AD,18,1645.46,1266.76
ANESTHESIA,00550,QK,1129,228390.18,181545.29
ANESTHESIA,00550,QZ,367,141862.77,112331.78
ANESTHESIA,00550,OTHER,1402,277453.47,221072.59
ANESTHESIA,00560,TOTAL,18339,7696206.65,6118920.08
ANESTHESIA,00560,AA,8709,4808370.49,3821712.55
ANESTHESIA,00560,AD,60,5608.68,4486.85
ANESTHESIA,00560,QK,3306,889292.79,707035.69
ANESTHESIA,00560,QZ,1289,682264.67,543243.5
ANESTHESIA,00560,OTHER,4975,1310670.02,1042441.49
ANESTHESIA,00561,TOTAL,34,32557.38,25916.33
ANESTHESIA,00561,AA,16,15891.96,12713.56
ANESTHESIA,00561,AD,N/A,81.64,65.31
ANESTHESIA,00561,QK,N/A,4209.14,3367.32
ANESTHESIA,00561,QZ,N/A,4075.49,3260.39
ANESTHESIA,00561,OTHER,18,8299.15,6509.75
ANESTHESIA,00562,TOTAL,69361,51962465.72,41370862.45
ANESTHESIA,00562,AA,39424,36749050.19,29270610.8
ANESTHESIA,00562,AD,181,18249.15,14535.02
ANESTHESIA,00562,QK,11331,5327651.01,4232142.06
ANESTHESIA,00562,QZ,3378,3015782.22,2401289.07
ANESTHESIA,00562,OTHER,15047,6851733.15,5452285.5
ANESTHESIA,00563,TOTAL,6256,5370122.42,4281790.74
ANESTHESIA,00563,AA,3187,3615911.82,2885731.9
ANESTHESIA,00563,AD,25,2434.93,1948
ANESTHESIA,00563,QK,1072,547179.34,433009.41
ANESTHESIA,00563,QZ,350,402354.48,321316.35
ANESTHESIA,00563,OTHER,1622,802241.85,639785.08
ANESTHESIA,00566,TOTAL,14904,11278892.25,8984845.99
ANESTHESIA,00566,AA,8217,7705211.16,6142861.49
ANESTHESIA,00566,AD,25,2636,1981.55
ANESTHESIA,00566,QK,2447,1171211.32,930558
ANESTHESIA,00566,QZ,978,876789.3,698562.94
ANESTHESIA,00566,OTHER,3237,1523044.47,1210882.01
ANESTHESIA,00567,TOTAL,62390,41134507.56,32707758.11
ANESTHESIA,00567,AA,31926,26756341.45,21293470.5
ANESTHESIA,00567,AD,200,18906.83,14879.75
ANESTHESIA,00567,QK,11812,4956661.6,3926461.93
ANESTHESIA,00567,QZ,4260,3438779.17,2735423.39
ANESTHESIA,00567,OTHER,14192,5963818.51,4737522.54
ANESTHESIA,00580,TOTAL,1523,1439982.69,1141135.85
ANESTHESIA,00580,AA,1050,1176032.6,932724.56
ANESTHESIA,00580,AD,N/A,235.12,188.09
ANESTHESIA,00580,QK,153,84316.44,66615.58
ANESTHESIA,00580,QZ,33,33336.03,25727.07
ANESTHESIA,00580,OTHER,287,146062.5,115880.55
ANESTHESIA,00600,TOTAL,25018,7755324.82,6124782.51
ANESTHESIA,00600,AA,6220,2780725.14,2190112.41
ANESTHESIA,00600,AD,187,17270.82,13623.26
ANESTHESIA,00600,QK,6186,1457455.63,1149121.33
ANESTHESIA,00600,QZ,3776,1513397.81,1196513.1
ANESTHESIA,00600,OTHER,8649,1986475.42,1575412.41
ANESTHESIA,00604,TOTAL,535,179163.54,140552.1
ANESTHESIA,00604,AA,135,63108.39,48734.57
ANESTHESIA,00604,AD,N/A,154.25,123.4
ANESTHESIA,00604,QK,176,46305.63,36394.02
ANESTHESIA,00604,QZ,37,19523.44,15504.83
ANESTHESIA,00604,OTHER,187,50071.83,39795.28
ANESTHESIA,00620,TOTAL,11586,3606564.57,2855340.04
ANESTHESIA,00620,AA,3517,1533932.81,1212740.76
ANESTHESIA,00620,AD,38,6233.64,4923.32
ANESTHESIA,00620,QK,2866,648472.26,512888.12
ANESTHESIA,00620,QZ,1577,625353.73,496645.61
ANESTHESIA,00620,OTHER,3588,792572.13,628142.23
ANESTHESIA,00622,TOTAL,N/A,11000.11,8800.08
ANESTHESIA,00622,AA,N/A,4480.27,3584.21
ANESTHESIA,00622,QK,N/A,1738.91,1391.13
ANESTHESIA,00622,QZ,N/A,2152.19,1721.75
ANESTHESIA,00622,OTHER,N/A,2628.74,2102.99
ANESTHESIA,00625,TOTAL,559,250292.2,198166.56
ANESTHESIA,00625,AA,131,87860.92,69468.93
ANESTHESIA,00625,AD,N/A,161.96,129.57
ANESTHESIA,00625,QK,178,62056.26,48511.17
ANESTHESIA,00625,QZ,40,28129.09,22389.75
ANESTHESIA,00625,OTHER,210,72083.97,57667.14
ANESTHESIA,00626,TOTAL,291,169816.67,134814.19
ANESTHESIA,00626,AA,103,84137.13,66293.21
ANESTHESIA,00626,AD,N/A,251.24,200.99
ANESTHESIA,00626,QK,77,32318.89,25855.16
ANESTHESIA,00626,QZ,22,17224.24,13756.64
ANESTHESIA,00626,OTHER,89,35885.17,28708.19
ANESTHESIA,00630,TOTAL,147967,37809326.27,29854074.4
ANESTHESIA,00630,AA,40502,14416751.12,11363911.71
ANESTHESIA,00630,AD,789,78688.98,62258.97
ANESTHESIA,00630,QK,37797,7199675.23,5674727.2
ANESTHESIA,00630,QZ,22412,7329662.9,5796408.5
ANESTHESIA,00630,OTHER,46467,8784548.04,6956768.02
ANESTHESIA,00632,TOTAL,115,24218.41,19307.46
ANESTHESIA,00632,AA,49,11936.33,9549.03
ANESTHESIA,00632,QK,11,1896.55,1517.24
