CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17980,,,,,
CARDIOVASCULAR,33210,TOTAL,16548,2368240.23,1877530.35
CARDIOVASCULAR,33210,80S,N/A,0,0
CARDIOVASCULAR,33210,OTHER,16548,2368240.23,1877530.35
CARDIOVASCULAR,33211,TOTAL,500,69698.98,55240.98
CARDIOVASCULAR,33211,80S,N/A,0,0
CARDIOVASCULAR,33211,OTHER,500,69698.98,55240.98
CARDIOVASCULAR,33212,TOTAL,2235,747439.65,591043.55
CARDIOVASCULAR,33212,80S,N/A,0,0
CARDIOVASCULAR,33212,OTHER,2235,747439.65,591043.55
CARDIOVASCULAR,33213,TOTAL,7610,2903441.47,2294584.62
CARDIOVASCULAR,33213,80S,N/A,0,0
CARDIOVASCULAR,33213,SG,N/A,35150.48,28008.38
CARDIOVASCULAR,33213,OTHER,7610,2868290.99,2266576.24
CARDIOVASCULAR,33214,TOTAL,690,301664.34,239404.52
CARDIOVASCULAR,33214,80S,N/A,231.46,185.16
CARDIOVASCULAR,33214,OTHER,690,301432.88,239219.36
CARDIOVASCULAR,33215,TOTAL,4418,1133997.51,899699.34
CARDIOVASCULAR,33215,80S,N/A,0,0
CARDIOVASCULAR,33215,SG,N/A,796.15,636.92
CARDIOVASCULAR,33215,OTHER,4418,1133201.36,899062.42
CARDIOVASCULAR,33216,TOTAL,5258,1528778.88,1211998.68
CARDIOVASCULAR,33216,80S,N/A,0,0
CARDIOVASCULAR,33216,OTHER,5258,1528778.88,1211998.68
CARDIOVASCULAR,33217,TOTAL,1825,530411.16,421691.78
CARDIOVASCULAR,33217,80S,N/A,0,0
CARDIOVASCULAR,33217,OTHER,1825,530411.16,421691.78
CARDIOVASCULAR,33218,TOTAL,902,305533.87,240445.65
CARDIOVASCULAR,33218,80S,N/A,0,0
CARDIOVASCULAR,33218,OTHER,902,305533.87,240445.65
CARDIOVASCULAR,33220,TOTAL,192,69354.91,54958.75
CARDIOVASCULAR,33220,OTHER,192,69354.91,54958.75
CARDIOVASCULAR,33221,TOTAL,302,105391.93,83375.1
CARDIOVASCULAR,33221,80S,N/A,0,0
CARDIOVASCULAR,33221,SG,N/A,7197.34,5757.87
CARDIOVASCULAR,33221,OTHER,302,98194.59,77617.23
CARDIOVASCULAR,33222,TOTAL,4873,1197222.5,950853.34
CARDIOVASCULAR,33222,80S,N/A,0,0
CARDIOVASCULAR,33222,SG,N/A,2621.47,1985.18
CARDIOVASCULAR,33222,OTHER,4873,1194601.03,948868.16
CARDIOVASCULAR,33223,TOTAL,4257,1484852.69,1178457.2
CARDIOVASCULAR,33223,80S,22,1222.66,978.12
CARDIOVASCULAR,33223,SG,N/A,0,0
CARDIOVASCULAR,33223,OTHER,4235,1483630.03,1177479.08
CARDIOVASCULAR,33224,TOTAL,2557,1109820.26,881608.65
CARDIOVASCULAR,33224,80S,N/A,0,0
CARDIOVASCULAR,33224,OTHER,2557,1109820.26,881608.65
CARDIOVASCULAR,33225,TOTAL,30100,13962365.8,11118764.36
CARDIOVASCULAR,33225,80S,N/A,0,0
CARDIOVASCULAR,33225,OTHER,30100,13962365.8,11118764.36
CARDIOVASCULAR,33226,TOTAL,606,286428.07,226059.49
CARDIOVASCULAR,33226,80S,N/A,0,0
CARDIOVASCULAR,33226,OTHER,606,286428.07,226059.49
CARDIOVASCULAR,33227,TOTAL,7871,2977954.94,2362070.52
CARDIOVASCULAR,33227,80S,N/A,0,0
CARDIOVASCULAR,33227,SG,N/A,6516.99,5213.59
CARDIOVASCULAR,33227,OTHER,7871,2971437.95,2356856.93
CARDIOVASCULAR,33228,TOTAL,35085,13775289.39,10907662.62
CARDIOVASCULAR,33228,80S,N/A,45.49,36.39
CARDIOVASCULAR,33228,SG,N/A,35865.94,28692.75
CARDIOVASCULAR,33228,OTHER,35085,13739377.96,10878933.48
CARDIOVASCULAR,33229,TOTAL,1923,681777.59,541180.08
CARDIOVASCULAR,33229,80S,N/A,0,0
CARDIOVASCULAR,33229,OTHER,1923,681777.59,541180.08
CARDIOVASCULAR,33230,TOTAL,511,311032.52,247228.1
CARDIOVASCULAR,33230,80S,N/A,0,0
CARDIOVASCULAR,33230,OTHER,511,311032.52,247228.1
CARDIOVASCULAR,33231,TOTAL,326,116172.52,92406.19
CARDIOVASCULAR,33231,80S,N/A,0,0
CARDIOVASCULAR,33231,OTHER,326,116172.52,92406.19
CARDIOVASCULAR,33233,TOTAL,10309,1383123.52,1099497.05
CARDIOVASCULAR,33233,80S,N/A,0,0
CARDIOVASCULAR,33233,OTHER,10309,1383123.52,1099497.05
CARDIOVASCULAR,33234,TOTAL,3143,1205677.86,959015.91
CARDIOVASCULAR,33234,80S,N/A,0,0
CARDIOVASCULAR,33234,OTHER,3143,1205677.86,959015.91
CARDIOVASCULAR,33235,TOTAL,3532,2024963.56,1610588.98
CARDIOVASCULAR,33235,80S,N/A,0,0
CARDIOVASCULAR,33235,OTHER,3532,2024963.56,1610588.98
CARDIOVASCULAR,33236,TOTAL,45,28285.79,22642.13
CARDIOVASCULAR,33236,80S,N/A,230.08,184.07
CARDIOVASCULAR,33236,OTHER,45,28055.71,22458.06
CARDIOVASCULAR,33237,TOTAL,56,37235.78,29788.63
CARDIOVASCULAR,33237,80S,N/A,260.09,208.08
CARDIOVASCULAR,33237,OTHER,56,36975.69,29580.55
CARDIOVASCULAR,33238,TOTAL,148,97466.37,76405.58
CARDIOVASCULAR,33238,80S,11,1009.07,807.26
CARDIOVASCULAR,33238,OTHER,137,96457.3,75598.32
CARDIOVASCULAR,33240,TOTAL,2943,1246014.23,986828.38
CARDIOVASCULAR,33240,80S,N/A,0,0
CARDIOVASCULAR,33240,OTHER,2943,1246014.23,986828.38
CARDIOVASCULAR,33241,TOTAL,10003,1240878.74,982277.63
CARDIOVASCULAR,33241,80S,N/A,0,0
CARDIOVASCULAR,33241,OTHER,10003,1240878.74,982277.63
CARDIOVASCULAR,33243,TOTAL,483,370290.9,294632.98
CARDIOVASCULAR,33243,80S,130,17196.59,13757.37
CARDIOVASCULAR,33243,OTHER,353,353094.31,280875.61
CARDIOVASCULAR,33244,TOTAL,6125,4272689.93,3387306.9
CARDIOVASCULAR,33244,80S,N/A,0,0
CARDIOVASCULAR,33244,OTHER,6125,4272689.93,3387306.9
CARDIOVASCULAR,33249,TOTAL,51478,48049109.24,38199723.31
CARDIOVASCULAR,33249,80S,N/A,0,0
CARDIOVASCULAR,33249,SG,N/A,0,0
CARDIOVASCULAR,33249,OTHER,51478,48049109.24,38199723.31
CARDIOVASCULAR,33250,TOTAL,12,15764.35,12611.5
CARDIOVASCULAR,33250,80S,N/A,299.23,239.39
CARDIOVASCULAR,33250,OTHER,12,15465.12,12372.11
CARDIOVASCULAR,33251,TOTAL,125,76914.09,61531.39
CARDIOVASCULAR,33251,80S,52,6575.52,5260.53
CARDIOVASCULAR,33251,OTHER,73,70338.57,56270.86
CARDIOVASCULAR,33254,TOTAL,73,75531.16,60396.54
CARDIOVASCULAR,33254,80S,21,4025.76,3220.61
CARDIOVASCULAR,33254,OTHER,52,71505.4,57175.93
CARDIOVASCULAR,33255,TOTAL,64,84641.26,67497.25
CARDIOVASCULAR,33255,80S,15,3928.63,2927.1
CARDIOVASCULAR,33255,OTHER,49,80712.63,64570.15
CARDIOVASCULAR,33256,TOTAL,80,111740.2,89392.18
CARDIOVASCULAR,33256,80S,29,8700.16,6960.15
CARDIOVASCULAR,33256,OTHER,51,103040.04,82432.03
CARDIOVASCULAR,33257,TOTAL,5611,2284037.75,1817920
CARDIOVASCULAR,33257,80S,2120,186077.87,148136.82
CARDIOVASCULAR,33257,OTHER,3491,2097959.88,1669783.18
CARDIOVASCULAR,33258,TOTAL,170,74213.37,59346.77
CARDIOVASCULAR,33258,80S,69,6849.13,5455.43
CARDIOVASCULAR,33258,OTHER,101,67364.24,53891.34
CARDIOVASCULAR,33259,TOTAL,6915,4158585.05,3315540.82
CARDIOVASCULAR,33259,80S,2558,326968.53,260839.93
CARDIOVASCULAR,33259,OTHER,4357,3831616.52,3054700.89
CARDIOVASCULAR,33261,TOTAL,41,51173.23,40886.36
CARDIOVASCULAR,33261,80S,N/A,1280.99,1024.79
CARDIOVASCULAR,33261,OTHER,41,49892.24,39861.57
CARDIOVASCULAR,33262,TOTAL,4068,1626628.03,1280011.6
CARDIOVASCULAR,33262,80S,N/A,0,0
CARDIOVASCULAR,33262,OTHER,4068,1626628.03,1280011.6
CARDIOVASCULAR,33263,TOTAL,13153,7243669.62,5744450.38
CARDIOVASCULAR,33263,80S,N/A,0,0
CARDIOVASCULAR,33263,SG,N/A,25413.72,20330.98
CARDIOVASCULAR,33263,OTHER,13153,7218255.9,5724119.4
CARDIOVASCULAR,33264,TOTAL,14325,6580705.19,5212432.18
CARDIOVASCULAR,33264,80S,N/A,0,0
CARDIOVASCULAR,33264,OTHER,14325,6580705.19,5212432.18
CARDIOVASCULAR,33265,TOTAL,158,156412.67,122893.84
CARDIOVASCULAR,33265,80S,49,9819.22,7680.15
CARDIOVASCULAR,33265,OTHER,109,146593.45,115213.69
CARDIOVASCULAR,33266,TOTAL,348,481819.05,382155.22
CARDIOVASCULAR,33266,80S,99,27006.82,21496.73
CARDIOVASCULAR,33266,OTHER,249,454812.23,360658.49
CARDIOVASCULAR,33282,TOTAL,8438,3046019.03,2412598.31
CARDIOVASCULAR,33282,OTHER,8438,3046019.03,2412598.31
CARDIOVASCULAR,33284,TOTAL,4048,743448.9,583278.95
CARDIOVASCULAR,33284,80S,N/A,0,0
CARDIOVASCULAR,33284,OTHER,4048,743448.9,583278.95
CARDIOVASCULAR,33300,TOTAL,315,567906.52,451867.1
CARDIOVASCULAR,33300,80S,90,32516.12,25652.75
CARDIOVASCULAR,33300,OTHER,225,535390.4,426214.35
CARDIOVASCULAR,33305,TOTAL,340,1036374.01,826252.34
CARDIOVASCULAR,33305,80S,98,59886.51,47909.24
CARDIOVASCULAR,33305,OTHER,242,976487.5,778343.1
CARDIOVASCULAR,33310,TOTAL,84,58319.6,46655.74
CARDIOVASCULAR,33310,80S,22,3435.5,2748.44
CARDIOVASCULAR,33310,OTHER,62,54884.1,43907.3
CARDIOVASCULAR,33315,TOTAL,443,419004.07,332198.37
CARDIOVASCULAR,33315,80S,164,32222.9,25231.82
CARDIOVASCULAR,33315,OTHER,279,386781.17,306966.55
CARDIOVASCULAR,33320,TOTAL,161,96905.18,75256.71
CARDIOVASCULAR,33320,80S,45,5014.32,4011.45
CARDIOVASCULAR,33320,OTHER,116,91890.86,71245.26
CARDIOVASCULAR,33321,TOTAL,N/A,1227.17,981.74
CARDIOVASCULAR,33321,OTHER,N/A,1227.17,981.74
CARDIOVASCULAR,33322,TOTAL,253,159632.26,127594.35
CARDIOVASCULAR,33322,80S,84,10400.2,8208.63
CARDIOVASCULAR,33322,OTHER,169,149232.06,119385.72
CARDIOVASCULAR,33330,TOTAL,17,19016.17,15212.95
CARDIOVASCULAR,33330,80S,N/A,1201.46,961.16
CARDIOVASCULAR,33330,OTHER,17,17814.71,14251.79
CARDIOVASCULAR,33332,TOTAL,N/A,4257.91,3406.32
CARDIOVASCULAR,33332,80S,N/A,211.19,168.95
CARDIOVASCULAR,33332,OTHER,N/A,4046.72,3237.37
CARDIOVASCULAR,33335,TOTAL,126,101056.59,80025.93
CARDIOVASCULAR,33335,80S,49,9082.87,7168.19
CARDIOVASCULAR,33335,OTHER,77,91973.72,72857.74
CARDIOVASCULAR,33400,TOTAL,536,600020.06,476253.61
CARDIOVASCULAR,33400,80S,207,53841.68,42835.85
CARDIOVASCULAR,33400,OTHER,329,546178.38,433417.76
CARDIOVASCULAR,33401,TOTAL,N/A,8637.66,6910.14
CARDIOVASCULAR,33401,80S,N/A,111.52,89.22
CARDIOVASCULAR,33401,OTHER,N/A,8526.14,6820.92
CARDIOVASCULAR,33403,TOTAL,N/A,12413.72,9930.97
CARDIOVASCULAR,33403,80S,N/A,655.02,524.02
CARDIOVASCULAR,33403,OTHER,N/A,11758.7,9406.95
CARDIOVASCULAR,33404,TOTAL,23,34041.02,27232.77
CARDIOVASCULAR,33404,80S,N/A,1617.18,1293.73
CARDIOVASCULAR,33404,OTHER,23,32423.84,25939.04
CARDIOVASCULAR,33405,TOTAL,51961,74999276.61,59707745.35
CARDIOVASCULAR,33405,80S,20389,6449996.74,5136093.44
CARDIOVASCULAR,33405,OTHER,31572,68549279.87,54571651.91
CARDIOVASCULAR,33406,TOTAL,695,1287080.12,1020622.02
CARDIOVASCULAR,33406,80S,291,119465.42,95012.26
CARDIOVASCULAR,33406,OTHER,404,1167614.7,925609.76
CARDIOVASCULAR,33410,TOTAL,1664,2770395.33,2210126.39
CARDIOVASCULAR,33410,80S,622,220534.98,176587.74
CARDIOVASCULAR,33410,OTHER,1042,2549860.35,2033538.65
CARDIOVASCULAR,33411,TOTAL,1406,3179810.4,2512709.36
CARDIOVASCULAR,33411,80S,570,287438.07,228499.31
CARDIOVASCULAR,33411,OTHER,836,2892372.33,2284210.05
CARDIOVASCULAR,33412,TOTAL,46,89648.33,71718.64
CARDIOVASCULAR,33412,80S,20,9300.87,7440.67
CARDIOVASCULAR,33412,OTHER,26,80347.46,64277.97
CARDIOVASCULAR,33413,TOTAL,N/A,18008.57,14406.86
CARDIOVASCULAR,33413,80S,N/A,1013.98,811.19
CARDIOVASCULAR,33413,OTHER,N/A,16994.59,13595.67
CARDIOVASCULAR,33414,TOTAL,88,72986.98,58389.47
CARDIOVASCULAR,33414,80S,35,6667.97,5334.34
CARDIOVASCULAR,33414,OTHER,53,66319.01,53055.13
CARDIOVASCULAR,33415,TOTAL,261,232980.29,185504.73
CARDIOVASCULAR,33415,80S,75,13443.71,10723.33
CARDIOVASCULAR,33415,OTHER,186,219536.58,174781.4
CARDIOVASCULAR,33416,TOTAL,1071,986583.25,785015.72
CARDIOVASCULAR,33416,80S,350,64383.33,51229.48
CARDIOVASCULAR,33416,OTHER,721,922199.92,733786.24
CARDIOVASCULAR,33417,TOTAL,255,183669.79,146824.08
CARDIOVASCULAR,33417,80S,74,10292.4,8233.9
CARDIOVASCULAR,33417,OTHER,181,173377.39,138590.18
CARDIOVASCULAR,33420,TOTAL,67,14982,11917.48
CARDIOVASCULAR,33420,80S,N/A,0,0
CARDIOVASCULAR,33420,OTHER,67,14982,11917.48
CARDIOVASCULAR,33422,TOTAL,112,84764.66,68152.86
CARDIOVASCULAR,33422,80S,34,4981.72,3985.34
CARDIOVASCULAR,33422,OTHER,78,79782.94,64167.52
CARDIOVASCULAR,33425,TOTAL,838,1529525.78,1219759.2
CARDIOVASCULAR,33425,80S,324,132188.49,105603.71
CARDIOVASCULAR,33425,OTHER,514,1397337.29,1114155.49
CARDIOVASCULAR,33426,TOTAL,9876,14181068.96,11285305.65
CARDIOVASCULAR,33426,80S,3873,1227594.77,976848.14
CARDIOVASCULAR,33426,OTHER,6003,12953474.19,10308457.51
CARDIOVASCULAR,33427,TOTAL,4870,8108892.33,6441055.2
CARDIOVASCULAR,33427,80S,1899,687739,546743.97
CARDIOVASCULAR,33427,OTHER,2971,7421153.33,5894311.23
CARDIOVASCULAR,33430,TOTAL,12997,24561170.46,19553590.65
CARDIOVASCULAR,33430,80S,5022,2078832.84,1656609.51
CARDIOVASCULAR,33430,OTHER,7975,22482337.62,17896981.14
CARDIOVASCULAR,33460,TOTAL,41,47471.98,37977.58
CARDIOVASCULAR,33460,80S,17,4193.51,3354.81
CARDIOVASCULAR,33460,OTHER,24,43278.47,34622.77
CARDIOVASCULAR,33463,TOTAL,896,1817532.03,1441342.22
CARDIOVASCULAR,33463,80S,345,152898.97,121165.32
CARDIOVASCULAR,33463,OTHER,551,1664633.06,1320176.9
CARDIOVASCULAR,33464,TOTAL,5476,7041973.21,5619006.68
CARDIOVASCULAR,33464,80S,2105,583001.53,465794.55
CARDIOVASCULAR,33464,OTHER,3371,6458971.68,5153212.13
CARDIOVASCULAR,33465,TOTAL,551,942764.49,746961.97
CARDIOVASCULAR,33465,80S,197,72016.17,57232.56
CARDIOVASCULAR,33465,OTHER,354,870748.32,689729.41
CARDIOVASCULAR,33468,TOTAL,16,33973.52,27178.85
CARDIOVASCULAR,33468,80S,N/A,792.32,633.86
CARDIOVASCULAR,33468,OTHER,16,33181.2,26544.99
CARDIOVASCULAR,33474,TOTAL,N/A,10038.63,8030.91
CARDIOVASCULAR,33474,80S,N/A,473.97,379.18
CARDIOVASCULAR,33474,OTHER,N/A,9564.66,7651.73
CARDIOVASCULAR,33475,TOTAL,133,188965.47,149932.42
CARDIOVASCULAR,33475,80S,40,11907.32,9412.86
CARDIOVASCULAR,33475,OTHER,93,177058.15,140519.56
CARDIOVASCULAR,33476,TOTAL,N/A,7625.75,6100.58
CARDIOVASCULAR,33476,80S,N/A,467.77,374.21
CARDIOVASCULAR,33476,OTHER,N/A,7157.98,5726.37
CARDIOVASCULAR,33478,TOTAL,20,18261.43,13668.81
CARDIOVASCULAR,33478,80S,N/A,1046.34,837.07
CARDIOVASCULAR,33478,OTHER,20,17215.09,12831.74
CARDIOVASCULAR,33496,TOTAL,99,91829.92,73463.92
CARDIOVASCULAR,33496,80S,36,6996.57,5597.26
CARDIOVASCULAR,33496,OTHER,63,84833.35,67866.66
CARDIOVASCULAR,33500,TOTAL,41,26398.32,20805.91
CARDIOVASCULAR,33500,80S,16,2050.9,1560.12
CARDIOVASCULAR,33500,OTHER,25,24347.42,19245.79
CARDIOVASCULAR,33501,TOTAL,33,18937.26,15149.8
CARDIOVASCULAR,33501,80S,14,2084.78,1667.82
CARDIOVASCULAR,33501,OTHER,19,16852.48,13481.98
CARDIOVASCULAR,33502,TOTAL,127,61534.18,49180.05
CARDIOVASCULAR,33502,80S,46,4542.63,3634.16
CARDIOVASCULAR,33502,OTHER,81,56991.55,45545.89
CARDIOVASCULAR,33503,TOTAL,16,20210.1,16168.14
CARDIOVASCULAR,33503,80S,N/A,1590.95,1272.78
CARDIOVASCULAR,33503,OTHER,16,18619.15,14895.36
CARDIOVASCULAR,33504,TOTAL,11,12165.84,9881.1
CARDIOVASCULAR,33504,80S,N/A,506.87,405.5
CARDIOVASCULAR,33504,OTHER,11,11658.97,9475.6
CARDIOVASCULAR,33505,TOTAL,11,24022.08,19105.69
CARDIOVASCULAR,33505,80S,N/A,1387.85,1110.29
CARDIOVASCULAR,33505,OTHER,11,22634.23,17995.4
CARDIOVASCULAR,33506,TOTAL,N/A,5149.65,4119.73
CARDIOVASCULAR,33506,OTHER,N/A,5149.65,4119.73
CARDIOVASCULAR,33507,TOTAL,66,59833.82,46565.33
CARDIOVASCULAR,33507,80S,24,4962.24,3816.58
CARDIOVASCULAR,33507,OTHER,42,54871.58,42748.75
CARDIOVASCULAR,33508,TOTAL,75093,911785.37,724638.39
CARDIOVASCULAR,33508,80S,23176,54421.34,43391.22
CARDIOVASCULAR,33508,OTHER,51917,857364.03,681247.17
CARDIOVASCULAR,33510,TOTAL,9550,7330351.13,5836968.16
CARDIOVASCULAR,33510,80S,3785,639298.9,509142.87
CARDIOVASCULAR,33510,OTHER,5765,6691052.23,5327825.29
CARDIOVASCULAR,33511,TOTAL,5953,6174488.12,4900866.86
CARDIOVASCULAR,33511,80S,2408,556593.88,442576.25
CARDIOVASCULAR,33511,OTHER,3545,5617894.24,4458290.61
CARDIOVASCULAR,33512,TOTAL,3543,5377568.02,4267499.84
CARDIOVASCULAR,33512,80S,1437,490222.61,390523.93
CARDIOVASCULAR,33512,OTHER,2106,4887345.41,3876975.91
CARDIOVASCULAR,33513,TOTAL,1277,2028274.49,1620185.37
CARDIOVASCULAR,33513,80S,509,180454.75,143746.64
CARDIOVASCULAR,33513,OTHER,768,1847819.74,1476438.73
CARDIOVASCULAR,33514,TOTAL,294,496803.94,394008.07
CARDIOVASCULAR,33514,80S,112,41442.72,32935.48
CARDIOVASCULAR,33514,OTHER,182,455361.22,361072.59
CARDIOVASCULAR,33516,TOTAL,59,106228.16,83672.97
CARDIOVASCULAR,33516,80S,24,9896.26,7917.03
CARDIOVASCULAR,33516,OTHER,35,96331.9,75755.94
CARDIOVASCULAR,33517,TOTAL,23388,3024263.98,2403408.11
CARDIOVASCULAR,33517,80S,8996,249775.65,198687.58
CARDIOVASCULAR,33517,OTHER,14392,2774488.33,2204720.53
CARDIOVASCULAR,33518,TOTAL,45074,12636689.86,10035852.29
CARDIOVASCULAR,33518,80S,17736,1080498.15,860241.11
CARDIOVASCULAR,33518,OTHER,27338,11556191.71,9175611.18
CARDIOVASCULAR,33519,TOTAL,29044,10650707.13,8455286.29
CARDIOVASCULAR,33519,80S,11607,933621.94,742659.45
CARDIOVASCULAR,33519,OTHER,17437,9717085.19,7712626.84
CARDIOVASCULAR,33521,TOTAL,7818,3414247.28,2710982.71
CARDIOVASCULAR,33521,80S,3151,302371.36,240730.96
CARDIOVASCULAR,33521,OTHER,4667,3111875.92,2470251.75
CARDIOVASCULAR,33522,TOTAL,1252,607051.74,482627.61
CARDIOVASCULAR,33522,80S,512,55122.25,43939.68
CARDIOVASCULAR,33522,OTHER,740,551929.49,438687.93
CARDIOVASCULAR,33523,TOTAL,160,94231.57,74258.12
CARDIOVASCULAR,33523,80S,57,7160.57,5705.77
CARDIOVASCULAR,33523,OTHER,103,87071,68552.35
CARDIOVASCULAR,33530,TOTAL,15206,5586747.37,4432950.44
CARDIOVASCULAR,33530,80S,5724,452776.74,360264.78
CARDIOVASCULAR,33530,OTHER,9482,5133970.63,4072685.66
CARDIOVASCULAR,33533,TOTAL,109220,126220076.12,100243622.67
CARDIOVASCULAR,33533,80S,43159,10873044.35,8644934.89
CARDIOVASCULAR,33533,OTHER,66061,115347031.77,91598687.78
CARDIOVASCULAR,33534,TOTAL,7649,11005187.45,8724709.2
CARDIOVASCULAR,33534,80S,2987,926437.74,736560.47
CARDIOVASCULAR,33534,OTHER,4662,10078749.71,7988148.73
CARDIOVASCULAR,33535,TOTAL,1362,2238692.2,1767781.07
CARDIOVASCULAR,33535,80S,543,193620.98,153403.03
CARDIOVASCULAR,33535,OTHER,819,2045071.22,1614378.04
CARDIOVASCULAR,33536,TOTAL,504,918870.65,725836.4
CARDIOVASCULAR,33536,80S,194,74676.59,59465
CARDIOVASCULAR,33536,OTHER,310,844194.06,666371.4
CARDIOVASCULAR,33542,TOTAL,414,698807.27,557420.85
CARDIOVASCULAR,33542,80S,156,56776.53,45345.54
CARDIOVASCULAR,33542,OTHER,258,642030.74,512075.31
CARDIOVASCULAR,33545,TOTAL,149,314476.26,251580.99
CARDIOVASCULAR,33545,80S,53,23931.69,19145.37
CARDIOVASCULAR,33545,OTHER,96,290544.57,232435.62
CARDIOVASCULAR,33548,TOTAL,164,340065.37,269651.03
CARDIOVASCULAR,33548,80S,60,26575.38,21260.29
CARDIOVASCULAR,33548,OTHER,104,313489.99,248390.74
CARDIOVASCULAR,33572,TOTAL,3059,500728.01,398395.09
CARDIOVASCULAR,33572,80S,1108,38037.12,30380.29
CARDIOVASCULAR,33572,OTHER,1951,462690.89,368014.8
CARDIOVASCULAR,33600,TOTAL,39,32054.31,25643.41
CARDIOVASCULAR,33600,80S,11,1879.03,1503.22
CARDIOVASCULAR,33600,OTHER,28,30175.28,24140.19
CARDIOVASCULAR,33602,TOTAL,18,18666.95,14933.58
CARDIOVASCULAR,33602,80S,N/A,1185.92,948.74
CARDIOVASCULAR,33602,OTHER,18,17481.03,13984.84
CARDIOVASCULAR,33606,TOTAL,N/A,1806.74,1445.39
CARDIOVASCULAR,33606,OTHER,N/A,1806.74,1445.39
CARDIOVASCULAR,33608,TOTAL,N/A,13781.63,11025.28
CARDIOVASCULAR,33608,80S,N/A,1171.15,936.91
CARDIOVASCULAR,33608,OTHER,N/A,12610.48,10088.37
CARDIOVASCULAR,33610,TOTAL,N/A,2118.4,1629.08
CARDIOVASCULAR,33610,80S,N/A,253.61,137.25
CARDIOVASCULAR,33610,OTHER,N/A,1864.79,1491.83
