CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-3054,,,,,
PATH/LAB,80166,TOTAL,21779,475304.8,473139.85
PATH/LAB,80166,GLOBL,21779,475304.8,473139.85
PATH/LAB,80168,TOTAL,429,9411.35,9391.55
PATH/LAB,80168,GLOBL,429,9411.35,9391.55
PATH/LAB,80170,TOTAL,13951,315716.65,315614.3
PATH/LAB,80170,GLOBL,13951,315716.65,315614.3
PATH/LAB,80172,TOTAL,11,253.77,253.77
PATH/LAB,80172,GLOBL,11,253.77,253.77
PATH/LAB,80173,TOTAL,1578,31663.48,31663.48
PATH/LAB,80173,GLOBL,1578,31663.48,31663.48
PATH/LAB,80174,TOTAL,205838,5018092.12,4996567.99
PATH/LAB,80174,GLOBL,205838,5018092.12,4996567.99
PATH/LAB,80176,TOTAL,314,6261.56,6261.56
PATH/LAB,80176,GLOBL,314,6261.56,6261.56
PATH/LAB,80178,TOTAL,122672,1147748.54,1146216
PATH/LAB,80178,GLOBL,122672,1147748.54,1146216
PATH/LAB,80182,TOTAL,217434,4136217.85,4118320.32
PATH/LAB,80182,GLOBL,217434,4136217.85,4118320.32
PATH/LAB,80184,TOTAL,329625,5326481.6,5308968.35
PATH/LAB,80184,GLOBL,329625,5326481.6,5308968.35
PATH/LAB,80185,TOTAL,328937,6171655.31,6166505.23
PATH/LAB,80185,26,N/A,0,0
PATH/LAB,80185,GLOBL,328937,6171655.31,6166505.23
PATH/LAB,80186,TOTAL,17813,345664.84,345426.99
PATH/LAB,80186,GLOBL,17813,345664.84,345426.99
PATH/LAB,80188,TOTAL,8910,198287.53,198143.37
PATH/LAB,80188,GLOBL,8910,198287.53,198143.37
PATH/LAB,80190,TOTAL,N/A,0,0
PATH/LAB,80190,GLOBL,N/A,0,0
PATH/LAB,80192,TOTAL,38,897.62,897.62
PATH/LAB,80192,GLOBL,38,897.62,897.62
PATH/LAB,80194,TOTAL,351,7222.54,7210.46
PATH/LAB,80194,GLOBL,351,7222.54,7210.46
PATH/LAB,80195,TOTAL,26009,503854.62,499054.52
PATH/LAB,80195,GLOBL,26009,503854.62,499054.52
PATH/LAB,80196,TOTAL,1192,11968.1,11951.38
PATH/LAB,80196,26,N/A,0,0
PATH/LAB,80196,GLOBL,1192,11968.1,11951.38
PATH/LAB,80197,TOTAL,281326,5360108.06,5299244.62
PATH/LAB,80197,26,N/A,0,0
PATH/LAB,80197,GLOBL,281326,5360108.06,5299244.62
PATH/LAB,80198,TOTAL,28323,559140.25,558188.6
PATH/LAB,80198,26,N/A,0,0
PATH/LAB,80198,GLOBL,28323,559140.25,558188.6
PATH/LAB,80200,TOTAL,4824,107226.13,107186.94
PATH/LAB,80200,26,N/A,0,0
PATH/LAB,80200,GLOBL,4824,107226.13,107186.94
PATH/LAB,80201,TOTAL,8960,150987.29,150541.65
PATH/LAB,80201,GLOBL,8960,150987.29,150541.65
PATH/LAB,80202,TOTAL,126774,2301543.63,2298906.4
PATH/LAB,80202,26,N/A,0,0
PATH/LAB,80202,GLOBL,126774,2301543.63,2298906.4
PATH/LAB,80299,TOTAL,726898,13997735.19,13948147.68
PATH/LAB,80299,GLOBL,726898,13997735.19,13948147.68
PATH/LAB,80400,TOTAL,1609,73927.11,72588.13
PATH/LAB,80400,GLOBL,1609,73927.11,72588.13
PATH/LAB,80402,TOTAL,N/A,246.32,246.32
PATH/LAB,80402,GLOBL,N/A,246.32,246.32
PATH/LAB,80406,TOTAL,N/A,183.51,183.51
PATH/LAB,80406,GLOBL,N/A,183.51,183.51
PATH/LAB,80408,TOTAL,520,91283.84,91283.84
PATH/LAB,80408,GLOBL,520,91283.84,91283.84
PATH/LAB,80410,TOTAL,1569,178534.95,178534.95
PATH/LAB,80410,GLOBL,1569,178534.95,178534.95
PATH/LAB,80412,TOTAL,N/A,1500.58,1500.58
PATH/LAB,80412,GLOBL,N/A,1500.58,1500.58
PATH/LAB,80414,TOTAL,N/A,731.4,731.4
PATH/LAB,80414,GLOBL,N/A,731.4,731.4
PATH/LAB,80415,TOTAL,189,14755.52,14755.52
PATH/LAB,80415,GLOBL,189,14755.52,14755.52
PATH/LAB,80417,TOTAL,N/A,62.3,62.3
PATH/LAB,80417,GLOBL,N/A,62.3,62.3
PATH/LAB,80418,TOTAL,167,129518.32,129518.32
PATH/LAB,80418,GLOBL,167,129518.32,129518.32
PATH/LAB,80420,TOTAL,N/A,136.5,136.5
PATH/LAB,80420,GLOBL,N/A,136.5,136.5
PATH/LAB,80422,TOTAL,N/A,531.13,531.13
PATH/LAB,80422,GLOBL,N/A,531.13,531.13
PATH/LAB,80424,TOTAL,2711,192091.14,191018.92
PATH/LAB,80424,GLOBL,2711,192091.14,191018.92
PATH/LAB,80426,TOTAL,40,7986.12,7839.12
PATH/LAB,80426,GLOBL,40,7986.12,7839.12
PATH/LAB,80428,TOTAL,51,4818.48,4644.44
PATH/LAB,80428,GLOBL,51,4818.48,4644.44
PATH/LAB,80430,TOTAL,N/A,1111.6,1111.6
PATH/LAB,80430,GLOBL,N/A,1111.6,1111.6
PATH/LAB,80432,TOTAL,302,57416.65,57416.65
PATH/LAB,80432,GLOBL,302,57416.65,57416.65
PATH/LAB,80434,TOTAL,271,38534.71,38534.71
PATH/LAB,80434,GLOBL,271,38534.71,38534.71
PATH/LAB,80438,TOTAL,32,2284.8,2284.8
PATH/LAB,80438,GLOBL,32,2284.8,2284.8
PATH/LAB,80439,TOTAL,N/A,452.2,452.2
PATH/LAB,80439,GLOBL,N/A,452.2,452.2
PATH/LAB,80440,TOTAL,N/A,164.7,164.7
PATH/LAB,80440,GLOBL,N/A,164.7,164.7
PATH/LAB,80500,TOTAL,89269,1685872.51,1256788.97
PATH/LAB,80500,26,N/A,0,0
PATH/LAB,80500,GLOBL,89269,1685872.51,1256788.97
PATH/LAB,80502,TOTAL,24073,1512765.37,1183430.31
PATH/LAB,80502,26,N/A,0,0
PATH/LAB,80502,GLOBL,24073,1512765.37,1183430.31
PATH/LAB,81000,TOTAL,3246291,14526764.13,14410107.76
PATH/LAB,81000,26,N/A,0,0
PATH/LAB,81000,GLOBL,3246291,14526764.13,14410107.76
PATH/LAB,81001,TOTAL,7160147,32059991.46,31919390.38
PATH/LAB,81001,26,N/A,0,0
PATH/LAB,81001,TC,N/A,0,0
PATH/LAB,81001,GLOBL,7160147,32059991.46,31919390.38
PATH/LAB,81002,TOTAL,4437535,15911111.25,15796560.23
PATH/LAB,81002,26,N/A,0,0
PATH/LAB,81002,GLOBL,4437535,15911111.25,15796560.23
PATH/LAB,81003,TOTAL,5764565.5,18291155.09,18179300.84
PATH/LAB,81003,26,N/A,0,0
PATH/LAB,81003,TC,N/A,0,0
PATH/LAB,81003,GLOBL,5764565.5,18291155.09,18179300.84
PATH/LAB,81005,TOTAL,200669,606613.65,603145.85
PATH/LAB,81005,TC,N/A,0,0
PATH/LAB,81005,GLOBL,200669,606613.65,603145.85
PATH/LAB,81007,TOTAL,2608,9388.89,9325.05
PATH/LAB,81007,GLOBL,2608,9388.89,9325.05
PATH/LAB,81015,TOTAL,121213,515493.05,513491.78
PATH/LAB,81015,26,N/A,0,0
PATH/LAB,81015,GLOBL,121213,515493.05,513491.78
PATH/LAB,81020,TOTAL,3110,16182.93,16106.26
PATH/LAB,81020,GLOBL,3110,16182.93,16106.26
PATH/LAB,81025,TOTAL,70869,595335.14,588670.18
PATH/LAB,81025,26,N/A,0,0
PATH/LAB,81025,TC,N/A,0,0
PATH/LAB,81025,GLOBL,70869,595335.14,588670.18
PATH/LAB,81050,TOTAL,71845,303401.95,301186.62
PATH/LAB,81050,26,N/A,0,0
PATH/LAB,81050,GLOBL,71845,303401.95,301186.62
PATH/LAB,81099,TOTAL,64,435.38,391.85
PATH/LAB,81099,GLOBL,64,435.38,391.85
PATH/LAB,81200,TOTAL,N/A,0,0
PATH/LAB,81200,GLOBL,N/A,0,0
PATH/LAB,81205,TOTAL,N/A,0,0
PATH/LAB,81205,GLOBL,N/A,0,0
PATH/LAB,81206,TOTAL,N/A,0,0
PATH/LAB,81206,GLOBL,N/A,0,0
PATH/LAB,81207,TOTAL,N/A,0,0
PATH/LAB,81207,GLOBL,N/A,0,0
PATH/LAB,81208,TOTAL,N/A,0,0
PATH/LAB,81208,GLOBL,N/A,0,0
PATH/LAB,81210,TOTAL,N/A,0,0
PATH/LAB,81210,GLOBL,N/A,0,0
PATH/LAB,81211,TOTAL,N/A,0,0
PATH/LAB,81211,GLOBL,N/A,0,0
PATH/LAB,81212,TOTAL,N/A,0,0
PATH/LAB,81212,GLOBL,N/A,0,0
PATH/LAB,81213,TOTAL,N/A,0,0
PATH/LAB,81213,GLOBL,N/A,0,0
PATH/LAB,81216,TOTAL,N/A,0,0
PATH/LAB,81216,GLOBL,N/A,0,0
PATH/LAB,81217,TOTAL,N/A,0,0
PATH/LAB,81217,GLOBL,N/A,0,0
PATH/LAB,81220,TOTAL,N/A,0,0
PATH/LAB,81220,GLOBL,N/A,0,0
PATH/LAB,81221,TOTAL,N/A,0,0
PATH/LAB,81221,GLOBL,N/A,0,0
PATH/LAB,81224,TOTAL,N/A,0,0
PATH/LAB,81224,GLOBL,N/A,0,0
PATH/LAB,81225,TOTAL,N/A,0,0
PATH/LAB,81225,GLOBL,N/A,0,0
PATH/LAB,81226,TOTAL,N/A,0,0
PATH/LAB,81226,GLOBL,N/A,0,0
PATH/LAB,81227,TOTAL,N/A,0,0
PATH/LAB,81227,GLOBL,N/A,0,0
PATH/LAB,81228,TOTAL,N/A,0,0
PATH/LAB,81228,GLOBL,N/A,0,0
PATH/LAB,81229,TOTAL,N/A,0,0
PATH/LAB,81229,GLOBL,N/A,0,0
PATH/LAB,81240,TOTAL,N/A,0,0
PATH/LAB,81240,GLOBL,N/A,0,0
PATH/LAB,81241,TOTAL,N/A,0,0
PATH/LAB,81241,GLOBL,N/A,0,0
PATH/LAB,81243,TOTAL,N/A,0,0
PATH/LAB,81243,GLOBL,N/A,0,0
PATH/LAB,81244,TOTAL,N/A,0,0
PATH/LAB,81244,GLOBL,N/A,0,0
PATH/LAB,81245,TOTAL,N/A,0,0
PATH/LAB,81245,GLOBL,N/A,0,0
PATH/LAB,81250,TOTAL,N/A,0,0
PATH/LAB,81250,GLOBL,N/A,0,0
PATH/LAB,81251,TOTAL,N/A,0,0
PATH/LAB,81251,GLOBL,N/A,0,0
PATH/LAB,81255,TOTAL,N/A,0,0
PATH/LAB,81255,GLOBL,N/A,0,0
PATH/LAB,81256,TOTAL,N/A,0,0
PATH/LAB,81256,GLOBL,N/A,0,0
PATH/LAB,81257,TOTAL,N/A,0,0
PATH/LAB,81257,GLOBL,N/A,0,0
PATH/LAB,81260,TOTAL,N/A,0,0
PATH/LAB,81260,GLOBL,N/A,0,0
PATH/LAB,81261,TOTAL,N/A,0,0
PATH/LAB,81261,26,N/A,0,0
PATH/LAB,81261,GLOBL,N/A,0,0
PATH/LAB,81263,TOTAL,N/A,0,0
PATH/LAB,81263,GLOBL,N/A,0,0
PATH/LAB,81264,TOTAL,N/A,0,0
PATH/LAB,81264,GLOBL,N/A,0,0
PATH/LAB,81265,TOTAL,N/A,0,0
PATH/LAB,81265,GLOBL,N/A,0,0
PATH/LAB,81266,TOTAL,N/A,0,0
PATH/LAB,81266,GLOBL,N/A,0,0
PATH/LAB,81267,TOTAL,N/A,0,0
PATH/LAB,81267,26,N/A,0,0
PATH/LAB,81268,TOTAL,N/A,0,0
PATH/LAB,81268,26,N/A,0,0
PATH/LAB,81268,GLOBL,N/A,0,0
PATH/LAB,81270,TOTAL,N/A,0,0
PATH/LAB,81270,GLOBL,N/A,0,0
PATH/LAB,81275,TOTAL,N/A,0,0
PATH/LAB,81275,26,N/A,0,0
PATH/LAB,81275,GLOBL,N/A,0,0
PATH/LAB,81282,TOTAL,N/A,0,0
PATH/LAB,81282,GLOBL,N/A,0,0
PATH/LAB,81291,TOTAL,N/A,0,0
PATH/LAB,81291,GLOBL,N/A,0,0
PATH/LAB,81292,TOTAL,N/A,0,0
PATH/LAB,81292,GLOBL,N/A,0,0
PATH/LAB,81293,TOTAL,N/A,0,0
PATH/LAB,81293,GLOBL,N/A,0,0
PATH/LAB,81294,TOTAL,N/A,0,0
PATH/LAB,81294,GLOBL,N/A,0,0
PATH/LAB,81295,TOTAL,N/A,0,0
PATH/LAB,81295,GLOBL,N/A,0,0
PATH/LAB,81296,TOTAL,N/A,0,0
PATH/LAB,81296,GLOBL,N/A,0,0
PATH/LAB,81297,TOTAL,N/A,0,0
PATH/LAB,81297,GLOBL,N/A,0,0
PATH/LAB,81298,TOTAL,N/A,0,0
PATH/LAB,81298,GLOBL,N/A,0,0
PATH/LAB,81299,TOTAL,N/A,0,0
PATH/LAB,81299,GLOBL,N/A,0,0
PATH/LAB,81300,TOTAL,N/A,0,0
PATH/LAB,81300,GLOBL,N/A,0,0
PATH/LAB,81301,TOTAL,N/A,0,0
PATH/LAB,81301,GLOBL,N/A,0,0
PATH/LAB,81310,TOTAL,N/A,0,0
PATH/LAB,81310,GLOBL,N/A,0,0
PATH/LAB,81315,TOTAL,N/A,0,0
PATH/LAB,81315,GLOBL,N/A,0,0
PATH/LAB,81316,TOTAL,N/A,0,0
PATH/LAB,81316,GLOBL,N/A,0,0
PATH/LAB,81317,TOTAL,N/A,0,0
PATH/LAB,81317,GLOBL,N/A,0,0
PATH/LAB,81319,TOTAL,N/A,0,0
PATH/LAB,81319,GLOBL,N/A,0,0
PATH/LAB,81330,TOTAL,N/A,0,0
PATH/LAB,81330,GLOBL,N/A,0,0
PATH/LAB,81331,TOTAL,N/A,0,0
PATH/LAB,81331,GLOBL,N/A,0,0
PATH/LAB,81332,TOTAL,N/A,0,0
PATH/LAB,81332,GLOBL,N/A,0,0
PATH/LAB,81340,TOTAL,N/A,0,0
PATH/LAB,81340,GLOBL,N/A,0,0
PATH/LAB,81341,TOTAL,N/A,0,0
PATH/LAB,81341,GLOBL,N/A,0,0
PATH/LAB,81342,TOTAL,N/A,0,0
PATH/LAB,81342,GLOBL,N/A,0,0
PATH/LAB,81350,TOTAL,N/A,0,0
PATH/LAB,81350,GLOBL,N/A,0,0
PATH/LAB,81355,TOTAL,N/A,0,0
PATH/LAB,81355,GLOBL,N/A,0,0
PATH/LAB,81372,TOTAL,N/A,0,0
PATH/LAB,81372,GLOBL,N/A,0,0
PATH/LAB,81374,TOTAL,N/A,0,0
PATH/LAB,81374,GLOBL,N/A,0,0
PATH/LAB,81375,TOTAL,N/A,0,0
PATH/LAB,81375,GLOBL,N/A,0,0
PATH/LAB,81376,TOTAL,N/A,0,0
PATH/LAB,81376,GLOBL,N/A,0,0
PATH/LAB,81377,TOTAL,N/A,0,0
PATH/LAB,81377,GLOBL,N/A,0,0
PATH/LAB,81379,TOTAL,N/A,0,0
PATH/LAB,81379,GLOBL,N/A,0,0
PATH/LAB,81381,TOTAL,N/A,0,0
PATH/LAB,81381,GLOBL,N/A,0,0
PATH/LAB,81382,TOTAL,N/A,0,0
PATH/LAB,81382,GLOBL,N/A,0,0
PATH/LAB,81383,TOTAL,N/A,0,0
PATH/LAB,81383,GLOBL,N/A,0,0
PATH/LAB,81400,TOTAL,N/A,0,0
PATH/LAB,81400,GLOBL,N/A,0,0
PATH/LAB,81401,TOTAL,N/A,0,0
PATH/LAB,81401,GLOBL,N/A,0,0
PATH/LAB,81402,TOTAL,N/A,0,0
PATH/LAB,81402,GLOBL,N/A,0,0
PATH/LAB,81403,TOTAL,N/A,0,0
PATH/LAB,81403,GLOBL,N/A,0,0
PATH/LAB,81404,TOTAL,N/A,0,0
PATH/LAB,81404,26,N/A,0,0
PATH/LAB,81404,GLOBL,N/A,0,0
PATH/LAB,81405,TOTAL,N/A,0,0
PATH/LAB,81405,GLOBL,N/A,0,0
PATH/LAB,81406,TOTAL,N/A,0,0
PATH/LAB,81406,GLOBL,N/A,0,0
PATH/LAB,81407,TOTAL,N/A,0,0
PATH/LAB,81407,GLOBL,N/A,0,0
PATH/LAB,81408,TOTAL,N/A,0,0
PATH/LAB,81408,GLOBL,N/A,0,0
PATH/LAB,82000,TOTAL,16,251.14,251.14
PATH/LAB,82000,GLOBL,16,251.14,251.14
PATH/LAB,82003,TOTAL,13799,257706.94,256456.33
PATH/LAB,82003,26,N/A,0,0
PATH/LAB,82003,GLOBL,13799,257706.94,256456.33
PATH/LAB,82009,TOTAL,1334,8437.44,8375.28
PATH/LAB,82009,26,N/A,0,0
PATH/LAB,82009,GLOBL,1334,8437.44,8375.28
PATH/LAB,82010,TOTAL,2143,23663.33,23549.45
PATH/LAB,82010,26,N/A,0,0
PATH/LAB,82010,GLOBL,2143,23663.33,23549.45
PATH/LAB,82013,TOTAL,28,437.08,437.08
PATH/LAB,82013,GLOBL,28,437.08,437.08
PATH/LAB,82016,TOTAL,N/A,0,0
PATH/LAB,82016,GLOBL,N/A,0,0
PATH/LAB,82017,TOTAL,333,7839.31,7815.81
PATH/LAB,82017,GLOBL,333,7839.31,7815.81
PATH/LAB,82024,TOTAL,40774,2205647.7,2196641.71
PATH/LAB,82024,GLOBL,40774,2205647.7,2196641.71
PATH/LAB,82030,TOTAL,839,28790.84,28721.04
PATH/LAB,82030,GLOBL,839,28790.84,28721.04
PATH/LAB,82040,TOTAL,631399,1508997.12,1504702.95
PATH/LAB,82040,26,N/A,0,0
PATH/LAB,82040,GLOBL,631399,1508997.12,1504702.95
PATH/LAB,82042,TOTAL,18414,123286.29,122308.96
PATH/LAB,82042,26,N/A,0,0
PATH/LAB,82042,GLOBL,18414,123286.29,122308.96
PATH/LAB,82043,TOTAL,2842004,21285331.82,21225542.95
PATH/LAB,82043,26,N/A,0,0
PATH/LAB,82043,GLOBL,2842004,21285331.82,21225542.95
PATH/LAB,82044,TOTAL,579031,3277923.81,3253456.24
PATH/LAB,82044,GLOBL,579031,3277923.81,3253456.24
PATH/LAB,82045,TOTAL,1432,64518.11,64518.11
PATH/LAB,82045,GLOBL,1432,64518.11,64518.11
PATH/LAB,82055,TOTAL,511293,7794295.72,7725733.25
PATH/LAB,82055,26,N/A,0,0
PATH/LAB,82055,GLOBL,511293,7794295.72,7725733.25
PATH/LAB,82075,TOTAL,2568,43808.79,42694.71
PATH/LAB,82075,GLOBL,2568,43808.79,42694.71
PATH/LAB,82085,TOTAL,62521,854942.75,852862.49
PATH/LAB,82085,GLOBL,62521,854942.75,852862.49
PATH/LAB,82088,TOTAL,35675,2038222.13,2033993.78
PATH/LAB,82088,GLOBL,35675,2038222.13,2033993.78
PATH/LAB,82101,TOTAL,24137,968066.43,960104.82
PATH/LAB,82101,GLOBL,24137,968066.43,960104.82
PATH/LAB,82103,TOTAL,28900,545254.83,543614.21
PATH/LAB,82103,26,N/A,0,0
PATH/LAB,82103,GLOBL,28900,545254.83,543614.21
PATH/LAB,82104,TOTAL,7023,142881.13,142370.23
PATH/LAB,82104,GLOBL,7023,142881.13,142370.23
PATH/LAB,82105,TOTAL,122578,2889550.08,2883761.77
PATH/LAB,82105,26,N/A,0,0
PATH/LAB,82105,GLOBL,122578,2889550.08,2883761.77
PATH/LAB,82106,TOTAL,209,4958.44,4958.44
PATH/LAB,82106,GLOBL,209,4958.44,4958.44
PATH/LAB,82107,TOTAL,5007,424597.84,421752.83
PATH/LAB,82107,GLOBL,5007,424597.84,421752.83
PATH/LAB,82108,TOTAL,4471,158357.96,157274.29
PATH/LAB,82108,GLOBL,4471,158357.96,157274.29
PATH/LAB,82120,TOTAL,3512,17796.8,17566.38
PATH/LAB,82120,GLOBL,3512,17796.8,17566.38
PATH/LAB,82127,TOTAL,2900,56927,56927
PATH/LAB,82127,GLOBL,2900,56927,56927
PATH/LAB,82128,TOTAL,N/A,135.53,135.53
PATH/LAB,82128,GLOBL,N/A,135.53,135.53
PATH/LAB,82131,TOTAL,15870,376164.27,374881.47
PATH/LAB,82131,26,N/A,0,0
PATH/LAB,82131,GLOBL,15870,376164.27,374881.47
PATH/LAB,82135,TOTAL,196,4558.15,4491.83
PATH/LAB,82135,GLOBL,196,4558.15,4491.83
PATH/LAB,82136,TOTAL,17129,300484.3,299935.47
PATH/LAB,82136,GLOBL,17129,300484.3,299935.47
PATH/LAB,82139,TOTAL,7711,158287.37,157307.46
PATH/LAB,82139,GLOBL,7711,158287.37,157307.46
PATH/LAB,82140,TOTAL,148169,3024245.49,3020792.46
PATH/LAB,82140,26,N/A,0,0
PATH/LAB,82140,GLOBL,148169,3024245.49,3020792.46
PATH/LAB,82143,TOTAL,N/A,19.17,19.17
PATH/LAB,82143,GLOBL,N/A,19.17,19.17
PATH/LAB,82145,TOTAL,1239546,26168609.22,26070983.12
PATH/LAB,82145,GLOBL,1239546,26168609.22,26070983.12
PATH/LAB,82150,TOTAL,548463,5032369.69,5014654.51
PATH/LAB,82150,26,N/A,0,0
PATH/LAB,82150,GLOBL,548463,5032369.69,5014654.51
PATH/LAB,82154,TOTAL,219,8867.76,8801.51
PATH/LAB,82154,GLOBL,219,8867.76,8801.51
PATH/LAB,82157,TOTAL,6532,264643.37,263690.05
PATH/LAB,82157,GLOBL,6532,264643.37,263690.05
PATH/LAB,82160,TOTAL,1057,32995.03,32817.68
PATH/LAB,82160,GLOBL,1057,32995.03,32817.68
PATH/LAB,82163,TOTAL,34,970.87,970.87
PATH/LAB,82163,GLOBL,34,970.87,970.87
PATH/LAB,82164,TOTAL,40132,821185.91,818943.8
PATH/LAB,82164,GLOBL,40132,821185.91,818943.8
PATH/LAB,82172,TOTAL,636430,13727626.39,13721349.41
PATH/LAB,82172,GLOBL,636430,13727626.39,13721349.41
PATH/LAB,82175,TOTAL,16291,431854.84,431009.3
PATH/LAB,82175,GLOBL,16291,431854.84,431009.3
PATH/LAB,82180,TOTAL,12260,169729.15,169589.61
PATH/LAB,82180,GLOBL,12260,169729.15,169589.61
PATH/LAB,82190,TOTAL,189,2451.49,2451.49
PATH/LAB,82190,GLOBL,189,2451.49,2451.49
PATH/LAB,82205,TOTAL,885086,14329325.02,14266015.85
PATH/LAB,82205,GLOBL,885086,14329325.02,14266015.85
PATH/LAB,82232,TOTAL,159490,3635419.08,3627239.63
PATH/LAB,82232,GLOBL,159490,3635419.08,3627239.63
PATH/LAB,82239,TOTAL,9778,224972.52,224555.08
PATH/LAB,82239,GLOBL,9778,224972.52,224555.08
PATH/LAB,82240,TOTAL,3279,123049.6,123004.18
PATH/LAB,82240,GLOBL,3279,123049.6,123004.18
PATH/LAB,82247,TOTAL,589765,1074215.97,1070949.36
PATH/LAB,82247,26,N/A,0,0
PATH/LAB,82247,GLOBL,589765,1074215.97,1070949.36
PATH/LAB,82248,TOTAL,1627813,3594265.44,3587174.9
PATH/LAB,82248,26,N/A,0,0
PATH/LAB,82248,GLOBL,1627813,3594265.44,3587174.9
PATH/LAB,82252,TOTAL,31,141.07,141.07
PATH/LAB,82252,GLOBL,31,141.07,141.07
PATH/LAB,82261,TOTAL,46,1090.16,1090.16
PATH/LAB,82261,GLOBL,46,1090.16,1090.16
PATH/LAB,82270,TOTAL,742359.9,3384193.86,3368324.7
PATH/LAB,82270,26,N/A,0,0
PATH/LAB,82270,GLOBL,742359.9,3384193.86,3368324.7
PATH/LAB,82271,TOTAL,4219,19360.89,19259.05
PATH/LAB,82271,26,N/A,0,0
PATH/LAB,82271,GLOBL,4219,19360.89,19259.05
PATH/LAB,82272,TOTAL,210322,961769.83,957927.08
PATH/LAB,82272,26,N/A,0,0
PATH/LAB,82272,GLOBL,210322,961769.83,957927.08
PATH/LAB,82274,TOTAL,433425,9554736.07,9517248.34
PATH/LAB,82274,26,N/A,0,0
