CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,
,,,,,
"2012 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1378,,,,,
PROCEDURES/PROFESSIONAL SERVICES,G0117,TOTAL,348,17165.37,11252.74
PROCEDURES/PROFESSIONAL SERVICES,G0117,GLOBL,348,17165.37,11252.74
PROCEDURES/PROFESSIONAL SERVICES,G0118,TOTAL,11,364.9,190.64
PROCEDURES/PROFESSIONAL SERVICES,G0118,GLOBL,11,364.9,190.64
PROCEDURES/PROFESSIONAL SERVICES,G0120,TOTAL,141,15224.43,11985.01
PROCEDURES/PROFESSIONAL SERVICES,G0120,26,90,4201.49,3361.21
PROCEDURES/PROFESSIONAL SERVICES,G0120,TC,N/A,165.53,132.42
PROCEDURES/PROFESSIONAL SERVICES,G0120,GLOBL,51,10857.41,8491.38
PROCEDURES/PROFESSIONAL SERVICES,G0121,TOTAL,343361,85792234.98,85632429.87
PROCEDURES/PROFESSIONAL SERVICES,G0121,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0121,53,5622,352026.13,351482.44
PROCEDURES/PROFESSIONAL SERVICES,G0121,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0121,GLOBL,337739,85440208.85,85280947.43
PROCEDURES/PROFESSIONAL SERVICES,G0122,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0122,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0122,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0123,TOTAL,222592,6161345.21,6158421.77
PROCEDURES/PROFESSIONAL SERVICES,G0123,GLOBL,222592,6161345.21,6158421.77
PROCEDURES/PROFESSIONAL SERVICES,G0124,TOTAL,64732,1873464.18,1816517.54
PROCEDURES/PROFESSIONAL SERVICES,G0124,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0124,GLOBL,64732,1873464.18,1816517.54
PROCEDURES/PROFESSIONAL SERVICES,G0127,TOTAL,755207,12435554.04,9258628.19
PROCEDURES/PROFESSIONAL SERVICES,G0127,GLOBL,755207,12435554.04,9258628.19
PROCEDURES/PROFESSIONAL SERVICES,G0128,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0128,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0129,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0129,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0130,TOTAL,1064,33181.76,33028.23
PROCEDURES/PROFESSIONAL SERVICES,G0130,26,42,443.48,443.48
PROCEDURES/PROFESSIONAL SERVICES,G0130,TC,42,886.55,886.55
PROCEDURES/PROFESSIONAL SERVICES,G0130,GLOBL,980,31851.73,31698.2
PROCEDURES/PROFESSIONAL SERVICES,G0141,TOTAL,4446,129705.87,129644.98
PROCEDURES/PROFESSIONAL SERVICES,G0141,GLOBL,4446,129705.87,129644.98
PROCEDURES/PROFESSIONAL SERVICES,G0143,TOTAL,6271,178345.76,178315.91
PROCEDURES/PROFESSIONAL SERVICES,G0143,GLOBL,6271,178345.76,178315.91
PROCEDURES/PROFESSIONAL SERVICES,G0144,TOTAL,2598,78047.38,78047.38
PROCEDURES/PROFESSIONAL SERVICES,G0144,GLOBL,2598,78047.38,78047.38
PROCEDURES/PROFESSIONAL SERVICES,G0145,TOTAL,663484,23724654.85,23715810.95
PROCEDURES/PROFESSIONAL SERVICES,G0145,GLOBL,663484,23724654.85,23715810.95
PROCEDURES/PROFESSIONAL SERVICES,G0147,TOTAL,22,353.49,353.49
PROCEDURES/PROFESSIONAL SERVICES,G0147,GLOBL,22,353.49,353.49
PROCEDURES/PROFESSIONAL SERVICES,G0148,TOTAL,2307,49054.59,49054.59
PROCEDURES/PROFESSIONAL SERVICES,G0148,GLOBL,2307,49054.59,49054.59
PROCEDURES/PROFESSIONAL SERVICES,G0151,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0151,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0152,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0152,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0153,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0153,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0154,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0154,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0154,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0155,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0155,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0156,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0156,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0157,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0157,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0158,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0158,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0159,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0159,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0159,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0160,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0160,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0161,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0161,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0162,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0162,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0163,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0163,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0164,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0164,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0166,TOTAL,208110,32399017.05,25667549.45
PROCEDURES/PROFESSIONAL SERVICES,G0166,GLOBL,208110,32399017.05,25667549.45
PROCEDURES/PROFESSIONAL SERVICES,G0168,TOTAL,35852,1090630.08,845903.29
PROCEDURES/PROFESSIONAL SERVICES,G0168,GLOBL,35852,1090630.08,845903.29
PROCEDURES/PROFESSIONAL SERVICES,G0173,TOTAL,N/A,360,288
PROCEDURES/PROFESSIONAL SERVICES,G0173,GLOBL,N/A,360,288
PROCEDURES/PROFESSIONAL SERVICES,G0175,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0175,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0176,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0176,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0177,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0177,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0179,TOTAL,1292676,51541329.17,39075838.58
PROCEDURES/PROFESSIONAL SERVICES,G0179,GLOBL,1292676,51541329.17,39075838.58
PROCEDURES/PROFESSIONAL SERVICES,G0180,TOTAL,1391352,72862460.31,56731953.13
PROCEDURES/PROFESSIONAL SERVICES,G0180,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0180,GLOBL,1391352,72862460.31,56731953.13
PROCEDURES/PROFESSIONAL SERVICES,G0181,TOTAL,429265,44933486.31,35423339.32
PROCEDURES/PROFESSIONAL SERVICES,G0181,GLOBL,429265,44933486.31,35423339.32
PROCEDURES/PROFESSIONAL SERVICES,G0182,TOTAL,36052,3775255.46,2896331.85
PROCEDURES/PROFESSIONAL SERVICES,G0182,GLOBL,36052,3775255.46,2896331.85
PROCEDURES/PROFESSIONAL SERVICES,G0186,TOTAL,141,143498.48,114687.06
PROCEDURES/PROFESSIONAL SERVICES,G0186,GLOBL,141,143498.48,114687.06
PROCEDURES/PROFESSIONAL SERVICES,G0202,TOTAL,5708548,394562688.06,393853249.76
PROCEDURES/PROFESSIONAL SERVICES,G0202,26,3773261,130093850.68,129961821.34
PROCEDURES/PROFESSIONAL SERVICES,G0202,TC,274599,27655128.45,27616479.27
PROCEDURES/PROFESSIONAL SERVICES,G0202,GLOBL,1660688,236813708.93,236274949.15
PROCEDURES/PROFESSIONAL SERVICES,G0204,TOTAL,662240,55610956.77,40924453.46
PROCEDURES/PROFESSIONAL SERVICES,G0204,26,445034,19274552.17,14113700.61
PROCEDURES/PROFESSIONAL SERVICES,G0204,TC,21728,2598504.96,1910765.07
PROCEDURES/PROFESSIONAL SERVICES,G0204,GLOBL,195478,33737899.64,24899987.78
PROCEDURES/PROFESSIONAL SERVICES,G0206,TOTAL,859794,56465396.02,40842793.08
PROCEDURES/PROFESSIONAL SERVICES,G0206,26,585224,20301975.82,14695283.85
PROCEDURES/PROFESSIONAL SERVICES,G0206,TC,31016,2929620.57,2107122.04
PROCEDURES/PROFESSIONAL SERVICES,G0206,GLOBL,243554,33233799.63,24040387.19
PROCEDURES/PROFESSIONAL SERVICES,G0219,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0219,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0235,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0237,TOTAL,124146,1348280.13,1064412.82
PROCEDURES/PROFESSIONAL SERVICES,G0237,GLOBL,124146,1348280.13,1064412.82
PROCEDURES/PROFESSIONAL SERVICES,G0238,TOTAL,168102,1942858.32,1538811.2
PROCEDURES/PROFESSIONAL SERVICES,G0238,GLOBL,168102,1942858.32,1538811.2
PROCEDURES/PROFESSIONAL SERVICES,G0239,TOTAL,7279,92908.78,73564.65
PROCEDURES/PROFESSIONAL SERVICES,G0239,GLOBL,7279,92908.78,73564.65
PROCEDURES/PROFESSIONAL SERVICES,G0245,TOTAL,3240,193523.17,142458.23
PROCEDURES/PROFESSIONAL SERVICES,G0245,GLOBL,3240,193523.17,142458.23
PROCEDURES/PROFESSIONAL SERVICES,G0246,TOTAL,8080,281846.98,203828.49
PROCEDURES/PROFESSIONAL SERVICES,G0246,GLOBL,8080,281846.98,203828.49
PROCEDURES/PROFESSIONAL SERVICES,G0247,TOTAL,8612,493261.78,367927.18
PROCEDURES/PROFESSIONAL SERVICES,G0247,GLOBL,8612,493261.78,367927.18
PROCEDURES/PROFESSIONAL SERVICES,G0248,TOTAL,47698,6684871.2,5144512.15
PROCEDURES/PROFESSIONAL SERVICES,G0248,GLOBL,47698,6684871.2,5144512.15
PROCEDURES/PROFESSIONAL SERVICES,G0249,TOTAL,735236,97319021.01,75029276.03
PROCEDURES/PROFESSIONAL SERVICES,G0249,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0249,GLOBL,735236,97319021.01,75029276.03
PROCEDURES/PROFESSIONAL SERVICES,G0250,TOTAL,222299,2038414.18,1581978.84
PROCEDURES/PROFESSIONAL SERVICES,G0250,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0250,GLOBL,222299,2038414.18,1581978.84
PROCEDURES/PROFESSIONAL SERVICES,G0251,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0251,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0252,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0255,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0255,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0257,TOTAL,N/A,23.05,18.44
PROCEDURES/PROFESSIONAL SERVICES,G0257,GLOBL,N/A,23.05,18.44
PROCEDURES/PROFESSIONAL SERVICES,G0259,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0259,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0260,TOTAL,62501,15776995.28,12451519.72
PROCEDURES/PROFESSIONAL SERVICES,G0260,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0260,TC,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0260,GLOBL,62501,15776995.28,12451519.72
PROCEDURES/PROFESSIONAL SERVICES,G0268,TOTAL,130331,6532287.26,4938511.18
PROCEDURES/PROFESSIONAL SERVICES,G0268,GLOBL,130331,6532287.26,4938511.18
PROCEDURES/PROFESSIONAL SERVICES,G0269,TOTAL,N/A,0.01,0.01
PROCEDURES/PROFESSIONAL SERVICES,G0269,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0269,GLOBL,N/A,0.01,0.01
PROCEDURES/PROFESSIONAL SERVICES,G0270,TOTAL,22186,576964.33,576743.34
PROCEDURES/PROFESSIONAL SERVICES,G0270,GLOBL,22186,576964.33,576743.34
PROCEDURES/PROFESSIONAL SERVICES,G0271,TOTAL,335,4375.47,4375.47
PROCEDURES/PROFESSIONAL SERVICES,G0271,GLOBL,335,4375.47,4375.47
PROCEDURES/PROFESSIONAL SERVICES,G0275,TOTAL,6313,78830.14,62789.64
PROCEDURES/PROFESSIONAL SERVICES,G0275,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0275,GLOBL,6313,78830.14,62789.64
PROCEDURES/PROFESSIONAL SERVICES,G0278,TOTAL,13148,168511.78,134090.36
PROCEDURES/PROFESSIONAL SERVICES,G0278,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0278,GLOBL,13148,168511.78,134090.36
PROCEDURES/PROFESSIONAL SERVICES,G0281,TOTAL,5780,72329.39,57318.62
PROCEDURES/PROFESSIONAL SERVICES,G0281,GLOBL,5780,72329.39,57318.62
PROCEDURES/PROFESSIONAL SERVICES,G0282,TOTAL,N/A,0.04,0.04
PROCEDURES/PROFESSIONAL SERVICES,G0282,GLOBL,N/A,0.04,0.04
PROCEDURES/PROFESSIONAL SERVICES,G0283,TOTAL,6759859.3,82579298.06,64972115.24
PROCEDURES/PROFESSIONAL SERVICES,G0283,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0283,GLOBL,6759859.3,82579298.06,64972115.24
PROCEDURES/PROFESSIONAL SERVICES,G0288,TOTAL,2866,184833.82,145691.88
PROCEDURES/PROFESSIONAL SERVICES,G0288,GLOBL,2866,184833.82,145691.88
PROCEDURES/PROFESSIONAL SERVICES,G0289,TOTAL,3976,337735.24,266946.74
PROCEDURES/PROFESSIONAL SERVICES,G0289,GLOBL,3976,337735.24,266946.74
PROCEDURES/PROFESSIONAL SERVICES,G0290,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0290,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0290,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0291,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0291,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0293,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0293,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0294,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0294,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0295,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0295,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0302,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0302,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0303,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0303,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0304,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0304,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0305,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0305,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0306,TOTAL,68420,750426.87,750147.02
PROCEDURES/PROFESSIONAL SERVICES,G0306,GLOBL,68420,750426.87,750147.02
PROCEDURES/PROFESSIONAL SERVICES,G0307,TOTAL,40904,363690.15,363679.43
PROCEDURES/PROFESSIONAL SERVICES,G0307,GLOBL,40904,363690.15,363679.43
PROCEDURES/PROFESSIONAL SERVICES,G0311,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0311,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0328,TOTAL,603042,13122390.86,13102422.13
PROCEDURES/PROFESSIONAL SERVICES,G0328,GLOBL,603042,13122390.86,13102422.13
PROCEDURES/PROFESSIONAL SERVICES,G0329,TOTAL,38,444.98,356.06
PROCEDURES/PROFESSIONAL SERVICES,G0329,GLOBL,38,444.98,356.06
PROCEDURES/PROFESSIONAL SERVICES,G0333,TOTAL,255040,14532125.71,11011269.89
PROCEDURES/PROFESSIONAL SERVICES,G0333,GLOBL,255040,14532125.71,11011269.89
PROCEDURES/PROFESSIONAL SERVICES,G0337,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0337,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0339,TOTAL,1995,5668241.96,4527978.42
PROCEDURES/PROFESSIONAL SERVICES,G0339,GLOBL,1995,5668241.96,4527978.42
PROCEDURES/PROFESSIONAL SERVICES,G0340,TOTAL,5064,11617448.37,9283584.01
PROCEDURES/PROFESSIONAL SERVICES,G0340,GLOBL,5064,11617448.37,9283584.01
PROCEDURES/PROFESSIONAL SERVICES,G0341,TOTAL,N/A,933.73,746.98
PROCEDURES/PROFESSIONAL SERVICES,G0341,GLOBL,N/A,933.73,746.98
PROCEDURES/PROFESSIONAL SERVICES,G0342,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0342,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0343,TOTAL,N/A,80,64
PROCEDURES/PROFESSIONAL SERVICES,G0343,GLOBL,N/A,80,64
PROCEDURES/PROFESSIONAL SERVICES,G0344,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0344,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0364,TOTAL,82726,838834.79,662882.22
PROCEDURES/PROFESSIONAL SERVICES,G0364,GLOBL,82726,838834.79,662882.22
PROCEDURES/PROFESSIONAL SERVICES,G0365,TOTAL,36499,3777875.27,2957894.21
PROCEDURES/PROFESSIONAL SERVICES,G0365,26,14192,172356.19,135492.23
PROCEDURES/PROFESSIONAL SERVICES,G0365,TC,562,85669.21,67634.68
PROCEDURES/PROFESSIONAL SERVICES,G0365,GLOBL,21745,3519849.87,2754767.3
PROCEDURES/PROFESSIONAL SERVICES,G0366,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0366,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0372,TOTAL,14470,131824.25,99773.39
PROCEDURES/PROFESSIONAL SERVICES,G0372,GLOBL,14470,131824.25,99773.39
PROCEDURES/PROFESSIONAL SERVICES,G0378,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0378,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0379,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0379,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0380,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0380,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0381,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0381,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0382,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0382,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0383,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0383,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0384,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0384,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0389,TOTAL,76211,6826687.65,6812451.09
PROCEDURES/PROFESSIONAL SERVICES,G0389,26,19767,553929.44,552888.8
PROCEDURES/PROFESSIONAL SERVICES,G0389,TC,5085,409469.15,408521.54
PROCEDURES/PROFESSIONAL SERVICES,G0389,GLOBL,51359,5863289.06,5851040.75
PROCEDURES/PROFESSIONAL SERVICES,G0390,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0390,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0394,TOTAL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0394,GLOBL,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0396,TOTAL,24470,833700.07,639415.91
PROCEDURES/PROFESSIONAL SERVICES,G0396,GLOBL,24470,833700.07,639415.91
PROCEDURES/PROFESSIONAL SERVICES,G0397,TOTAL,1764,117809.67,89781.81
PROCEDURES/PROFESSIONAL SERVICES,G0397,GLOBL,1764,117809.67,89781.81
PROCEDURES/PROFESSIONAL SERVICES,G0398,TOTAL,3955,814338.13,641377.2
PROCEDURES/PROFESSIONAL SERVICES,G0398,26,472,43973.41,34883.36
PROCEDURES/PROFESSIONAL SERVICES,G0398,TC,614,92527.73,72449.65
PROCEDURES/PROFESSIONAL SERVICES,G0398,GLOBL,2869,677836.99,534044.19
PROCEDURES/PROFESSIONAL SERVICES,G0399,TOTAL,25171,3938485.84,3091118.16
PROCEDURES/PROFESSIONAL SERVICES,G0399,26,4255,351670.13,275644.61
PROCEDURES/PROFESSIONAL SERVICES,G0399,TC,5259,655073.18,503474.09
PROCEDURES/PROFESSIONAL SERVICES,G0399,GLOBL,15657,2931742.53,2311999.46
PROCEDURES/PROFESSIONAL SERVICES,G0400,TOTAL,1540,257467.76,202885.41
PROCEDURES/PROFESSIONAL SERVICES,G0400,26,269,18817.15,14531.75
PROCEDURES/PROFESSIONAL SERVICES,G0400,TC,178,19539.92,15302.58
PROCEDURES/PROFESSIONAL SERVICES,G0400,GLOBL,1093,219110.69,173051.08
PROCEDURES/PROFESSIONAL SERVICES,G0402,TOTAL,314877.1,47177681.74,47099880.39
PROCEDURES/PROFESSIONAL SERVICES,G0402,GLOBL,314877.1,47177681.74,47099880.39
PROCEDURES/PROFESSIONAL SERVICES,G0403,TOTAL,128198,2446039.01,1213513.55
PROCEDURES/PROFESSIONAL SERVICES,G0403,26,N/A,0,0
PROCEDURES/PROFESSIONAL SERVICES,G0403,GLOBL,128198,2446039.01,1213513.55
PROCEDURES/PROFESSIONAL SERVICES,G0404,TOTAL,4664,47854.13,24005.63
PROCEDURES/PROFESSIONAL SERVICES,G0404,GLOBL,4664,47854.13,24005.63
