Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - Q0000 - Q9957,,,,,
,BESS REPORTS, CODE RANGES,,,
Q9948,TOTAL,,"826,934","$345,734.36 ","$275,775.19 "
Q9949,TOTAL,,"31,244,185","$11,029,728.49 ","$8,783,148.19 "
Q9950,TOTAL,,"11,870,492","$2,863,833.42 ","$2,278,872.98 "
Q9951,TOTAL,,"25,365","$66,337.80 ","$53,017.93 "
Q9952,TOTAL,,"1,389,599","$3,925,570.03 ","$3,121,315.79 "
Q9953,TOTAL,,"1,734","$42,728.08 ","$34,182.48 "
Q9954,TOTAL,,"7,194","$10,691.27 ","$8,531.99 "
Q9955,TOTAL,,61,$795.01 ,$636.00 
Q9956,TOTAL,,"4,098","$169,067.95 ","$134,764.41 "
Q9957,TOTAL,,"24,215","$1,367,818.49 ","$1,081,471.45 "
,,,,,
