CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,
"""2015 Part B National Summary Data File
Code Range: 04) Path/Lab (80000 - 89999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-3394 ,,,,,,
PATH/LAB,80341,GLOBL,N/A,0,0,
PATH/LAB,80341,TOTAL,N/A,0,0,
PATH/LAB,80342,GLOBL,N/A,0,0,
PATH/LAB,80342,TOTAL,N/A,0,0,
PATH/LAB,80343,GLOBL,N/A,0,0,
PATH/LAB,80343,TOTAL,N/A,0,0,
PATH/LAB,80344,GLOBL,N/A,0,0,
PATH/LAB,80344,TOTAL,N/A,0,0,
PATH/LAB,80345,GLOBL,N/A,0,0,
PATH/LAB,80345,TOTAL,N/A,0,0,
PATH/LAB,80346,GLOBL,N/A,0,0,
PATH/LAB,80346,TOTAL,N/A,0,0,
PATH/LAB,80347,GLOBL,N/A,0,0,
PATH/LAB,80347,TOTAL,N/A,0,0,
PATH/LAB,80348,GLOBL,N/A,0,0,
PATH/LAB,80348,TOTAL,N/A,0,0,
PATH/LAB,80349,26,N/A,0,0,
PATH/LAB,80349,GLOBL,N/A,0,0,
PATH/LAB,80349,TOTAL,N/A,0,0,
PATH/LAB,80350,GLOBL,N/A,0,0,
PATH/LAB,80350,TOTAL,N/A,0,0,
PATH/LAB,80351,GLOBL,N/A,0,0,
PATH/LAB,80351,TOTAL,N/A,0,0,
PATH/LAB,80352,GLOBL,N/A,0,0,
PATH/LAB,80352,TOTAL,N/A,0,0,
PATH/LAB,80353,GLOBL,N/A,0,0,
PATH/LAB,80353,TOTAL,N/A,0,0,
PATH/LAB,80354,GLOBL,N/A,0,0,
PATH/LAB,80354,TOTAL,N/A,0,0,
PATH/LAB,80355,GLOBL,N/A,0,0,
PATH/LAB,80355,TOTAL,N/A,0,0,
PATH/LAB,80356,GLOBL,N/A,0,0,
PATH/LAB,80356,TOTAL,N/A,0,0,
PATH/LAB,80357,GLOBL,N/A,0,0,
PATH/LAB,80357,TOTAL,N/A,0,0,
PATH/LAB,80358,GLOBL,N/A,0,0,
PATH/LAB,80358,TOTAL,N/A,0,0,
PATH/LAB,80359,GLOBL,N/A,0,0,
PATH/LAB,80359,TOTAL,N/A,0,0,
PATH/LAB,80360,GLOBL,N/A,0,0,
PATH/LAB,80360,TOTAL,N/A,0,0,
PATH/LAB,80361,GLOBL,N/A,0,0,
PATH/LAB,80361,TOTAL,N/A,0,0,
PATH/LAB,80362,GLOBL,N/A,0,0,
PATH/LAB,80362,TOTAL,N/A,0,0,
PATH/LAB,80363,GLOBL,N/A,0,0,
PATH/LAB,80363,TOTAL,N/A,0,0,
PATH/LAB,80364,26,N/A,0,0,
PATH/LAB,80364,GLOBL,N/A,0,0,
PATH/LAB,80364,TOTAL,N/A,0,0,
PATH/LAB,80365,26,N/A,0,0,
PATH/LAB,80365,GLOBL,N/A,0,0,
PATH/LAB,80365,TOTAL,N/A,0,0,
PATH/LAB,80366,GLOBL,N/A,0,0,
PATH/LAB,80366,TOTAL,N/A,0,0,
PATH/LAB,80367,GLOBL,N/A,0,0,
PATH/LAB,80367,TOTAL,N/A,0,0,
PATH/LAB,80368,GLOBL,N/A,0,0,
PATH/LAB,80368,TOTAL,N/A,0,0,
PATH/LAB,80369,GLOBL,N/A,0,0,
PATH/LAB,80369,TOTAL,N/A,0,0,
PATH/LAB,80370,GLOBL,N/A,0,0,
PATH/LAB,80370,TOTAL,N/A,0,0,
PATH/LAB,80371,GLOBL,N/A,0,0,
PATH/LAB,80371,TOTAL,N/A,0,0,
PATH/LAB,80372,GLOBL,N/A,0,0,
PATH/LAB,80372,TOTAL,N/A,0,0,
PATH/LAB,80373,26,N/A,0,0,
PATH/LAB,80373,GLOBL,N/A,0,0,
PATH/LAB,80373,TOTAL,N/A,0,0,
PATH/LAB,80374,GLOBL,N/A,0,0,
PATH/LAB,80374,TOTAL,N/A,0,0,
PATH/LAB,80375,GLOBL,N/A,0,0,
PATH/LAB,80375,TOTAL,N/A,0,0,
PATH/LAB,80376,GLOBL,N/A,0,0,
PATH/LAB,80376,TOTAL,N/A,0,0,
PATH/LAB,80377,GLOBL,N/A,0,0,
PATH/LAB,80377,TOTAL,N/A,0,0,
PATH/LAB,80400,GLOBL,1603,70427.460000000006,68389.62,
PATH/LAB,80400,TOTAL,1603,70427.460000000006,68389.62,
PATH/LAB,80402,GLOBL,N/A,591.65,502.51,
PATH/LAB,80402,TOTAL,N/A,591.65,502.51,
PATH/LAB,80406,GLOBL,N/A,212.98,208.72,
PATH/LAB,80406,TOTAL,N/A,212.98,208.72,
PATH/LAB,80408,GLOBL,N/A,482.76,473.11,
PATH/LAB,80408,TOTAL,N/A,482.76,473.11,
PATH/LAB,80410,GLOBL,N/A,109.33,107.14,
PATH/LAB,80410,TOTAL,N/A,109.33,107.14,
PATH/LAB,80412,GLOBL,N/A,1794.28,1758.4,
PATH/LAB,80412,TOTAL,N/A,1794.28,1758.4,
PATH/LAB,80414,GLOBL,18,1118.05,1095.6199999999999,
PATH/LAB,80414,TOTAL,18,1118.05,1095.6199999999999,
PATH/LAB,80415,GLOBL,102,7594.45,7442.57,
PATH/LAB,80415,TOTAL,102,7594.45,7442.57,
PATH/LAB,80416,GLOBL,N/A,179.58,175.99,
PATH/LAB,80416,TOTAL,N/A,179.58,175.99,
PATH/LAB,80417,GLOBL,N/A,0,0,
PATH/LAB,80417,TOTAL,N/A,0,0,
PATH/LAB,80418,GLOBL,201,158352.13,153252.06,
PATH/LAB,80418,TOTAL,201,158352.13,153252.06,
PATH/LAB,80420,GLOBL,N/A,98.04,96.08,
PATH/LAB,80420,TOTAL,N/A,98.04,96.08,
PATH/LAB,80422,GLOBL,13,815.1,798.85,
PATH/LAB,80422,TOTAL,13,815.1,798.85,
PATH/LAB,80424,GLOBL,16,990.73,970.96,
PATH/LAB,80424,TOTAL,16,990.73,970.96,
PATH/LAB,80426,GLOBL,N/A,605.88,593.76,
PATH/LAB,80426,TOTAL,N/A,605.88,593.76,
PATH/LAB,80428,GLOBL,350,30360.52,29752.04,
PATH/LAB,80428,TOTAL,350,30360.52,29752.04,
PATH/LAB,80430,GLOBL,N/A,213.6,209.32,
PATH/LAB,80430,TOTAL,N/A,213.6,209.32,
PATH/LAB,80432,GLOBL,44,8045.58,7884.54,
PATH/LAB,80432,TOTAL,44,8045.58,7884.54,
PATH/LAB,80434,GLOBL,21,2891.28,2833.53,
PATH/LAB,80434,TOTAL,21,2891.28,2833.53,
PATH/LAB,80435,GLOBL,28,3925.32,3846.92,
PATH/LAB,80435,TOTAL,28,3925.32,3846.92,
PATH/LAB,80438,GLOBL,94,6446.21,6265.68,
PATH/LAB,80438,TOTAL,94,6446.21,6265.68,
PATH/LAB,80439,GLOBL,34,3109.98,3047.76,
PATH/LAB,80439,TOTAL,34,3109.98,3047.76,
PATH/LAB,80500,GLOBL,34705,730467.4,551731.48,
PATH/LAB,80500,TOTAL,34705,730467.4,551731.48,
PATH/LAB,80502,GLOBL,18770,1341591.3500000001,1018326.91,
PATH/LAB,80502,TOTAL,18770,1341591.3500000001,1018326.91,
PATH/LAB,81000,26,N/A,0,0,
PATH/LAB,81000,TC,N/A,0,0,
PATH/LAB,81000,GLOBL,2168676.1,9336616.8200000003,9078243.2400000002,
PATH/LAB,81000,TOTAL,2168676.1,9336616.8200000003,9078243.2400000002,
PATH/LAB,81001,26,N/A,0,0,
PATH/LAB,81001,GLOBL,7208789,31049919.600000001,30283342.93,
PATH/LAB,81001,TOTAL,7208789,31049919.600000001,30283342.93,
PATH/LAB,81002,26,N/A,0,0,
PATH/LAB,81002,TC,N/A,0,0,
PATH/LAB,81002,GLOBL,4177854,14412615.09,14033229.529999999,
PATH/LAB,81002,TOTAL,4177854,14412615.09,14033229.529999999,
PATH/LAB,81003,26,N/A,0,0,
PATH/LAB,81003,TC,N/A,0,0,
PATH/LAB,81003,GLOBL,6666616.4000000004,20357166.98,19844646.469999999,
PATH/LAB,81003,TOTAL,6666616.4000000004,20357166.98,19844646.469999999,
PATH/LAB,81005,26,N/A,0,0,
PATH/LAB,81005,TC,N/A,0,0,
PATH/LAB,81005,GLOBL,84707.8,247919.92,240222.34,
PATH/LAB,81005,TOTAL,84707.8,247919.92,240222.34,
PATH/LAB,81007,GLOBL,3093,10740.22,10400.31,
PATH/LAB,81007,TOTAL,3093,10740.22,10400.31,
PATH/LAB,81015,26,N/A,0,0,
PATH/LAB,81015,GLOBL,107906,441800.42,432116.57,
PATH/LAB,81015,TOTAL,107906,441800.42,432116.57,
PATH/LAB,81020,GLOBL,702,3500.97,3389.19,
PATH/LAB,81020,TOTAL,702,3500.97,3389.19,
PATH/LAB,81025,26,N/A,0,0,
PATH/LAB,81025,TC,N/A,0,0,
PATH/LAB,81025,GLOBL,82157,665591.41,644512.26,
PATH/LAB,81025,TOTAL,82157,665591.41,644512.26,
PATH/LAB,81050,26,N/A,0,0,
PATH/LAB,81050,GLOBL,70264,285035.46999999997,277961.12,
PATH/LAB,81050,TOTAL,70264,285035.46999999997,277961.12,
PATH/LAB,81099,GLOBL,3469,33668.400000000001,32650.63,
PATH/LAB,81099,TOTAL,3469,33668.400000000001,32650.63,
PATH/LAB,81161,GLOBL,N/A,140,137.19999999999999,
PATH/LAB,81161,TOTAL,N/A,140,137.19999999999999,
PATH/LAB,81200,GLOBL,N/A,0,0,
PATH/LAB,81200,TOTAL,N/A,0,0,
PATH/LAB,81201,GLOBL,1514,1110877.9099999999,1084698.7,
PATH/LAB,81201,TOTAL,1514,1110877.9099999999,1084698.7,
PATH/LAB,81202,GLOBL,747,72766.880000000005,71313.45,
PATH/LAB,81202,TOTAL,747,72766.880000000005,71313.45,
PATH/LAB,81203,GLOBL,1124,601624.69999999995,586600.19999999995,
PATH/LAB,81203,TOTAL,1124,601624.69999999995,586600.19999999995,
PATH/LAB,81205,GLOBL,N/A,93.9,92.02,
PATH/LAB,81205,TOTAL,N/A,93.9,92.02,
PATH/LAB,81206,GLOBL,14447,3140799.15,3069323.75,
PATH/LAB,81206,TOTAL,14447,3140799.15,3069323.75,
PATH/LAB,81207,GLOBL,9661,1729727.97,1691305.33,
PATH/LAB,81207,TOTAL,9661,1729727.97,1691305.33,
PATH/LAB,81208,GLOBL,283,60743.63,58884.66,
PATH/LAB,81208,TOTAL,283,60743.63,58884.66,
PATH/LAB,81209,GLOBL,N/A,0,0,
PATH/LAB,81209,TOTAL,N/A,0,0,
PATH/LAB,81210,26,N/A,0,0,
PATH/LAB,81210,GLOBL,10080,1856878.46,1814221.8,
PATH/LAB,81210,TOTAL,10080,1856878.46,1814221.8,
PATH/LAB,81211,GLOBL,19194,41695542.210000001,40732558.5,
PATH/LAB,81211,TOTAL,19194,41695542.210000001,40732558.5,
PATH/LAB,81212,GLOBL,1346,238269.7,233159.58,
PATH/LAB,81212,TOTAL,1346,238269.7,233159.58,
PATH/LAB,81213,GLOBL,18178,10557877.859999999,10317887,
PATH/LAB,81213,TOTAL,18178,10557877.859999999,10317887,
PATH/LAB,81214,GLOBL,470,674131.27,659368.29,
PATH/LAB,81214,TOTAL,470,674131.27,659368.29,
PATH/LAB,81215,GLOBL,100,9301,9092.16,
PATH/LAB,81215,TOTAL,100,9301,9092.16,
PATH/LAB,81216,GLOBL,N/A,7988.16,7828.4,
PATH/LAB,81216,TOTAL,N/A,7988.16,7828.4,
PATH/LAB,81217,GLOBL,173,16090.73,15709.7,
PATH/LAB,81217,TOTAL,173,16090.73,15709.7,
PATH/LAB,81220,26,N/A,0,0,
PATH/LAB,81220,GLOBL,N/A,93.94,92.06,
PATH/LAB,81220,TOTAL,N/A,93.94,92.06,
PATH/LAB,81221,GLOBL,N/A,0,0,
PATH/LAB,81221,TOTAL,N/A,0,0,
PATH/LAB,81222,GLOBL,N/A,0,0,
PATH/LAB,81222,TOTAL,N/A,0,0,
PATH/LAB,81223,GLOBL,N/A,1674.44,1640.95,
PATH/LAB,81223,TOTAL,N/A,1674.44,1640.95,
PATH/LAB,81224,GLOBL,N/A,0,0,
PATH/LAB,81224,TOTAL,N/A,0,0,
PATH/LAB,81225,GLOBL,139618,40601065.509999998,39782245.350000001,
PATH/LAB,81225,TOTAL,139618,40601065.509999998,39782245.350000001,
PATH/LAB,81226,GLOBL,140368,62981667.310000002,61710522.68,
PATH/LAB,81226,TOTAL,140368,62981667.310000002,61710522.68,
PATH/LAB,81227,GLOBL,29439,5128470.38,5025075.5,
PATH/LAB,81227,TOTAL,29439,5128470.38,5025075.5,
PATH/LAB,81228,26,N/A,0,0,
PATH/LAB,81228,GLOBL,N/A,1500,1470,
PATH/LAB,81228,TOTAL,N/A,1500,1470,
PATH/LAB,81229,GLOBL,N/A,71.45,70.02,
PATH/LAB,81229,TOTAL,N/A,71.45,70.02,
PATH/LAB,81235,26,N/A,0,0,
PATH/LAB,81235,GLOBL,12554,4227401.6900000004,4131421.59,
PATH/LAB,81235,TOTAL,12554,4227401.6900000004,4131421.59,
PATH/LAB,81240,26,N/A,0,0,
PATH/LAB,81240,GLOBL,174492,11671796.779999999,11433034.07,
PATH/LAB,81240,TOTAL,174492,11671796.779999999,11433034.07,
PATH/LAB,81241,GLOBL,180307,14978713.960000001,14675119.029999999,
PATH/LAB,81241,TOTAL,180307,14978713.960000001,14675119.029999999,
PATH/LAB,81242,GLOBL,516,48118.86,46867.83,
PATH/LAB,81242,TOTAL,516,48118.86,46867.83,
PATH/LAB,81243,GLOBL,N/A,0,0,
PATH/LAB,81243,TOTAL,N/A,0,0,
PATH/LAB,81244,GLOBL,N/A,0,0,
PATH/LAB,81244,TOTAL,N/A,0,0,
PATH/LAB,81245,GLOBL,3516,534753.65,524002.04,
PATH/LAB,81245,TOTAL,3516,534753.65,524002.04,
PATH/LAB,81246,TC,N/A,0,0,
PATH/LAB,81246,GLOBL,537,37040.769999999997,36299.39,
PATH/LAB,81246,TOTAL,537,37040.769999999997,36299.39,
PATH/LAB,81250,GLOBL,41,4561.8900000000003,4470.7299999999996,
PATH/LAB,81250,TOTAL,41,4561.8900000000003,4470.7299999999996,
PATH/LAB,81251,GLOBL,44,5306.48,5200.3500000000004,
PATH/LAB,81251,TOTAL,44,5306.48,5200.3500000000004,
PATH/LAB,81252,GLOBL,N/A,438.15,429.39,
PATH/LAB,81252,TOTAL,N/A,438.15,429.39,
PATH/LAB,81254,GLOBL,N/A,105,102.9,
PATH/LAB,81254,TOTAL,N/A,105,102.9,
PATH/LAB,81255,GLOBL,35,4197.68,4113.7299999999996,
PATH/LAB,81255,TOTAL,35,4197.68,4113.7299999999996,
PATH/LAB,81256,GLOBL,7960,703276.29,688377.52,
PATH/LAB,81256,TOTAL,7960,703276.29,688377.52,
PATH/LAB,81257,GLOBL,263,61663.43,59714.41,
PATH/LAB,81257,TOTAL,263,61663.43,59714.41,
PATH/LAB,81260,GLOBL,N/A,245.79,240.87,
PATH/LAB,81260,TOTAL,N/A,245.79,240.87,
PATH/LAB,81261,GLOBL,1544,411968.15,402253.58,
PATH/LAB,81261,TOTAL,1544,411968.15,402253.58,
PATH/LAB,81262,GLOBL,N/A,534.6,523.89,
PATH/LAB,81262,TOTAL,N/A,534.6,523.89,
PATH/LAB,81263,GLOBL,2334,905847.49,886060.61,
PATH/LAB,81263,TOTAL,2334,905847.49,886060.61,
PATH/LAB,81264,GLOBL,587,118280.49,115351.19,
PATH/LAB,81264,TOTAL,587,118280.49,115351.19,
PATH/LAB,81265,26,N/A,0,0,
PATH/LAB,81265,GLOBL,99,28792.65,27961.88,
PATH/LAB,81265,TOTAL,99,28792.65,27961.88,
PATH/LAB,81266,GLOBL,N/A,246,140.87,
PATH/LAB,81266,TOTAL,N/A,246,140.87,
PATH/LAB,81267,GLOBL,105,28871.61,27531.77,
PATH/LAB,81267,TOTAL,105,28871.61,27531.77,
PATH/LAB,81268,26,N/A,0,0,
PATH/LAB,81268,GLOBL,237,83611.48,75236.42,
PATH/LAB,81268,TOTAL,237,83611.48,75236.42,
PATH/LAB,81270,26,N/A,0,0,
PATH/LAB,81270,GLOBL,18561,2300791.02,2249489.9300000002,
