CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,
"""2015 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)"" ",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1954,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
PROCEDURES/PROFESSIONAL SERVICES,G0405,TOTAL,17818,151238.96,80128.06,
PROCEDURES/PROFESSIONAL SERVICES,G0406,GLOBL,5804,207587.08,158706.76999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0406,TOTAL,5804,207587.08,158706.76999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0407,GLOBL,6172,412432.9,314904.2,
PROCEDURES/PROFESSIONAL SERVICES,G0407,TOTAL,6172,412432.9,314904.2,
PROCEDURES/PROFESSIONAL SERVICES,G0408,GLOBL,4697,462230.62,356111.83,
PROCEDURES/PROFESSIONAL SERVICES,G0408,TOTAL,4697,462230.62,356111.83,
PROCEDURES/PROFESSIONAL SERVICES,G0409,GLOBL,61,757.96,576.66999999999996,
PROCEDURES/PROFESSIONAL SERVICES,G0409,TOTAL,61,757.96,576.66999999999996,
PROCEDURES/PROFESSIONAL SERVICES,G0410,GLOBL,N/A,204.19,160.09,
PROCEDURES/PROFESSIONAL SERVICES,G0410,TOTAL,N/A,204.19,160.09,
PROCEDURES/PROFESSIONAL SERVICES,G0411,GLOBL,27,846.99,664.2,
PROCEDURES/PROFESSIONAL SERVICES,G0411,TOTAL,27,846.99,664.2,
PROCEDURES/PROFESSIONAL SERVICES,G0412,GLOBL,61,28802.66,22581.279999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0412,TOTAL,61,28802.66,22581.279999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0413,GLOBL,676,593736.19999999995,463456.85,
PROCEDURES/PROFESSIONAL SERVICES,G0413,TOTAL,676,593736.19999999995,463456.85,
PROCEDURES/PROFESSIONAL SERVICES,G0414,GLOBL,409,217240.72,169962.04,
PROCEDURES/PROFESSIONAL SERVICES,G0414,TOTAL,409,217240.72,169962.04,
PROCEDURES/PROFESSIONAL SERVICES,G0415,GLOBL,175,180507.09,141451.76999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0415,TOTAL,175,180507.09,141451.76999999999,
PROCEDURES/PROFESSIONAL SERVICES,G0416,26,57801,10539381.76,8181456.8200000003,
PROCEDURES/PROFESSIONAL SERVICES,G0416,TC,22764,10810352.949999999,8434436.3100000005,
PROCEDURES/PROFESSIONAL SERVICES,G0416,GLOBL,56994,37113778.07,28935074.690000001,
PROCEDURES/PROFESSIONAL SERVICES,G0416,TOTAL,137559,58463512.780000001,45550967.820000008,
PROCEDURES/PROFESSIONAL SERVICES,G0419,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0419,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0420,GLOBL,4825.5,511540.95,391331.74,
PROCEDURES/PROFESSIONAL SERVICES,G0420,TOTAL,4825.5,511540.95,391331.74,
PROCEDURES/PROFESSIONAL SERVICES,G0421,GLOBL,1343,29112.36,21261.29,
PROCEDURES/PROFESSIONAL SERVICES,G0421,TOTAL,1343,29112.36,21261.29,
PROCEDURES/PROFESSIONAL SERVICES,G0422,GLOBL,4819,484204.09,374295.78,
PROCEDURES/PROFESSIONAL SERVICES,G0422,TOTAL,4819,484204.09,374295.78,
PROCEDURES/PROFESSIONAL SERVICES,G0423,GLOBL,4577,459735.76,357496.84,
PROCEDURES/PROFESSIONAL SERVICES,G0423,TOTAL,4577,459735.76,357496.84,
PROCEDURES/PROFESSIONAL SERVICES,G0424,GLOBL,20210,599886.94999999995,456647.75,
PROCEDURES/PROFESSIONAL SERVICES,G0424,TOTAL,20210,599886.94999999995,456647.75,
PROCEDURES/PROFESSIONAL SERVICES,G0425,GLOBL,6545,624797.84,480774.77,
PROCEDURES/PROFESSIONAL SERVICES,G0425,TOTAL,6545,624797.84,480774.77,
PROCEDURES/PROFESSIONAL SERVICES,G0426,GLOBL,2895,380996.2,293426.99,
PROCEDURES/PROFESSIONAL SERVICES,G0426,TOTAL,2895,380996.2,293426.99,
PROCEDURES/PROFESSIONAL SERVICES,G0427,GLOBL,3649,717113.96,554003.48,
PROCEDURES/PROFESSIONAL SERVICES,G0427,TOTAL,3649,717113.96,554003.48,
PROCEDURES/PROFESSIONAL SERVICES,G0428,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0428,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0429,GLOBL,634,65136.89,50117.72,
PROCEDURES/PROFESSIONAL SERVICES,G0429,TOTAL,634,65136.89,50117.72,
PROCEDURES/PROFESSIONAL SERVICES,G0431,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0431,GLOBL,2166049,202741062.63999999,197515664.81999999,
PROCEDURES/PROFESSIONAL SERVICES,G0431,TOTAL,2166049,202741062.63999999,197515664.81999999,
PROCEDURES/PROFESSIONAL SERVICES,G0432,GLOBL,10236,179243.04,175239.98,
PROCEDURES/PROFESSIONAL SERVICES,G0432,TOTAL,10236,179243.04,175239.98,
PROCEDURES/PROFESSIONAL SERVICES,G0433,GLOBL,1865,33160.29,32483.46,
PROCEDURES/PROFESSIONAL SERVICES,G0433,TOTAL,1865,33160.29,32483.46,
PROCEDURES/PROFESSIONAL SERVICES,G0434,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0434,GLOBL,1145937.1000000001,21374278.239999998,20642458.719999999,
PROCEDURES/PROFESSIONAL SERVICES,G0434,TOTAL,1145937.1000000001,21374278.239999998,20642458.719999999,
PROCEDURES/PROFESSIONAL SERVICES,G0435,GLOBL,110,1701.01,1651.42,
PROCEDURES/PROFESSIONAL SERVICES,G0435,TOTAL,110,1701.01,1651.42,
PROCEDURES/PROFESSIONAL SERVICES,G0436,GLOBL,188695,2566164.94,2506113.75,
PROCEDURES/PROFESSIONAL SERVICES,G0436,TOTAL,188695,2566164.94,2506113.75,
PROCEDURES/PROFESSIONAL SERVICES,G0437,GLOBL,34813,957858.6,936942.07,
PROCEDURES/PROFESSIONAL SERVICES,G0437,TOTAL,34813,957858.6,936942.07,
PROCEDURES/PROFESSIONAL SERVICES,G0438,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0438,GLOBL,1205587,202968717.08000001,198488347.47999999,
PROCEDURES/PROFESSIONAL SERVICES,G0438,TOTAL,1205587,202968717.08000001,198488347.47999999,
PROCEDURES/PROFESSIONAL SERVICES,G0439,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0439,GLOBL,4438304,515978488.88999999,505049452.39999998,
PROCEDURES/PROFESSIONAL SERVICES,G0439,TOTAL,4438304,515978488.88999999,505049452.39999998,
PROCEDURES/PROFESSIONAL SERVICES,G0442,GLOBL,216955.1,3909996.81,3825167.29,
PROCEDURES/PROFESSIONAL SERVICES,G0442,TOTAL,216955.1,3909996.81,3825167.29,
PROCEDURES/PROFESSIONAL SERVICES,G0443,GLOBL,1351,35332.730000000003,34626.44,
PROCEDURES/PROFESSIONAL SERVICES,G0443,TOTAL,1351,35332.730000000003,34626.44,
PROCEDURES/PROFESSIONAL SERVICES,G0444,GLOBL,535936.1,9689706.0600000005,9473847.9299999997,
PROCEDURES/PROFESSIONAL SERVICES,G0444,TOTAL,535936.1,9689706.0600000005,9473847.9299999997,
PROCEDURES/PROFESSIONAL SERVICES,G0445,GLOBL,1161,30940.13,30270.73,
PROCEDURES/PROFESSIONAL SERVICES,G0445,TOTAL,1161,30940.13,30270.73,
PROCEDURES/PROFESSIONAL SERVICES,G0446,GLOBL,108901.1,2853159.24,2791762.89,
PROCEDURES/PROFESSIONAL SERVICES,G0446,TOTAL,108901.1,2853159.24,2791762.89,
PROCEDURES/PROFESSIONAL SERVICES,G0447,GLOBL,168246,4418454.34,4322009.78,
PROCEDURES/PROFESSIONAL SERVICES,G0447,TOTAL,168246,4418454.34,4322009.78,
PROCEDURES/PROFESSIONAL SERVICES,G0448,GLOBL,N/A,50,39.200000000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0448,TOTAL,N/A,50,39.200000000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0451,GLOBL,307,3089.99,2189.37,
PROCEDURES/PROFESSIONAL SERVICES,G0451,TOTAL,307,3089.99,2189.37,
PROCEDURES/PROFESSIONAL SERVICES,G0452,26,116685,2236161.0699999998,1698017.36,
PROCEDURES/PROFESSIONAL SERVICES,G0452,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0452,TOTAL,116685,2236161.0699999998,1698017.36,
PROCEDURES/PROFESSIONAL SERVICES,G0453,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0453,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0453,GLOBL,366860.3,12495193.289999999,9773250.5700000003,
PROCEDURES/PROFESSIONAL SERVICES,G0453,TOTAL,366860.3,12495193.289999999,9773250.5700000003,
PROCEDURES/PROFESSIONAL SERVICES,G0454,GLOBL,4181,37496.76,28303.07,
PROCEDURES/PROFESSIONAL SERVICES,G0454,TOTAL,4181,37496.76,28303.07,
PROCEDURES/PROFESSIONAL SERVICES,G0455,GLOBL,1874,151098.46,117468.08,
PROCEDURES/PROFESSIONAL SERVICES,G0455,TOTAL,1874,151098.46,117468.08,
PROCEDURES/PROFESSIONAL SERVICES,G0458,GLOBL,22,44471.29,34750.230000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0458,TOTAL,22,44471.29,34750.230000000003,
PROCEDURES/PROFESSIONAL SERVICES,G0459,GLOBL,7594,302886.15000000002,231939.72,
PROCEDURES/PROFESSIONAL SERVICES,G0459,TOTAL,7594,302886.15000000002,231939.72,
PROCEDURES/PROFESSIONAL SERVICES,G0460,GLOBL,130,16393.39,12780.49,
PROCEDURES/PROFESSIONAL SERVICES,G0460,TOTAL,130,16393.39,12780.49,
PROCEDURES/PROFESSIONAL SERVICES,G0461,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0461,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0461,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0461,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0462,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0462,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0463,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0464,GLOBL,57600,28379808.420000002,27804035.109999999,
PROCEDURES/PROFESSIONAL SERVICES,G0464,TOTAL,57600,28379808.420000002,27804035.109999999,
PROCEDURES/PROFESSIONAL SERVICES,G0466,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0466,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0467,GLOBL,N/A,414.4,324.88,
PROCEDURES/PROFESSIONAL SERVICES,G0467,TOTAL,N/A,414.4,324.88,
PROCEDURES/PROFESSIONAL SERVICES,G0468,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0468,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0469,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0469,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0470,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0470,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0471,GLOBL,3783609,18887552.620000001,18509040.690000001,
PROCEDURES/PROFESSIONAL SERVICES,G0471,TOTAL,3783609,18887552.620000001,18509040.690000001,
PROCEDURES/PROFESSIONAL SERVICES,G0472,GLOBL,25008,588475.32999999996,576018.92000000004,
PROCEDURES/PROFESSIONAL SERVICES,G0472,TOTAL,25008,588475.32999999996,576018.92000000004,
PROCEDURES/PROFESSIONAL SERVICES,G0473,GLOBL,3283,40526.230000000003,39658.83,
PROCEDURES/PROFESSIONAL SERVICES,G0473,TOTAL,3283,40526.230000000003,39658.83,
PROCEDURES/PROFESSIONAL SERVICES,G0475,GLOBL,47,1028.46,1007.96,
PROCEDURES/PROFESSIONAL SERVICES,G0475,TOTAL,47,1028.46,1007.96,
PROCEDURES/PROFESSIONAL SERVICES,G0476,GLOBL,690,31575.9,30932.03,
PROCEDURES/PROFESSIONAL SERVICES,G0476,TOTAL,690,31575.9,30932.03,
PROCEDURES/PROFESSIONAL SERVICES,G0913,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0913,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0914,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0914,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0915,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0915,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0916,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0916,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0917,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0917,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0918,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0918,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0919,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G0919,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G3001,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G3001,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6001,26,13941,422650.8,327405.24,
PROCEDURES/PROFESSIONAL SERVICES,G6001,TC,1583,33234.94,25629.360000000001,
PROCEDURES/PROFESSIONAL SERVICES,G6001,GLOBL,7828,404598.1,315766.7,
PROCEDURES/PROFESSIONAL SERVICES,G6001,TOTAL,23352,860483.84,668801.30000000005,
PROCEDURES/PROFESSIONAL SERVICES,G6002,26,847584,17244004.579999998,13422829.82,
PROCEDURES/PROFESSIONAL SERVICES,G6002,TC,76876,4030543.14,3151650.51,
PROCEDURES/PROFESSIONAL SERVICES,G6002,GLOBL,525986,39042393.579999998,30425751.300000001,
PROCEDURES/PROFESSIONAL SERVICES,G6002,TOTAL,1450446,60316941.299999997,47000231.630000003,
PROCEDURES/PROFESSIONAL SERVICES,G6003,GLOBL,10907,1591646.63,1234871.3999999999,
PROCEDURES/PROFESSIONAL SERVICES,G6003,TOTAL,10907,1591646.63,1234871.3999999999,
PROCEDURES/PROFESSIONAL SERVICES,G6004,GLOBL,5300,659355.43000000005,514664.75,
PROCEDURES/PROFESSIONAL SERVICES,G6004,TOTAL,5300,659355.43000000005,514664.75,
PROCEDURES/PROFESSIONAL SERVICES,G6005,GLOBL,3507,473187.63,369487.91,
PROCEDURES/PROFESSIONAL SERVICES,G6005,TOTAL,3507,473187.63,369487.91,
PROCEDURES/PROFESSIONAL SERVICES,G6006,GLOBL,727,101521.89,77162.86,
PROCEDURES/PROFESSIONAL SERVICES,G6006,TOTAL,727,101521.89,77162.86,
PROCEDURES/PROFESSIONAL SERVICES,G6007,GLOBL,4827,1126539.25,878866.86,
PROCEDURES/PROFESSIONAL SERVICES,G6007,TOTAL,4827,1126539.25,878866.86,
PROCEDURES/PROFESSIONAL SERVICES,G6008,GLOBL,1628,282231.92,220085.48,
PROCEDURES/PROFESSIONAL SERVICES,G6008,TOTAL,1628,282231.92,220085.48,
PROCEDURES/PROFESSIONAL SERVICES,G6009,GLOBL,1161,209837.55,163725.63,
PROCEDURES/PROFESSIONAL SERVICES,G6009,TOTAL,1161,209837.55,163725.63,
PROCEDURES/PROFESSIONAL SERVICES,G6010,GLOBL,25,4293.08,3365.75,
PROCEDURES/PROFESSIONAL SERVICES,G6010,TOTAL,25,4293.08,3365.75,
PROCEDURES/PROFESSIONAL SERVICES,G6011,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6011,GLOBL,27168,7410974.1600000001,5678881.0300000003,
PROCEDURES/PROFESSIONAL SERVICES,G6011,TOTAL,27168,7410974.1600000001,5678881.0300000003,
PROCEDURES/PROFESSIONAL SERVICES,G6012,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6012,GLOBL,427895,96645442.950000003,75371382.319999993,
PROCEDURES/PROFESSIONAL SERVICES,G6012,TOTAL,427895,96645442.950000003,75371382.319999993,
PROCEDURES/PROFESSIONAL SERVICES,G6013,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6013,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6013,GLOBL,299359,74108670.609999999,57758608.609999999,
PROCEDURES/PROFESSIONAL SERVICES,G6013,TOTAL,299359,74108670.609999999,57758608.609999999,
PROCEDURES/PROFESSIONAL SERVICES,G6014,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6014,GLOBL,35077,9068587.6300000008,7070365.9500000002,
PROCEDURES/PROFESSIONAL SERVICES,G6014,TOTAL,35077,9068587.6300000008,7070365.9500000002,
PROCEDURES/PROFESSIONAL SERVICES,G6015,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6015,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6015,GLOBL,1281909,509880269.33999997,396905637.55000001,
PROCEDURES/PROFESSIONAL SERVICES,G6015,TOTAL,1281909,509880269.33999997,396905637.55000001,
PROCEDURES/PROFESSIONAL SERVICES,G6016,GLOBL,14081,5465791.6100000003,4274999.92,
PROCEDURES/PROFESSIONAL SERVICES,G6016,TOTAL,14081,5465791.6100000003,4274999.92,
PROCEDURES/PROFESSIONAL SERVICES,G6017,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6017,GLOBL,37931,2785202.57,2168406.96,
PROCEDURES/PROFESSIONAL SERVICES,G6017,TOTAL,37931,2785202.57,2168406.96,
PROCEDURES/PROFESSIONAL SERVICES,G6018,GLOBL,153,21883.360000000001,17008.13,
PROCEDURES/PROFESSIONAL SERVICES,G6018,TOTAL,153,21883.360000000001,17008.13,
PROCEDURES/PROFESSIONAL SERVICES,G6019,GLOBL,136,33586.050000000003,26211.34,
PROCEDURES/PROFESSIONAL SERVICES,G6019,TOTAL,136,33586.050000000003,26211.34,
PROCEDURES/PROFESSIONAL SERVICES,G6020,GLOBL,11,2233.15,1748.51,
PROCEDURES/PROFESSIONAL SERVICES,G6020,TOTAL,11,2233.15,1748.51,
PROCEDURES/PROFESSIONAL SERVICES,G6021,GLOBL,4217,1033954.2,809058.89,
PROCEDURES/PROFESSIONAL SERVICES,G6021,TOTAL,4217,1033954.2,809058.89,
PROCEDURES/PROFESSIONAL SERVICES,G6022,GLOBL,1022,193033.03,148573.54,
PROCEDURES/PROFESSIONAL SERVICES,G6022,TOTAL,1022,193033.03,148573.54,
PROCEDURES/PROFESSIONAL SERVICES,G6023,GLOBL,461,78142.64,60869.55,
PROCEDURES/PROFESSIONAL SERVICES,G6023,TOTAL,461,78142.64,60869.55,
PROCEDURES/PROFESSIONAL SERVICES,G6024,GLOBL,29516,9738428.2899999991,7536092.1100000003,
PROCEDURES/PROFESSIONAL SERVICES,G6024,TOTAL,29516,9738428.2899999991,7536092.1100000003,
PROCEDURES/PROFESSIONAL SERVICES,G6025,GLOBL,318,105026.89,81950.210000000006,
PROCEDURES/PROFESSIONAL SERVICES,G6025,TOTAL,318,105026.89,81950.210000000006,
PROCEDURES/PROFESSIONAL SERVICES,G6027,GLOBL,752,191475.69,148992.31,
PROCEDURES/PROFESSIONAL SERVICES,G6027,TOTAL,752,191475.69,148992.31,
PROCEDURES/PROFESSIONAL SERVICES,G6028,GLOBL,1235,389104.5,303207.28000000003,
PROCEDURES/PROFESSIONAL SERVICES,G6028,TOTAL,1235,389104.5,303207.28000000003,
PROCEDURES/PROFESSIONAL SERVICES,G6030,GLOBL,733082,17779201.93,17388890.129999999,
PROCEDURES/PROFESSIONAL SERVICES,G6030,TOTAL,733082,17779201.93,17388890.129999999,
PROCEDURES/PROFESSIONAL SERVICES,G6031,GLOBL,3167677,78409784.140000001,76631515.950000003,
PROCEDURES/PROFESSIONAL SERVICES,G6031,TOTAL,3167677,78409784.140000001,76631515.950000003,
PROCEDURES/PROFESSIONAL SERVICES,G6032,GLOBL,616446,14417343.65,14101611.85,
PROCEDURES/PROFESSIONAL SERVICES,G6032,TOTAL,616446,14417343.65,14101611.85,
PROCEDURES/PROFESSIONAL SERVICES,G6034,GLOBL,368250,7611620.8499999996,7453888.7300000004,
PROCEDURES/PROFESSIONAL SERVICES,G6034,TOTAL,368250,7611620.8499999996,7453888.7300000004,
PROCEDURES/PROFESSIONAL SERVICES,G6035,GLOBL,884,19589.439999999999,19159.11,
PROCEDURES/PROFESSIONAL SERVICES,G6035,TOTAL,884,19589.439999999999,19159.11,
PROCEDURES/PROFESSIONAL SERVICES,G6036,GLOBL,575368,13464508.16,13171884.33,
PROCEDURES/PROFESSIONAL SERVICES,G6036,TOTAL,575368,13464508.16,13171884.33,
PROCEDURES/PROFESSIONAL SERVICES,G6037,GLOBL,703441,12676415.76,12400169.119999999,
PROCEDURES/PROFESSIONAL SERVICES,G6037,TOTAL,703441,12676415.76,12400169.119999999,
PROCEDURES/PROFESSIONAL SERVICES,G6038,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6038,GLOBL,13497,130360.92,127766.61,
PROCEDURES/PROFESSIONAL SERVICES,G6038,TOTAL,13497,130360.92,127766.61,
PROCEDURES/PROFESSIONAL SERVICES,G6039,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6039,GLOBL,51557,1306752.78,1280104.07,
PROCEDURES/PROFESSIONAL SERVICES,G6039,TOTAL,51557,1306752.78,1280104.07,
PROCEDURES/PROFESSIONAL SERVICES,G6040,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G6040,GLOBL,859694,12563470.99,12267116.33,
PROCEDURES/PROFESSIONAL SERVICES,G6040,TOTAL,859694,12563470.99,12267116.33,
PROCEDURES/PROFESSIONAL SERVICES,G6041,GLOBL,391027,15401389.699999999,15049364.279999999,
PROCEDURES/PROFESSIONAL SERVICES,G6041,TOTAL,391027,15401389.699999999,15049364.279999999,
PROCEDURES/PROFESSIONAL SERVICES,G6042,GLOBL,2878847.4,58665426.950000003,57342042.880000003,
PROCEDURES/PROFESSIONAL SERVICES,G6042,TOTAL,2878847.4,58665426.950000003,57342042.880000003,
PROCEDURES/PROFESSIONAL SERVICES,G6043,GLOBL,1316902.2,20457507.25,20006345.719999999,
PROCEDURES/PROFESSIONAL SERVICES,G6043,TOTAL,1316902.2,20457507.25,20006345.719999999,
PROCEDURES/PROFESSIONAL SERVICES,G6044,GLOBL,2048036,38533228.439999998,37669729.479999997,
PROCEDURES/PROFESSIONAL SERVICES,G6044,TOTAL,2048036,38533228.439999998,37669729.479999997,
PROCEDURES/PROFESSIONAL SERVICES,G6045,GLOBL,1374242,37808992.979999997,36954555.710000001,
PROCEDURES/PROFESSIONAL SERVICES,G6045,TOTAL,1374242,37808992.979999997,36954555.710000001,
PROCEDURES/PROFESSIONAL SERVICES,G6046,GLOBL,1357932.1,46580843.640000001,45520688.329999998,
PROCEDURES/PROFESSIONAL SERVICES,G6046,TOTAL,1357932.1,46580843.640000001,45520688.329999998,
PROCEDURES/PROFESSIONAL SERVICES,G6047,GLOBL,21200,742979.67,727799.67,
PROCEDURES/PROFESSIONAL SERVICES,G6047,TOTAL,21200,742979.67,727799.67,
PROCEDURES/PROFESSIONAL SERVICES,G6048,GLOBL,2940,55418.080000000002,54300.92,
PROCEDURES/PROFESSIONAL SERVICES,G6048,TOTAL,2940,55418.080000000002,54300.92,
PROCEDURES/PROFESSIONAL SERVICES,G6050,GLOBL,13297,312745.44,306374.69,
PROCEDURES/PROFESSIONAL SERVICES,G6050,TOTAL,13297,312745.44,306374.69,
PROCEDURES/PROFESSIONAL SERVICES,G6051,GLOBL,284812,7636505,7458781.4900000002,
PROCEDURES/PROFESSIONAL SERVICES,G6051,TOTAL,284812,7636505,7458781.4900000002,
PROCEDURES/PROFESSIONAL SERVICES,G6052,GLOBL,1930343.4,46023887.210000001,44963996.439999998,
PROCEDURES/PROFESSIONAL SERVICES,G6052,TOTAL,1930343.4,46023887.210000001,44963996.439999998,
PROCEDURES/PROFESSIONAL SERVICES,G6053,GLOBL,2488696,53831079.140000001,52611211.5,
PROCEDURES/PROFESSIONAL SERVICES,G6053,TOTAL,2488696,53831079.140000001,52611211.5,
PROCEDURES/PROFESSIONAL SERVICES,G6054,GLOBL,5500,109290.44,107073.98,
PROCEDURES/PROFESSIONAL SERVICES,G6054,TOTAL,5500,109290.44,107073.98,
PROCEDURES/PROFESSIONAL SERVICES,G6055,GLOBL,216599,6819238.71,6669961.4400000004,
PROCEDURES/PROFESSIONAL SERVICES,G6055,TOTAL,216599,6819238.71,6669961.4400000004,
PROCEDURES/PROFESSIONAL SERVICES,G6056,GLOBL,8069194.9000000004,211883244.02000001,207195969.91,
PROCEDURES/PROFESSIONAL SERVICES,G6056,TOTAL,8069194.9000000004,211883244.02000001,207195969.91,
PROCEDURES/PROFESSIONAL SERVICES,G6057,GLOBL,32038,666369.21,652461.52,
PROCEDURES/PROFESSIONAL SERVICES,G6057,TOTAL,32038,666369.21,652461.52,
PROCEDURES/PROFESSIONAL SERVICES,G6058,GLOBL,4261182,76170476.340000004,74476257.269999996,
PROCEDURES/PROFESSIONAL SERVICES,G6058,TOTAL,4261182,76170476.340000004,74476257.269999996,
PROCEDURES/PROFESSIONAL SERVICES,G8126,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8126,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8127,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8127,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8128,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8128,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8395,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8395,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8396,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8396,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8397,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8397,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8398,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8398,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8399,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8399,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8400,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8400,GLOBL,N/A,0,0,
