CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17969,,,,,,
CARDIOVASCULAR,33236,OTHER,40,23112.12,17981.490000000002,
CARDIOVASCULAR,33236,TOTAL,43,23501.67,18290.580000000002,
CARDIOVASCULAR,33237,80S,N/A,245.76,192.67,
CARDIOVASCULAR,33237,OTHER,47,31770.560000000001,24496.61,
CARDIOVASCULAR,33237,TOTAL,49,32016.32,24689.279999999999,
CARDIOVASCULAR,33238,80S,13,1451.22,1144.68,
CARDIOVASCULAR,33238,OTHER,137,102571.08,80732.44,
CARDIOVASCULAR,33238,TOTAL,150,104022.3,81877.119999999995,
CARDIOVASCULAR,33240,80S,N/A,0,0,
CARDIOVASCULAR,33240,SG,N/A,44805.66,35127.620000000003,
CARDIOVASCULAR,33240,OTHER,1231,415039.11,321719.24,
CARDIOVASCULAR,33240,TOTAL,1233,459844.77,356846.86,
CARDIOVASCULAR,33241,80S,N/A,0,0,
CARDIOVASCULAR,33241,SG,N/A,0,0,
CARDIOVASCULAR,33241,OTHER,9023,1087897.6000000001,847405.17,
CARDIOVASCULAR,33241,TOTAL,9023,1087897.6000000001,847405.17,
CARDIOVASCULAR,33243,80S,101,12986.54,10238.59,
CARDIOVASCULAR,33243,OTHER,292,277156.57,218618.15,
CARDIOVASCULAR,33243,TOTAL,393,290143.11,228856.74,
CARDIOVASCULAR,33244,80S,N/A,0,0,
CARDIOVASCULAR,33244,OTHER,5680,3950890.46,3085614.73,
CARDIOVASCULAR,33244,TOTAL,5680,3950890.46,3085614.73,
CARDIOVASCULAR,33249,80S,N/A,0,0,
CARDIOVASCULAR,33249,SG,N/A,172270.01,135901.64000000001,
CARDIOVASCULAR,33249,OTHER,50973,47329758.490000002,37037596.560000002,
CARDIOVASCULAR,33249,TOTAL,50979,47502028.5,37173498.200000003,
CARDIOVASCULAR,33250,80S,N/A,1167.68,919.6,
CARDIOVASCULAR,33250,OTHER,N/A,13012.71,10228.98,
CARDIOVASCULAR,33250,TOTAL,15,14180.39,11148.58,
CARDIOVASCULAR,33251,80S,42,5147.1499999999996,4056.64,
CARDIOVASCULAR,33251,OTHER,56,49124.17,38717.94,
CARDIOVASCULAR,33251,TOTAL,98,54271.32,42774.58,
CARDIOVASCULAR,33254,80S,24,4891.1499999999996,3847.18,
CARDIOVASCULAR,33254,OTHER,53,76637.960000000006,60238.91,
CARDIOVASCULAR,33254,TOTAL,77,81529.11,64086.09,
CARDIOVASCULAR,33255,80S,22,5245.44,4140.22,
CARDIOVASCULAR,33255,OTHER,63,103717.43,80997.09,
CARDIOVASCULAR,33255,TOTAL,85,108962.87,85137.31,
CARDIOVASCULAR,33256,80S,35,9845.4699999999993,7743.69,
CARDIOVASCULAR,33256,OTHER,71,139310.45000000001,108187.02,
CARDIOVASCULAR,33256,TOTAL,106,149155.92000000001,115930.71,
CARDIOVASCULAR,33257,80S,2210,192424.2,150618.93,
CARDIOVASCULAR,33257,OTHER,3575,2127020.3199999998,1661860.68,
CARDIOVASCULAR,33257,TOTAL,5785,2319444.52,1812479.61,
CARDIOVASCULAR,33258,80S,56,5316.84,4188.16,
CARDIOVASCULAR,33258,OTHER,71,47298.63,37307.61,
CARDIOVASCULAR,33258,TOTAL,127,52615.47,41495.769999999997,
CARDIOVASCULAR,33259,80S,2685,337629.35,265387.56,
CARDIOVASCULAR,33259,OTHER,4477,3900839.66,3056658.65,
CARDIOVASCULAR,33259,TOTAL,7162,4238469.01,3322046.21,
CARDIOVASCULAR,33261,80S,N/A,850.63,668.62,
CARDIOVASCULAR,33261,OTHER,23,26707.919999999998,21072.38,
CARDIOVASCULAR,33261,TOTAL,30,27558.55,21741,
CARDIOVASCULAR,33262,80S,N/A,0,0,
CARDIOVASCULAR,33262,OTHER,4229,1917222.16,1487132.41,
CARDIOVASCULAR,33262,TOTAL,4229,1917222.16,1487132.41,
CARDIOVASCULAR,33263,80S,N/A,0,0,
CARDIOVASCULAR,33263,SG,N/A,108281.41,84892.6,
CARDIOVASCULAR,33263,OTHER,14956,7558017.1500000004,5873038.3700000001,
CARDIOVASCULAR,33263,TOTAL,14961,7666298.5599999996,5957930.9699999997,
CARDIOVASCULAR,33264,80S,N/A,0,0,
CARDIOVASCULAR,33264,SG,N/A,111360.8,87306.84,
CARDIOVASCULAR,33264,OTHER,16737,7865587.0800000001,6113535.3099999996,
CARDIOVASCULAR,33264,TOTAL,16742,7976947.8799999999,6200842.1500000004,
CARDIOVASCULAR,33265,80S,52,10046.049999999999,7907.09,
CARDIOVASCULAR,33265,OTHER,112,149150.88,114758.02,
CARDIOVASCULAR,33265,TOTAL,164,159196.93,122665.11,
CARDIOVASCULAR,33266,80S,146,40480.43,31718.36,
CARDIOVASCULAR,33266,OTHER,348,629041.87,492507.31,
CARDIOVASCULAR,33266,TOTAL,494,669522.30000000005,524225.67,
CARDIOVASCULAR,33282,SG,15,85440.17,66985.02,
CARDIOVASCULAR,33282,OTHER,10245,3801512.01,2954113.27,
CARDIOVASCULAR,33282,TOTAL,10260,3886952.18,3021098.29,
CARDIOVASCULAR,33284,80S,N/A,0,0,
CARDIOVASCULAR,33284,SG,N/A,902,707.15,
CARDIOVASCULAR,33284,OTHER,4725,865650.6,666554.05000000005,
CARDIOVASCULAR,33284,TOTAL,4728,866552.6,667261.19999999995,
CARDIOVASCULAR,33300,80S,71,25064.39,19713.55,
CARDIOVASCULAR,33300,OTHER,209,493939.42,388684.93,
CARDIOVASCULAR,33300,TOTAL,280,519003.81,408398.48,
CARDIOVASCULAR,33305,80S,109,66380.75,51525.48,
CARDIOVASCULAR,33305,OTHER,219,894512.08,699796.79,
CARDIOVASCULAR,33305,TOTAL,328,960892.83,751322.27,
CARDIOVASCULAR,33310,80S,26,3963.19,3114.77,
CARDIOVASCULAR,33310,OTHER,77,58521.35,45967.69,
CARDIOVASCULAR,33310,TOTAL,103,62484.54,49082.46,
CARDIOVASCULAR,33315,80S,130,26297.5,20700.03,
CARDIOVASCULAR,33315,OTHER,264,357035.39,280558.93,
CARDIOVASCULAR,33315,TOTAL,394,383332.89,301258.96000000002,
CARDIOVASCULAR,33320,80S,38,4160.21,3283.51,
CARDIOVASCULAR,33320,OTHER,119,95059.64,74904.289999999994,
CARDIOVASCULAR,33320,TOTAL,157,99219.85,78187.8,
CARDIOVASCULAR,33321,80S,N/A,400.12,313.69,
CARDIOVASCULAR,33321,OTHER,N/A,5772.36,4556.47,
CARDIOVASCULAR,33321,TOTAL,N/A,6172.48,4870.16,
CARDIOVASCULAR,33322,80S,100,11892.87,9373.94,
CARDIOVASCULAR,33322,OTHER,191,163506.74,128855.03,
CARDIOVASCULAR,33322,TOTAL,291,175399.61,138228.97,
CARDIOVASCULAR,33330,80S,11,1702.76,1351.59,
CARDIOVASCULAR,33330,OTHER,26,33936.07,26835.439999999999,
CARDIOVASCULAR,33330,TOTAL,37,35638.83,28187.03,
CARDIOVASCULAR,33332,OTHER,N/A,2294.2199999999998,1809.02,
CARDIOVASCULAR,33332,TOTAL,N/A,2294.2199999999998,1809.02,
CARDIOVASCULAR,33335,80S,61,11467.51,9051.9,
CARDIOVASCULAR,33335,OTHER,89,110184.39,86904.89,
CARDIOVASCULAR,33335,TOTAL,150,121651.9,95956.79,
CARDIOVASCULAR,33361,80S,N/A,0,0,
CARDIOVASCULAR,33361,OTHER,5502,4766388.7300000004,3753288.82,
CARDIOVASCULAR,33361,TOTAL,5502,4766388.7300000004,3753288.82,
CARDIOVASCULAR,33362,80S,N/A,1274.33,1008.67,
CARDIOVASCULAR,33362,OTHER,3568,3249227.93,2557457.08,
CARDIOVASCULAR,33362,TOTAL,3575,3250502.26,2558465.75,
CARDIOVASCULAR,33363,OTHER,90,88956.37,70233.06,
CARDIOVASCULAR,33363,TOTAL,90,88956.37,70233.06,
CARDIOVASCULAR,33364,80S,N/A,0,0,
CARDIOVASCULAR,33364,OTHER,241,240279.76,189343.75,
CARDIOVASCULAR,33364,TOTAL,241,240279.76,189343.75,
CARDIOVASCULAR,33365,80S,N/A,570.22,456.18,
CARDIOVASCULAR,33365,OTHER,1111,1242945.24,978618.45,
CARDIOVASCULAR,33365,TOTAL,1113,1243515.46,979074.63,
CARDIOVASCULAR,33367,80S,N/A,512.92999999999995,403.74,
CARDIOVASCULAR,33367,OTHER,107,66489.5,52398.3,
CARDIOVASCULAR,33367,TOTAL,112,67002.429999999993,52802.04,
CARDIOVASCULAR,33368,80S,N/A,476.19,375.16,
CARDIOVASCULAR,33368,OTHER,84,61936.45,48878.41,
CARDIOVASCULAR,33368,TOTAL,88,62412.639999999999,49253.57,
CARDIOVASCULAR,33369,80S,N/A,134.53,105.47,
CARDIOVASCULAR,33369,OTHER,13,12436.29,9815.07,
CARDIOVASCULAR,33369,TOTAL,14,12570.82,9920.5400000000009,
CARDIOVASCULAR,33400,80S,203,49748.22,39149.589999999997,
CARDIOVASCULAR,33400,OTHER,332,535353.62,419723.92,
CARDIOVASCULAR,33400,TOTAL,535,585101.84,458873.51,
CARDIOVASCULAR,33401,80S,N/A,648.34,511.96,
CARDIOVASCULAR,33401,OTHER,N/A,5501.63,4313.28,
CARDIOVASCULAR,33401,TOTAL,N/A,6149.97,4825.24,
CARDIOVASCULAR,33403,80S,N/A,509.69,399.6,
CARDIOVASCULAR,33403,OTHER,N/A,4651.78,3646.99,
CARDIOVASCULAR,33403,TOTAL,N/A,5161.47,4046.59,
CARDIOVASCULAR,33404,80S,N/A,1152.8699999999999,906.33,
CARDIOVASCULAR,33404,OTHER,21,26781.05,21084.799999999999,
CARDIOVASCULAR,33404,TOTAL,26,27933.919999999998,21991.13,
CARDIOVASCULAR,33405,80S,20334,6259012.8799999999,4907840.8499999996,
CARDIOVASCULAR,33405,OTHER,31578,67012312.990000002,52464932.030000001,
CARDIOVASCULAR,33405,TOTAL,51912,73271325.870000005,57372772.880000003,
CARDIOVASCULAR,33406,80S,207,83888.03,65431.21,
CARDIOVASCULAR,33406,OTHER,356,1009951.22,788990.26,
CARDIOVASCULAR,33406,TOTAL,563,1093839.25,854421.47,
CARDIOVASCULAR,33410,80S,678,231186.41,181805.41,
CARDIOVASCULAR,33410,OTHER,978,2326960.59,1825137.69,
CARDIOVASCULAR,33410,TOTAL,1656,2558147,2006943.1,
CARDIOVASCULAR,33411,80S,578,290480.57,227713.42,
CARDIOVASCULAR,33411,OTHER,818,2787342.63,2185234.2000000002,
CARDIOVASCULAR,33411,TOTAL,1396,3077823.2,2412947.62,
CARDIOVASCULAR,33412,80S,12,5700.57,4476.47,
CARDIOVASCULAR,33412,OTHER,26,81506.679999999993,64053.47,
CARDIOVASCULAR,33412,TOTAL,38,87207.25,68529.94,
CARDIOVASCULAR,33413,80S,N/A,1983.74,1555.25,
CARDIOVASCULAR,33413,OTHER,N/A,23176.51,18170.39,
CARDIOVASCULAR,33413,TOTAL,11,25160.25,19725.64,
CARDIOVASCULAR,33414,80S,26,4897.3599999999997,3855.79,
CARDIOVASCULAR,33414,OTHER,61,78662.33,62183.64,
CARDIOVASCULAR,33414,TOTAL,87,83559.69,66039.429999999993,
CARDIOVASCULAR,33415,80S,83,15425.9,12179.43,
CARDIOVASCULAR,33415,OTHER,222,264611.21000000002,208241.56,
CARDIOVASCULAR,33415,TOTAL,305,280037.11,220420.99,
CARDIOVASCULAR,33416,80S,418,77322.98,60782.51,
CARDIOVASCULAR,33416,OTHER,751,972393.04,760349.29,
CARDIOVASCULAR,33416,TOTAL,1169,1049716.02,821131.8,
CARDIOVASCULAR,33417,80S,68,9041.84,7139.21,
CARDIOVASCULAR,33417,OTHER,196,180525.18,142334.51999999999,
CARDIOVASCULAR,33417,TOTAL,264,189567.02,149473.73000000001,
CARDIOVASCULAR,33420,80S,N/A,0,0,
CARDIOVASCULAR,33420,OTHER,104,13013.78,10137.64,
CARDIOVASCULAR,33420,TOTAL,104,13013.78,10137.64,
CARDIOVASCULAR,33422,80S,26,3904.87,2968.13,
CARDIOVASCULAR,33422,OTHER,65,62588.19,48473.46,
CARDIOVASCULAR,33422,TOTAL,91,66493.06,51441.59,
CARDIOVASCULAR,33425,80S,297,119371.95,93840.75,
CARDIOVASCULAR,33425,OTHER,480,1283056.55,1003490.5,
CARDIOVASCULAR,33425,TOTAL,777,1402428.5,1097331.25,
CARDIOVASCULAR,33426,80S,3713,1156385.8400000001,906287.11,
CARDIOVASCULAR,33426,OTHER,5848,12481536.539999999,9778408.5099999998,
CARDIOVASCULAR,33426,TOTAL,9561,13637922.380000001,10684695.619999999,
CARDIOVASCULAR,33427,80S,1929,645999.24,506370.3,
CARDIOVASCULAR,33427,OTHER,3144,7230861.9199999999,5642114.1900000004,
CARDIOVASCULAR,33427,TOTAL,5073,7876861.1600000001,6148484.4900000002,
CARDIOVASCULAR,33430,80S,5210,2118099.87,1658911.93,
CARDIOVASCULAR,33430,OTHER,8088,22470765.43,17585597.149999999,
CARDIOVASCULAR,33430,TOTAL,13298,24588865.300000001,19244509.079999998,
CARDIOVASCULAR,33460,80S,26,6998.18,5499.91,
CARDIOVASCULAR,33460,OTHER,40,80007.679999999993,62559.61,
CARDIOVASCULAR,33460,TOTAL,66,87005.86,68059.520000000004,
CARDIOVASCULAR,33463,80S,335,150651.07999999999,118277.65,
CARDIOVASCULAR,33463,OTHER,516,1556462.06,1222279.8600000001,
CARDIOVASCULAR,33463,TOTAL,851,1707113.14,1340557.51,
CARDIOVASCULAR,33464,80S,2067,610073.52,479205.18,
CARDIOVASCULAR,33464,OTHER,3421,6963299.8600000003,5453791,
CARDIOVASCULAR,33464,TOTAL,5488,7573373.3799999999,5932996.1799999997,
CARDIOVASCULAR,33465,80S,223,78473.929999999993,61157.25,
CARDIOVASCULAR,33465,OTHER,423,1021474.85,800702.88,
CARDIOVASCULAR,33465,TOTAL,646,1099948.78,861860.13,
CARDIOVASCULAR,33468,80S,N/A,1372.37,1087.82,
CARDIOVASCULAR,33468,OTHER,16,33996.76,26857.39,
CARDIOVASCULAR,33468,TOTAL,21,35369.129999999997,27945.21,
CARDIOVASCULAR,33470,OTHER,N/A,737.53,578.22,
CARDIOVASCULAR,33470,TOTAL,N/A,737.53,578.22,
CARDIOVASCULAR,33474,80S,N/A,351.13,280.89999999999998,
CARDIOVASCULAR,33474,OTHER,N/A,6797.6,5380.15,
CARDIOVASCULAR,33474,TOTAL,N/A,7148.73,5661.05,
CARDIOVASCULAR,33475,80S,42,12840.71,9835.59,
CARDIOVASCULAR,33475,OTHER,102,205623.86,159740.38,
CARDIOVASCULAR,33475,TOTAL,144,218464.57,169575.97,
CARDIOVASCULAR,33476,OTHER,N/A,10044.92,7897.32,
CARDIOVASCULAR,33476,TOTAL,N/A,10044.92,7897.32,
CARDIOVASCULAR,33478,80S,N/A,631.79,495.32,
CARDIOVASCULAR,33478,OTHER,27,24529.32,18169.36,
CARDIOVASCULAR,33478,TOTAL,32,25161.11,18664.68,
CARDIOVASCULAR,33496,80S,32,7165.21,5690.33,
CARDIOVASCULAR,33496,OTHER,56,78056.240000000005,61877.91,
CARDIOVASCULAR,33496,TOTAL,88,85221.45,67568.240000000005,
CARDIOVASCULAR,33500,80S,15,2119.06,1661.34,
CARDIOVASCULAR,33500,OTHER,26,25179.46,19207.09,
CARDIOVASCULAR,33500,TOTAL,41,27298.52,20868.43,
CARDIOVASCULAR,33501,80S,N/A,892.79,707.86,
CARDIOVASCULAR,33501,OTHER,16,15029.54,11854.42,
CARDIOVASCULAR,33501,TOTAL,23,15922.33,12562.28,
CARDIOVASCULAR,33502,80S,43,4233.45,3340.02,
CARDIOVASCULAR,33502,OTHER,60,43330.879999999997,34211.18,
CARDIOVASCULAR,33502,TOTAL,103,47564.33,37551.199999999997,
CARDIOVASCULAR,33503,80S,N/A,349.83,274.27,
CARDIOVASCULAR,33503,OTHER,20,15439.02,12125.19,
CARDIOVASCULAR,33503,TOTAL,23,15788.85,12399.46,
CARDIOVASCULAR,33504,80S,N/A,878.7,717.46,
CARDIOVASCULAR,33504,OTHER,N/A,7677.1,6068.9,
CARDIOVASCULAR,33504,TOTAL,15,8555.7999999999993,6786.36,
CARDIOVASCULAR,33505,80S,N/A,908.42,712.2,
CARDIOVASCULAR,33505,OTHER,N/A,13731.05,10765.17,
CARDIOVASCULAR,33505,TOTAL,12,14639.47,11477.37,
CARDIOVASCULAR,33506,80S,N/A,769.23,605.95000000000005,
CARDIOVASCULAR,33506,OTHER,N/A,7389.15,5793.1,
CARDIOVASCULAR,33506,TOTAL,N/A,8158.38,6399.05,
CARDIOVASCULAR,33507,80S,25,4237.5200000000004,3330.13,
CARDIOVASCULAR,33507,OTHER,45,53786.11,42272.92,
CARDIOVASCULAR,33507,TOTAL,70,58023.63,45603.05,
CARDIOVASCULAR,33508,80S,24090,55246.78,43349.13,
CARDIOVASCULAR,33508,OTHER,51666,835048.98,652668.42000000004,
CARDIOVASCULAR,33508,TOTAL,75756,890295.76,696017.55,
CARDIOVASCULAR,33510,80S,3638,600565.68999999994,471013.59,
CARDIOVASCULAR,33510,OTHER,5409,6150747.9699999997,4812163.49,
CARDIOVASCULAR,33510,TOTAL,9047,6751313.6600000001,5283177.08,
CARDIOVASCULAR,33511,80S,2107,468701.43,367767.23,
CARDIOVASCULAR,33511,OTHER,3183,4907121.33,3835588.83,
CARDIOVASCULAR,33511,TOTAL,5290,5375822.7599999998,4203356.0599999996,
CARDIOVASCULAR,33512,80S,1284,431861.84,338590.93,
CARDIOVASCULAR,33512,OTHER,1897,4361907.3499999996,3409195.18,
CARDIOVASCULAR,33512,TOTAL,3181,4793769.1900000004,3747786.11,
CARDIOVASCULAR,33513,80S,456,160266.12,126072.35,
CARDIOVASCULAR,33513,OTHER,737,1767661.46,1389264.06,
CARDIOVASCULAR,33513,TOTAL,1193,1927927.58,1515336.41,
CARDIOVASCULAR,33514,80S,74,27342.78,21457.82,
CARDIOVASCULAR,33514,OTHER,142,356909.77,279398.06,
CARDIOVASCULAR,33514,TOTAL,216,384252.55,300855.88,
CARDIOVASCULAR,33516,80S,16,6236.29,4932.75,
CARDIOVASCULAR,33516,OTHER,33,87819.39,69539.16,
CARDIOVASCULAR,33516,TOTAL,49,94055.679999999993,74471.91,
CARDIOVASCULAR,33517,80S,9288,253188.62,198520.16,
CARDIOVASCULAR,33517,OTHER,14472,2751150.52,2149630.7000000002,
CARDIOVASCULAR,33517,TOTAL,23760,3004339.14,2348150.86,
